Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10261.0,12250.0,14178.0,12937.0,9741.0,10657.0
Total Revenues,10261.0,12250.0,14178.0,12937.0,9741.0,10657.0
Cost Of Revenues,9608.0,10858.0,12305.0,12001.0,9491.0,9966.0
Gross Profit,653.0,1392.0,1873.0,936.0,250.0,691.0
Selling General & Admin Expenses,270.0,381.0,405.0,461.0,316.0,317.0
Depreciation & Amortization,507.0,501.0,521.0,616.0,643.0,672.0
Other Operating Expense/(Income),(2.0),(12.0),(3.0),(15.0),3.0,(9.0)
Total Operating Expenses,775.0,870.0,923.0,1062.0,962.0,980.0
Operating Income,(122.0),522.0,950.0,(126.0),(712.0),(289.0)
Interest Expense,(239.0),(236.0),(176.0),(149.0),(295.0),(337.0)
Interest And Investment Income,103.0,61.0,84.0,96.0,7.0,18.0
Net Interest Expenses,(136.0),(175.0),(92.0),(53.0),(288.0),(319.0)
Currency Exchange Gains (Loss),14.0,(23.0),19.0,17.0,15.0,15.0
Other Non Operating Income (Expenses),(9.0),(11.0),(11.0),(16.0),16.0,(5.0)
"EBT, Excl. Unusual Items",(253.0),313.0,866.0,(178.0),(969.0),(598.0)
"EBT, Incl. Unusual Items",(416.0),301.0,812.0,(452.0),"(1,307.0)",(805.0)
Income Tax Expense,24.0,(86.0),(303.0),178.0,(142.0),(122.0)
Earnings From Continuing Operations,(440.0),387.0,1115.0,(630.0),"(1,165.0)",(683.0)
Net Income to Company,(440.0),387.0,1115.0,(630.0),"(1,165.0)",(683.0)
Net Income,(440.0),387.0,1115.0,(630.0),"(1,165.0)",(683.0)
NI to Common Incl Extra Items,(440.0),387.0,1115.0,(630.0),"(1,165.0)",(683.0)
NI to Common Excl. Extra Items,(440.0),387.0,1115.0,(630.0),"(1,165.0)",(683.0)
Revenue Per Share,$65.49,$70.08,$80.27,$75.47,$49.52,$49.22
Basic EPS,($2.81),$2.21,$6.31,($3.68),($5.92),($3.15)
Basic EPS - Continuing Ops,($2.81),$2.21,$6.31,($3.68),($5.92),($3.15)
Basic Weighted Average Shares Outst.,156.7,174.8,176.6,171.4,196.7,216.5
Diluted EPS,($2.81),$2.19,$6.25,($3.68),($5.92),($3.15)
Diluted EPS - Continuing Ops,($2.81),$2.19,$6.25,($3.68),($5.92),($3.15)
Diluted Weighted Average Shares Outst.,156.7,176.5,178.5,171.4,196.7,216.5
Normalized Basic EPS,($1.01),$1.12,$3.06,($0.65),($3.08),($1.73)
Normalized Diluted EPS,($1.01),$1.11,$3.03,($0.65),($3.08),($1.73)
Dividend Per Share,$0.20,$0.20,$0.20,$0.20,$0.04,$0.04
Payout Ratio,NM,9.04%,3.23%,NM,NM,NM
EBITDA,385.0,1023.0,1471.0,440.0,(69.0),383.0
EBITA,(122.0),522.0,950.0,(118.0),(704.0),(281.0)
EBIT,(122.0),522.0,950.0,(126.0),(712.0),(289.0)
EBITDAR,508.0,,,532.0,12.0,
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(158.1),195.6,541.3,(111.3),(605.6),(373.8)
Interest Capitalized,4.0,3.0,7.0,20.0,26.0,
Interest on Long-Term Debt,252.0,248.0,191.0,175.0,326.0,
Foreign Sales,2243.0,12250.0,14178.0,12937.0,9741.0,
