Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,386.9,402.2,413.5,429.8,415.6,417.5
Other Revenue,,(0.8),,,,
Total Revenues,386.9,401.4,413.5,429.8,415.6,417.5
Property Expenses,123.1,122.3,124.6,128.3,125.5,127.5
Selling General & Admin Exp.,14.9,12.7,12.1,13.8,14.5,15.6
Depreciation & Amortization,99.5,94.3,99.2,104.2,96.3,92.7
Total Operating Expenses,237.5,229.3,235.9,246.4,236.4,235.7
Operating Income,149.4,172.1,177.6,183.5,179.3,181.7
Total Interest Expense,(5.7),(1.3),(0.7),(0.7),(1.1),(1.1)
Interest and Investment Income,0.7,0.4,1.1,4.2,0.9,0.6
Net Interest Expenses,(4.9),(0.8),0.4,3.5,(0.1),(0.5)
Other Non Operating Income,0.5,0.5,0.4,0.3,0.3,0.3
"EBT, Excl. Unusual Items",145.0,171.7,178.4,187.3,179.4,181.5
Gain (Loss) on Sale of Assets,,7.6,93.5,16.6,27.3,7.7
"EBT, Incl. Unusual Items",145.0,179.3,271.9,204.0,206.7,189.2
Earnings From Continuing Operations,145.0,179.3,271.9,204.0,206.7,189.2
Net Income to Company,145.0,179.3,271.9,204.0,206.7,189.2
Minority Interest,(17.0),(24.3),(45.2),(29.0),(33.2),(29.5)
Net Income,128.0,155.0,226.7,175.0,173.5,159.7
Pref. Dividends and Other Adj.,65.2,64.6,53.8,66.3,48.9,48.8
NI to Common Incl Extra Items,62.9,90.4,172.9,108.7,124.6,110.9
NI to Common Excl. Extra Items,62.9,90.4,172.9,108.7,124.6,110.9
Revenue Per Share,$14.28,$14.75,$15.14,$15.68,$15.13,$15.19
Basic EPS,$2.32,$3.32,$6.33,$3.96,$4.54,$4.04
Basic EPS - Continuing Ops,$2.32,$3.32,$6.33,$3.96,$4.54,$4.04
Basic Weighted Average Shares Outst.,27.1,27.2,27.3,27.4,27.5,27.5
Diluted EPS,$2.31,$3.30,$6.31,$3.95,$4.52,$4.02
Diluted EPS - Continuing Ops,$2.31,$3.30,$6.31,$3.95,$4.52,$4.02
Diluted Weighted Average Shares Outst.,27.2,27.4,27.4,27.5,27.6,27.6
Normalized Basic EPS,$2.72,$3.05,$2.43,$3.21,$2.87,$3.06
Normalized Diluted EPS,$2.71,$3.03,$2.42,$3.20,$2.87,$3.05
Dividend Per Share,$3.00,$3.40,$3.80,$4.20,$4.20,$4.20
Payout Ratio,108.23%,93.34%,68.99%,96.88%,94.26%,102.46%
FFO,179.9,203.3,225.8,226.1,227.4,225.9
FFO Payout Ratio %,45.19%,45.51%,45.99%,50.94%,50.74%,51.10%
AFFO,179.9,157.5,188.3,189.2,193.1,
Funds Available for Distribution,179.9,164.4,182.2,194.9,190.1,(1.9)
FFO Per Share (Diluted),$5.17,$5.83,$6.47,$6.47,$6.51,$6.47
FFO Shares (Diluted),34.8,34.9,34.9,35.0,34.9,34.9
Adjusted FFO Per Share (Diluted),$5.17,$4.51,$5.39,$5.41,$5.53,
EBITDA,248.9,266.4,271.6,283.8,270.9,269.4
EBITA,149.4,172.1,172.3,179.6,174.6,181.7
EBIT,149.4,172.1,177.6,183.5,179.3,181.7
Normalized Net Income,73.7,83.1,66.3,88.1,79.0,84.0
Interest Capitalized,0.9,,,,,
