Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,104.5,141.2,194.0,270.2,366.3,433.0
Total Revenues,104.5,141.2,194.0,270.2,366.3,433.0
Cost Of Revenues,47.1,67.1,86.5,117.6,155.9,182.1
Gross Profit,57.4,74.2,107.5,152.6,210.4,250.9
Selling General & Admin Expenses,30.9,51.5,65.7,91.6,114.2,125.0
R&D Expenses,7.4,8.7,15.8,19.5,20.2,23.1
Total Operating Expenses,38.2,60.2,81.5,111.1,134.4,148.1
Operating Income,19.2,14.0,26.0,41.6,76.0,102.8
Interest Expense,(3.8),(6.4),(6.7),(9.3),(12.1),(12.3)
Interest And Investment Income,0.3,0.4,1.9,5.3,1.7,0.4
Net Interest Expenses,(3.4),(6.1),(4.8),(4.0),(10.4),(11.8)
Other Non Operating Income (Expenses),(0.9),(0.7),0.3,0.2,(0.2),(0.8)
"EBT, Excl. Unusual Items",14.9,7.2,21.4,37.8,65.4,90.2
"EBT, Incl. Unusual Items",11.7,7.2,21.4,26.2,59.2,81.6
Income Tax Expense,0.0,(21.1),4.8,4.7,(0.7),2.1
Earnings From Continuing Operations,11.7,28.4,16.6,21.4,59.9,79.6
Net Income to Company,11.7,28.4,16.6,21.4,59.9,79.6
Net Income,11.7,28.4,16.6,21.4,59.9,79.6
NI to Common Incl Extra Items,11.7,28.4,16.6,21.4,59.9,79.6
NI to Common Excl. Extra Items,11.7,28.4,16.6,21.4,59.9,79.6
Revenue Per Share,$3.11,$3.69,$4.43,$5.59,$6.97,$8.14
Basic EPS,$0.35,$0.74,$0.38,$0.44,$1.14,$1.49
Basic EPS - Continuing Ops,$0.35,$0.74,$0.38,$0.44,$1.14,$1.49
Basic Weighted Average Shares Outst.,33.6,38.2,43.8,48.3,52.6,53.2
Diluted EPS,$0.34,$0.72,$0.37,$0.44,$1.11,$1.46
Diluted EPS - Continuing Ops,$0.34,$0.72,$0.37,$0.44,$1.11,$1.46
Diluted Weighted Average Shares Outst.,34.1,39.2,45.5,49.2,53.9,54.8
Normalized Basic EPS,$0.28,$0.12,$0.31,$0.49,$0.78,$1.06
Normalized Diluted EPS,$0.27,$0.12,$0.29,$0.48,$0.76,$1.03
EBITDA,24.6,24.5,41.8,62.4,103.0,132.0
EBITA,21.3,20.2,36.6,55.2,92.1,120.2
EBIT,19.2,14.0,26.0,41.6,76.0,102.8
EBITDAR,27.2,,,68.4,110.7,
Effective Tax Rate,0.1%,NM,22.5%,18.1%,NM,2.6%
Normalized Net Income,9.3,4.5,13.4,23.6,40.8,56.4
Interest on Long-Term Debt,3.8,6.4,6.7,9.3,12.1,
R&D Expense From Footnotes,7.4,8.7,15.8,19.5,20.2,23.1
Foreign Sales,,141.2,194.0,270.2,366.3,
