Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1005.7,1024.2,1009.8,1258.3,1294.3,1288.0
Total Revenues,1005.7,1024.2,1009.8,1258.3,1294.3,1288.0
Cost Of Revenues,444.9,452.3,430.4,617.5,618.2,611.8
Gross Profit,560.8,571.9,579.4,640.8,676.2,676.2
Selling General & Admin Expenses,226.7,211.8,225.3,234.6,216.7,206.6
R&D Expenses,169.9,136.9,143.6,146.2,138.3,133.8
Depreciation & Amortization,89.5,89.4,84.6,111.5,131.8,131.5
Total Operating Expenses,486.1,438.2,453.5,492.3,486.8,471.9
Operating Income,74.7,133.7,125.9,148.6,189.3,204.3
Interest Expense,(40.2),(39.0),(41.5),(64.0),(56.6),(50.9)
Interest And Investment Income,0.5,0.6,11.1,12.0,11.6,11.6
Net Interest Expenses,(39.7),(38.4),(30.4),(52.1),(45.0),(39.4)
Currency Exchange Gains (Loss),4.1,(2.6),(3.7),0.5,(1.1),(1.1)
Other Non Operating Income (Expenses),,,,,,8.4
"EBT, Excl. Unusual Items",39.1,92.7,91.8,97.0,143.2,172.2
"EBT, Incl. Unusual Items",185.6,43.6,91.8,72.2,98.6,127.6
Income Tax Expense,56.0,38.4,22.9,5.1,26.0,32.5
Earnings From Continuing Operations,129.5,5.1,68.9,67.1,72.7,95.1
Net Income to Company,129.5,5.1,68.9,67.1,72.7,95.1
Net Income,129.5,5.1,68.9,67.1,72.7,95.1
NI to Common Incl Extra Items,129.5,5.1,68.9,67.1,72.7,95.1
NI to Common Excl. Extra Items,129.5,5.1,68.9,67.1,72.7,95.1
Revenue Per Share,$8.56,$8.68,$8.70,$10.83,$11.12,$11.03
Basic EPS,$1.10,$0.04,$0.59,$0.58,$0.62,$0.81
Basic EPS - Continuing Ops,$1.10,$0.04,$0.59,$0.58,$0.62,$0.81
Basic Weighted Average Shares Outst.,117.5,118.1,116.1,116.2,116.4,116.8
Diluted EPS,$1.09,$0.04,$0.59,$0.57,$0.62,$0.80
Diluted EPS - Continuing Ops,$1.09,$0.04,$0.59,$0.57,$0.62,$0.80
Diluted Weighted Average Shares Outst.,118.8,119.4,117.6,118.6,118.1,118.5
Normalized Basic EPS,$0.21,$0.49,$0.49,$0.52,$0.77,$0.92
Normalized Diluted EPS,$0.21,$0.48,$0.49,$0.51,$0.76,$0.91
EBITDA,118.5,178.0,168.8,204.5,251.2,265.9
EBITA,95.9,153.1,145.0,180.4,226.4,241.6
EBIT,74.7,133.7,125.9,148.6,189.3,204.3
EBITDAR,143.8,,,226.2,279.8,
Effective Tax Rate,30.2%,88.2%,24.9%,7.1%,26.3%,25.5%
Normalized Net Income,24.4,57.9,57.4,60.6,89.5,107.6
R&D Expense From Footnotes,169.9,136.9,143.6,146.6,139.3,134.8
Foreign Sales,478.3,483.0,509.3,476.5,463.8,
