Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,401.6,451.5,513.4,493.3,459.0,460.8
Tenant Reimbursements,37.7,,,,,
Other Revenue,38.3,87.3,134.0,153.1,132.1,139.2
Total Revenues,477.6,538.9,647.5,646.4,591.1,600.0
Property Expenses,177.2,237.2,309.0,321.6,331.4,331.9
Selling General & Admin Exp.,48.8,68.6,69.8,89.0,78.3,73.1
Depreciation & Amortization,133.3,161.7,211.4,191.6,221.8,238.0
Total Operating Expenses,359.3,467.4,590.2,602.2,631.5,643.0
Operating Income,118.3,71.4,57.3,44.2,(40.4),(43.0)
Total Interest Expense,(51.8),(58.1),(74.4),(52.7),(62.9),(67.2)
Interest and Investment Income,3.0,1.8,15.2,5.4,,(0.9)
Net Interest Expenses,(48.8),(56.4),(59.3),(47.3),(62.9),(68.1)
"EBT, Excl. Unusual Items",69.5,15.1,(1.9),(3.1),(103.3),(111.1)
Gain (Loss) on Sale of Assets,,,52.2,105.0,59.5,0.0
Asset Writedown,,,,,(10.2),(10.2)
Other Unusual Items,(6.5),(104.1),(40.5),(29.0),(8.7),(8.1)
"EBT, Incl. Unusual Items",63.1,(89.0),45.9,72.8,(71.5),(137.1)
Income Tax Expense,1.1,(9.9),(0.7),(1.3),(4.3),2.4
Earnings From Continuing Operations,62.0,(79.1),46.6,74.1,(67.3),(139.5)
Net Income to Company,62.0,(79.1),46.6,74.1,(67.3),(139.5)
Minority Interest,,7.3,(6.7),(8.6),5.0,13.5
Net Income,62.0,(71.8),39.9,65.6,(62.3),(126.0)
Pref. Dividends and Other Adj.,,1.7,2.6,2.5,3.1,3.1
NI to Common Incl Extra Items,62.0,(73.4),37.3,63.1,(65.4),(129.1)
NI to Common Excl. Extra Items,62.0,(73.4),37.3,63.1,(65.4),(129.1)
Revenue Per Share,$4.75,$5.11,$5.43,$4.95,$4.43,$4.52
Basic EPS,$0.62,($0.70),$0.31,$0.48,($0.49),($0.97)
Basic EPS - Continuing Ops,$0.62,($0.70),$0.31,$0.48,($0.49),($0.97)
Basic Weighted Average Shares Outst.,100.6,105.4,119.2,130.7,133.5,132.7
Diluted EPS,$0.62,($0.70),$0.31,$0.48,($0.49),($0.98)
Diluted EPS - Continuing Ops,$0.62,($0.70),$0.31,$0.48,($0.49),($0.98)
Diluted Weighted Average Shares Outst.,100.6,105.4,119.2,130.7,133.5,132.7
Normalized Basic EPS,$0.43,$0.16,($0.07),($0.08),($0.45),($0.42)
Normalized Diluted EPS,$0.43,$0.16,($0.07),($0.08),($0.45),($0.42)
Dividend Per Share,,$0.45,$0.90,$0.90,$0.90,$0.90
Payout Ratio,6.07%,NM,268.94%,179.56%,NM,NM
FFO,,,184.4,169.9,130.1,135.7
FFO Payout Ratio %,,,58.22%,69.30%,92.24%,88.06%
FFO (Diluted),,,158.6,150.6,115.9,121.5
AFFO,,,184.4,169.9,130.1,
Funds Available for Distribution,,,184.4,169.9,130.1,
EBITDA,250.4,232.3,268.6,235.0,180.9,194.0
EBITA,117.6,84.1,76.3,57.6,(29.1),(32.0)
EBIT,118.3,71.4,57.3,44.2,(40.4),(43.0)
EBITDAR,,,,236.3,185.4,
Effective Tax Rate,1.7%,NM,NM,NM,NM,NM
Normalized Net Income,43.5,16.7,(7.9),(10.5),(59.6),(55.9)
Interest Capitalized,4.1,12.7,20.8,29.8,13.2,
Interest on Long-Term Debt,10.8,21.1,5.6,4.1,4.8,
