Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1500.3,1541.3,1627.2,1753.6,1568.9,1533.2
Total Revenues,1500.3,1541.3,1627.2,1753.6,1568.9,1533.2
Property Expenses,525.6,540.9,561.8,590.1,557.7,539.4
Selling General & Admin Exp.,345.8,338.6,372.3,403.0,358.8,348.5
Depreciation & Amortization,205.0,211.1,225.3,250.0,251.3,249.7
Total Operating Expenses,1076.3,1090.6,1159.4,1243.1,1167.8,1137.6
Operating Income,424.0,450.7,467.8,510.5,401.1,395.5
Total Interest Expense,(123.7),(128.4),(129.7),(150.6),(137.6),(129.2)
Interest and Investment Income,0.0,0.0,0.5,0.8,0.8,0.8
Net Interest Expenses,(123.7),(128.4),(129.2),(149.9),(136.8),(128.4)
"EBT, Excl. Unusual Items",300.3,322.3,338.6,360.6,264.3,267.1
Gain (Loss) on Sale of Assets,15.1,4.7,(7.2),7.2,9.0,6.9
Other Unusual Items,(3.2),(0.1),(15.4),,(25.2),(28.7)
"EBT, Incl. Unusual Items",312.2,326.9,315.9,367.9,248.0,245.4
Income Tax Expense,13.4,9.2,10.7,(4.2),4.7,4.1
Earnings From Continuing Operations,298.8,317.7,305.2,372.1,243.4,241.2
Net Income to Company,298.8,317.7,305.2,372.1,243.4,241.2
Net Income,298.8,317.7,305.2,372.1,243.4,241.2
Pref. Dividends and Other Adj.,0.4,0.4,0.4,0.4,0.4,0.4
NI to Common Incl Extra Items,298.4,317.3,304.9,371.7,243.0,240.9
NI to Common Excl. Extra Items,298.4,317.3,304.9,371.7,243.0,240.9
Revenue Per Share,$15.45,$15.74,$16.47,$17.51,$15.57,$15.20
Basic EPS,$3.07,$3.24,$3.09,$3.71,$2.41,$2.39
Basic EPS - Continuing Ops,$3.07,$3.24,$3.09,$3.71,$2.41,$2.39
Basic Weighted Average Shares Outst.,97.1,97.9,98.8,100.1,100.8,100.9
Diluted EPS,$3.05,$3.23,$3.08,$3.71,$2.41,$2.39
Diluted EPS - Continuing Ops,$3.05,$3.23,$3.08,$3.71,$2.41,$2.39
Diluted Weighted Average Shares Outst.,97.7,98.4,99.1,100.3,100.9,101.0
Normalized Basic EPS,$1.93,$2.06,$2.14,$2.25,$1.64,$1.66
Normalized Diluted EPS,$1.92,$2.05,$2.14,$2.25,$1.64,$1.65
Dividend Per Share,$3.02,$3.32,$3.65,$3.84,$2.50,$2.25
Payout Ratio,98.38%,76.87%,145.16%,103.51%,103.67%,94.29%
FFO,475.6,513.0,527.0,584.9,477.2,475.7
FFO Payout Ratio %,61.73%,,,65.79%,52.80%,47.74%
AFFO,488.9,496.3,544.5,581.4,514.8,
Funds Available for Distribution,488.9,496.3,544.5,581.4,514.8,
EBITDA,628.9,661.8,693.1,760.5,652.4,645.3
EBITA,504.8,536.0,562.8,624.2,511.3,505.7
EBIT,424.0,450.7,467.8,510.5,401.1,395.5
EBITDAR,979.0,1028.7,1074.9,1154.6,1046.7,
Effective Tax Rate,4.3%,2.8%,3.4%,NM,1.9%,1.7%
Normalized Net Income,187.7,201.4,211.6,225.4,165.2,166.9
Interest on Long-Term Debt,123.7,128.4,135.3,150.6,148.5,
Foreign Sales,32.7,33.4,35.1,34.5,22.8,
