Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1035.4,1198.4,1503.5,1717.4,1464.4,1396.6
Total Interest Income,1137.5,1325.1,1651.7,1882.3,1595.0,1527.2
Interest On Deposits,84.2,116.4,234.8,375.8,184.7,126.0
Total Interest On Borrowings,20.6,23.7,30.4,38.7,33.1,33.1
Total Interest Expense,104.8,140.1,265.2,414.5,217.8,159.1
Net Interest Income,1032.6,1185.1,1386.5,1467.8,1377.2,1368.2
Service Charges On Deposits,,40.3,39.2,38.6,48.1,53.1
Trust Income,12.6,14.0,13.6,16.5,17.5,19.1
Gain (Loss) on Sale of Assets,3.2,77.4,31.5,,,
Gain (Loss) on Sale of Invest. & Securities,(73.1),(79.9),(93.6),(94.5),(57.8),(65.7)
Total Other Non Interest Income,150.1,105.4,124.0,159.1,153.1,164.5
Total Non Interest Income,98.8,166.0,121.3,123.9,165.5,176.2
Revenue Before Loan Losses,1131.5,1351.1,1507.8,1591.7,1542.7,1544.4
Provision For Loan Losses,27.5,46.3,64.3,98.7,210.7,136.8
Total Revenues,1104.0,1304.8,1443.5,1493.0,1332.0,1407.6
Salaries And Other Employee Benefits,278.0,310.6,348.7,370.9,374.8,380.7
Occupancy Expense,37.4,35.2,68.9,69.7,66.5,65.3
Total Selling General & Admin Expenses,109.8,111.0,86.8,89.1,88.0,88.2
Total Other Non Interest Expense,96.8,92.9,99.3,106.4,93.0,91.8
Total Non Interest Expense,545.2,573.5,624.8,649.1,637.5,641.7
"EBT, Excl. Unusual Items",558.8,731.3,818.7,843.9,694.5,766.0
Legal Settlements,13.4,,,,,
Other Unusual Items,,,,,(8.7),(8.7)
"EBT, Incl. Unusual Items",572.2,735.1,818.7,843.9,685.8,757.2
Income Tax Expense,140.5,229.5,115.0,169.9,118.0,129.3
Earnings From Continuing Operations,431.7,505.6,703.7,674.0,567.8,628.0
Net Income to Company,431.7,505.6,703.7,674.0,567.8,628.0
Net Income,431.7,505.6,703.7,674.0,567.8,628.0
Net Income to Common Incl Extra Items,431.7,505.6,703.7,674.0,567.8,628.0
Net Income to Common Excl. Extra Items,431.7,505.6,703.7,674.0,567.8,628.0
Revenue Per Share,$7.66,$9.03,$9.96,$10.26,$9.36,$9.94
Basic EPS,$3.00,$3.50,$4.86,$4.63,$3.99,$4.44
Basic EPS - Continuing Ops,$3.00,$3.50,$4.86,$4.63,$3.99,$4.44
Basic Weighted Average Shares Outst.,144.1,144.4,144.9,145.5,142.3,141.5
Diluted EPS,$2.97,$3.47,$4.81,$4.61,$3.97,$4.41
Diluted EPS - Continuing Ops,$2.97,$3.47,$4.81,$4.61,$3.97,$4.41
Diluted Weighted Average Shares Outst.,145.2,145.9,146.2,146.2,143.0,142.4
Normalized Basic EPS,$2.42,$3.16,$3.53,$3.63,$3.05,$3.38
Normalized Diluted EPS,$2.41,$3.13,$3.50,$3.61,$3.04,$3.36
Dividend Per Share,$0.80,$0.80,$0.86,$1.06,$1.10,$1.16
Payout Ratio,26.83%,23.10%,17.90%,23.01%,27.87%,
Effective Tax Rate,24.6%,31.2%,14.0%,20.1%,17.2%,17.1%
Normalized Net Income,349.2,457.1,511.7,527.4,434.1,478.7
Interest on Long-Term Debt,19.9,22.7,29.0,36.9,31.6,
