Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9447.7,10687.5,12442.5,12060.6,9403.7,9708.9
Other Revenues,185.4,166.0,81.5,40.7,100.6,151.6
Total Revenues,9633.1,10853.5,12524.0,12101.3,9504.3,9860.5
Cost Of Revenues,9110.3,10306.4,11976.0,11519.6,8593.9,8955.9
Gross Profit,522.8,547.1,548.0,581.7,910.4,904.6
Selling General & Admin Expenses,122.7,141.2,136.2,159.1,187.7,197.8
Depreciation & Amortization,98.6,116.9,134.0,152.2,161.0,172.6
Other Operating Expense/(Income),1.6,1.8,2.0,2.1,2.3,2.3
Total Operating Expenses,222.9,259.9,272.2,313.4,351.0,372.7
Operating Income,299.9,287.2,275.8,268.3,559.4,531.9
Interest Expense,(39.7),(46.7),(52.9),(54.9),(51.2),(59.2)
Interest And Investment Income,0.6,1.3,1.5,3.2,1.0,0.2
Net Interest Expenses,(39.1),(45.4),(51.4),(51.7),(50.2),(59.0)
Other Non Operating Income (Expenses),3.1,2.2,0.2,0.4,0.3,1.3
"EBT, Excl. Unusual Items",263.9,244.0,224.6,217.0,509.5,474.2
"EBT, Incl. Unusual Items",352.1,240.1,273.9,202.4,509.1,465.1
Income Tax Expense,130.6,(5.2),60.3,47.6,123.0,113.0
Earnings From Continuing Operations,221.5,245.3,213.6,154.8,386.1,352.1
Net Income to Company,221.5,245.3,213.6,154.8,386.1,352.1
Net Income,221.5,245.3,213.6,154.8,386.1,352.1
NI to Common Incl Extra Items,221.5,245.3,213.6,154.8,386.1,352.1
NI to Common Excl. Extra Items,221.5,245.3,213.6,154.8,386.1,352.1
Revenue Per Share,$245.31,$303.03,$383.30,$383.03,$326.25,$347.74
Basic EPS,$5.64,$6.85,$6.54,$4.90,$13.25,$12.42
Basic EPS - Continuing Ops,$5.64,$6.85,$6.54,$4.90,$13.25,$12.42
Basic Weighted Average Shares Outst.,39.3,35.8,32.7,31.6,29.1,28.4
Diluted EPS,$5.59,$6.78,$6.48,$4.86,$13.08,$12.25
Diluted EPS - Continuing Ops,$5.59,$6.78,$6.48,$4.86,$13.08,$12.25
Diluted Weighted Average Shares Outst.,39.6,36.2,33.0,31.9,29.5,28.8
Normalized Basic EPS,$4.20,$4.26,$4.30,$4.29,$10.93,$10.45
Normalized Diluted EPS,$4.16,$4.22,$4.26,$4.26,$10.78,$10.30
Dividend Per Share,,,,,$0.25,$0.50
Payout Ratio,,,,,1.79%,3.89%
EBITDA,400.1,405.9,411.8,422.6,722.7,706.8
EBITA,301.5,289.0,277.8,270.4,561.7,536.5
EBIT,299.9,287.2,275.8,268.3,559.4,531.9
EBITDAR,423.3,419.9,427.0,444.2,747.6,
Effective Tax Rate,37.1%,NM,22.0%,23.5%,24.2%,24.3%
Normalized Net Income,164.9,152.5,140.4,135.6,318.4,296.4
Interest Capitalized,,3.8,2.2,1.4,1.4,
Interest on Long-Term Debt,39.7,50.5,55.1,56.3,52.6,
