Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,901.0,918.0,1167.0,1298.0,846.0,797.0
Other Revenues,97.0,98.0,115.0,132.0,104.0,101.0
Total Revenues,998.0,1016.0,1282.0,1430.0,950.0,898.0
Cost Of Revenues,299.0,312.0,394.0,448.0,362.0,336.0
Gross Profit,699.0,704.0,888.0,982.0,588.0,562.0
Selling General & Admin Expenses,321.0,332.0,393.0,409.0,282.0,270.0
Depreciation & Amortization,73.0,75.0,99.0,109.0,98.0,97.0
Other Operating Expense/(Income),0.0,0.0,0.0,0.0,0.0,0.0
Total Operating Expenses,394.0,407.0,492.0,518.0,380.0,367.0
Operating Income,305.0,297.0,396.0,464.0,208.0,195.0
Interest Expense,(1.0),(7.0),(67.0),(104.0),(114.0),(117.0)
Interest And Investment Income,,1.0,7.0,4.0,2.0,2.0
Net Interest Expenses,(1.0),(6.0),(60.0),(100.0),(112.0),(115.0)
Other Non Operating Income (Expenses),,(25.0),,,,
"EBT, Excl. Unusual Items",304.0,266.0,336.0,364.0,96.0,80.0
"EBT, Incl. Unusual Items",294.0,243.0,223.0,207.0,(158.0),(154.0)
Income Tax Expense,118.0,13.0,61.0,50.0,(26.0),(24.0)
Earnings From Continuing Operations,176.0,230.0,162.0,157.0,(132.0),(130.0)
Net Income to Company,176.0,230.0,162.0,157.0,(132.0),(130.0)
Net Income,176.0,230.0,162.0,157.0,(132.0),(130.0)
NI to Common Incl Extra Items,176.0,230.0,162.0,157.0,(132.0),(130.0)
NI to Common Excl. Extra Items,176.0,230.0,162.0,157.0,(132.0),(130.0)
Revenue Per Share,$10.00,$10.18,$12.88,$14.82,$10.17,$9.62
Basic EPS,$1.76,$2.30,$1.63,$1.63,($1.41),($1.39)
Basic EPS - Continuing Ops,$1.76,$2.30,$1.63,$1.63,($1.41),($1.39)
Basic Weighted Average Shares Outst.,99.8,99.8,99.5,96.5,93.4,93.3
Diluted EPS,$1.76,$2.30,$1.62,$1.62,($1.42),($1.39)
Diluted EPS - Continuing Ops,$1.76,$2.30,$1.62,$1.62,($1.42),($1.39)
Diluted Weighted Average Shares Outst.,99.8,99.8,99.8,96.6,93.4,93.3
Normalized Basic EPS,$1.90,$1.67,$2.11,$2.36,$0.64,$0.54
Normalized Diluted EPS,$1.90,$1.67,$2.10,$2.36,$0.64,$0.54
Dividend Per Share,,,$0.75,$1.16,$0.56,$0.40
Payout Ratio,,,47.53%,71.34%,NM,NM
EBITDA,378.0,372.0,495.0,573.0,306.0,292.0
EBITA,323.0,317.0,427.0,502.0,245.0,232.0
EBIT,305.0,297.0,396.0,464.0,208.0,195.0
EBITDAR,382.0,377.0,503.0,579.0,311.0,
Effective Tax Rate,40.1%,5.3%,27.4%,24.2%,NM,NM
Normalized Net Income,190.0,166.3,210.0,227.5,60.0,50.0
Interest on Long-Term Debt,,,,3.0,2.0,
Foreign Sales,203.0,214.0,227.0,248.0,141.0,
