Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,0.90%,(32.85%),5.44%,4.06%,21.34%
Total Revenues,0.90%,(32.85%),5.44%,4.06%,21.34%
Cost Of Revenues,(0.52%),(31.49%),5.49%,4.10%,20.69%
Gross Profit,2.96%,(34.73%),5.37%,4.01%,22.29%
Selling General & Admin Expenses,5.47%,(47.12%),6.63%,2.54%,35.89%
Depreciation & Amortization,5.85%,(43.82%),9.44%,8.34%,38.67%
Other Operating Expense/(Income),6.17%,(26.57%),6.51%,1.05%,13.81%
Total Operating Expenses,5.85%,(37.37%),7.05%,2.79%,24.09%
Operating Income,(1.63%),(30.22%),2.80%,5.95%,19.71%
Interest Expense,-2.93%,(4.84%),(1.51%),-15.60%,-20.46%
Net Interest Expenses,-2.93%,(4.84%),(1.51%),-15.60%,-20.46%
"EBT, Excl. Unusual Items",(0.93%),(53.79%),4.76%,37.80%,84.97%
"EBT, Incl. Unusual Items",618.55%,(71.54%),16.32%,134.45%,184.03%
Income Tax Expense,29.29%,(73.37%),153.20%,61.87%,74.26%
Earnings From Continuing Operations,"4,679.43%",(71.20%),(7.27%),168.60%,244.42%
Net Income to Company,"4,679.43%",,,,
Minority Interest,(87.49%),,(354.17%),(144.62%),(75.33%)
Net Income,"3,153.05%",,,,
NI to Common Incl Extra Items,"3,153.05%",,,,
NI to Common Excl. Extra Items,"3,153.05%",(71.36%),(8.94%),169.15%,251.69%
Revenue Per Share,(0.55%),(33.11%),5.06%,3.77%,20.90%
Basic EPS,"3,183.32%",,,,
Basic EPS - Continuing Ops,"3,183.32%",(71.50%),(9.88%),170.53%,250.42%
Basic Weighted Average Shares Outst.,1.46%,0.39%,0.37%,0.30%,0.36%
Diluted EPS,"3,183.32%",,,,
Diluted EPS - Continuing Ops,"3,183.32%",(71.74%),(9.23%),167.80%,255.36%
Diluted Weighted Average Shares Outst.,1.27%,0.41%,0.46%,0.89%,0.12%
Normalized Basic EPS,(3.32%),(54.32%),3.56%,35.85%,84.55%
Normalized Diluted EPS,(2.95%),(54.14%),3.32%,34.74%,84.99%
EBITDA,0.11%,(33.57%),4.18%,6.47%,23.37%
EBITA,(1.63%),(30.22%),2.80%,5.95%,19.71%
EBIT,(1.63%),(30.22%),2.80%,5.95%,19.71%
EBITDAR,0.62%,(36.11%),4.12%,6.38%,
Effective Tax Rate,(82.01%),(6.43%),117.67%,(30.96%),(38.65%)
Normalized Net Income,(1.95%),(54.02%),3.54%,36.15%,85.22%
Interest on Long-Term Debt,,,,(0.37%),
Foreign Sales,0.00%,,,,
