Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6543.0,6516.0,6405.0,6915.0,6207.0,6248.0
Total Revenues,6543.0,6516.0,6405.0,6915.0,6207.0,6248.0
Cost Of Revenues,4721.0,4650.0,4628.0,4973.0,4533.0,4553.0
Gross Profit,1822.0,1866.0,1777.0,1942.0,1674.0,1695.0
Selling General & Admin Expenses,965.0,919.0,887.0,1099.0,1033.0,1006.0
R&D Expenses,225.0,237.0,242.0,253.0,223.0,222.0
Total Operating Expenses,1190.0,1156.0,1129.0,1352.0,1256.0,1228.0
Operating Income,632.0,710.0,648.0,590.0,418.0,467.0
Interest Expense,(170.0),(163.0),(168.0),(197.0),(218.0),(213.0)
Interest And Investment Income,4.0,3.0,5.0,5.0,8.0,10.0
Net Interest Expenses,(166.0),(160.0),(163.0),(192.0),(210.0),(203.0)
Currency Exchange Gains (Loss),(40.0),(26.0),(26.0),(23.0),(14.0),(16.0)
Other Non Operating Income (Expenses),(8.0),(8.0),(8.0),(10.0),(5.0),(23.0)
"EBT, Excl. Unusual Items",418.0,516.0,451.0,365.0,189.0,225.0
"EBT, Incl. Unusual Items",379.0,482.0,39.0,341.0,(59.0),(36.0)
Income Tax Expense,92.0,242.0,73.0,(273.0),(53.0),(37.0)
Earnings From Continuing Operations,287.0,240.0,(34.0),614.0,(6.0),1.0
Earnings Of Discontinued Operations,(13.0),(5.0),(52.0),(50.0),(72.0),(72.0)
Net Income to Company,274.0,235.0,(86.0),564.0,(78.0),(71.0)
Minority Interest,(4.0),(3.0),(2.0),,(1.0),(1.0)
Net Income,270.0,232.0,(88.0),564.0,(79.0),(72.0)
Preferred Dividend and Other Adjustments,49.0,109.0,49.0,110.0,31.0,29.0
NI to Common Incl Extra Items,221.0,123.0,(137.0),454.0,(110.0),(101.0)
NI to Common Excl. Extra Items,234.0,128.0,(85.0),504.0,(38.0),(29.0)
Revenue Per Share,$52.09,$53.45,$54.10,$56.63,$48.34,$48.47
Basic EPS,$1.76,$1.01,($1.16),$3.72,($0.86),($0.78)
Basic EPS - Continuing Ops,$1.86,$1.05,($0.72),$4.13,($0.30),($0.22)
Basic Weighted Average Shares Outst.,125.6,121.9,118.4,122.1,128.4,128.9
Diluted EPS,$1.72,$0.97,($1.16),$3.36,($0.86),($0.79)
Diluted EPS - Continuing Ops,$1.80,$1.01,($0.72),$3.71,($0.30),($0.23)
Diluted Weighted Average Shares Outst.,157.4,127.0,118.4,145.2,128.4,128.9
Normalized Basic EPS,$2.05,$2.62,$2.36,$1.87,$0.91,$1.08
Normalized Diluted EPS,$1.63,$2.52,$2.36,$1.57,$0.91,$1.08
Payout Ratio,,,,,NM,NM
EBITDA,858.0,919.0,818.0,775.0,611.0,665.0
EBITA,755.0,825.0,733.0,676.0,499.0,546.0
EBIT,632.0,710.0,648.0,590.0,418.0,467.0
EBITDAR,990.0,,966.0,947.0,768.0,
Effective Tax Rate,24.3%,50.2%,187.2%,NM,NM,NM
Normalized Net Income,257.3,319.5,279.9,228.1,117.1,139.6
Interest on Long-Term Debt,,,,1.0,6.0,
R&D Expense From Footnotes,345.0,386.0,463.0,409.0,437.0,438.0
Foreign Sales,3437.0,3292.0,3329.0,3434.0,3142.0,
