Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5550.6,6268.4,6946.1,6110.0,5758.0,6251.7
Total Revenues,5550.6,6268.4,6946.1,6110.0,5758.0,6251.7
Cost Of Revenues,4944.5,5502.0,5933.1,5444.0,5374.6,5424.2
Gross Profit,606.1,766.4,1013.0,666.0,383.4,827.5
Selling General & Admin Expenses,302.4,335.4,408.9,400.6,403.1,408.6
Other Operating Expense/(Income),(0.3),(0.2),(0.4),(0.4),(0.1),(0.1)
Total Operating Expenses,302.1,335.2,408.5,400.2,403.0,408.5
Operating Income,304.0,431.2,604.5,265.8,(19.6),419.0
Interest Expense,(191.9),(217.4),(243.2),(243.2),(292.7),(314.1)
Interest And Investment Income,3.4,1.8,1.6,1.0,0.5,0.5
Net Interest Expenses,(188.5),(215.6),(241.6),(242.2),(292.2),(313.6)
"EBT, Excl. Unusual Items",117.2,217.4,343.2,23.6,(311.8),105.4
"EBT, Incl. Unusual Items",(34.2),117.2,437.3,(36.9),"(1,020.0)",(608.0)
Income Tax Expense,(30.3),(432.3),109.4,(25.6),(50.1),38.3
Earnings From Continuing Operations,(3.9),549.5,327.9,(11.3),(969.9),(646.3)
Net Income to Company,(3.9),549.5,327.9,(11.3),(969.9),(646.3)
Net Income,(3.9),549.5,327.9,(11.3),(969.9),(646.3)
NI to Common Incl Extra Items,(3.9),549.5,327.9,(11.3),(969.9),(646.3)
NI to Common Excl. Extra Items,(3.9),549.5,327.9,(11.3),(969.9),(646.3)
Revenue Per Share,$33.60,$37.72,$41.64,$37.65,$36.47,$39.54
Basic EPS,($0.02),$3.31,$1.97,($0.07),($6.14),($4.09)
Basic EPS - Continuing Ops,($0.02),$3.31,$1.97,($0.07),($6.14),($4.09)
Basic Weighted Average Shares Outst.,165.2,166.2,166.8,162.3,157.9,158.1
Diluted EPS,($0.02),$3.26,$1.95,($0.07),($6.14),($4.09)
Diluted EPS - Continuing Ops,($0.02),$3.26,$1.95,($0.07),($6.14),($4.09)
Diluted Weighted Average Shares Outst.,165.2,168.5,168.4,162.3,157.9,158.1
Normalized Basic EPS,$0.44,$0.82,$1.29,$0.09,($1.23),$0.42
Normalized Diluted EPS,$0.44,$0.81,$1.27,$0.09,($1.23),$0.42
Dividend Per Share,$0.80,$0.80,$0.80,$0.80,$0.80,$0.80
Payout Ratio,NM,24.20%,40.74%,NM,NM,NM
EBITDA,837.5,990.1,1205.9,863.2,548.8,986.1
EBITA,399.3,522.2,705.6,368.5,99.3,537.9
EBIT,304.0,431.2,604.5,265.8,(19.6),419.0
EBITDAR,933.0,,,984.3,669.1,
Effective Tax Rate,NM,NM,25.0%,NM,NM,NM
Normalized Net Income,73.3,135.9,214.5,14.8,(194.9),65.9
Interest Capitalized,1.9,3.0,6.0,10.8,6.4,
Interest on Long-Term Debt,193.8,220.4,249.2,254.0,299.1,
R&D Expense From Footnotes,10.9,14.5,14.9,16.5,16.6,16.6
Foreign Sales,2195.4,2712.3,3001.7,2510.5,2060.8,
