Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,874.3,1117.8,1207.3,1372.1,1489.6,1489.6
Total Revenues,874.3,1117.8,1207.3,1372.1,1489.6,1489.6
Cost Of Revenues,147.1,172.3,201.1,237.3,231.8,231.8
Gross Profit,727.2,945.5,1006.2,1134.7,1257.8,1257.8
Selling General & Admin Expenses,441.7,651.5,694.6,796.9,841.2,841.2
R&D Expenses,38.0,46.0,48.4,54.4,64.3,64.3
Total Operating Expenses,479.7,697.5,743.0,851.3,905.5,905.5
Operating Income,247.4,248.0,263.2,283.4,352.4,352.4
Interest Expense,(41.4),(59.8),(62.0),(69.5),(132.0),(132.0)
Net Interest Expenses,(41.4),(59.8),(62.0),(69.5),(132.0),(132.0)
Currency Exchange Gains (Loss),(0.7),(5.8),(2.3),(4.0),28.5,28.5
Other Non Operating Income (Expenses),3.2,0.2,(2.3),0.3,3.1,3.1
"EBT, Excl. Unusual Items",208.6,182.5,192.5,210.0,240.7,240.7
"EBT, Incl. Unusual Items",211.4,200.0,173.4,199.4,219.1,219.1
Income Tax Expense,59.0,60.5,44.8,(19.4),68.4,68.4
Earnings From Continuing Operations,152.4,139.4,128.7,218.8,150.7,150.7
Net Income to Company,152.4,139.4,128.7,218.8,150.7,150.7
Net Income,152.4,139.4,128.7,218.8,150.7,150.7
Preferred Dividend and Other Adjustments,2.2,1.8,1.9,3.5,0.6,0.6
NI to Common Incl Extra Items,150.2,137.6,126.8,215.3,150.0,150.0
NI to Common Excl. Extra Items,150.2,137.6,126.8,215.3,150.0,150.0
Revenue Per Share,$18.34,$23.49,$25.18,$28.80,$32.17,$32.17
Basic EPS,$3.15,$2.89,$2.64,$4.52,$3.24,$3.24
Basic EPS - Continuing Ops,$3.15,$2.89,$2.64,$4.52,$3.24,$3.24
Basic Weighted Average Shares Outst.,47.7,47.6,48.0,47.6,46.3,46.3
Diluted EPS,$3.13,$2.83,$2.59,$4.39,$3.18,$3.18
Diluted EPS - Continuing Ops,$3.13,$2.83,$2.59,$4.39,$3.18,$3.18
Diluted Weighted Average Shares Outst.,48.0,48.7,48.9,49.0,47.1,47.1
Normalized Basic EPS,$2.73,$2.40,$2.51,$2.75,$3.25,$3.25
Normalized Diluted EPS,$2.72,$2.34,$2.46,$2.68,$3.19,$3.19
Dividend Per Share,$1.36,$1.52,$1.68,$0.90,,
Payout Ratio,43.19%,52.69%,64.16%,20.07%,,
EBITDA,369.5,410.0,450.4,515.4,581.1,581.1
EBITA,342.7,377.0,409.1,464.0,517.3,517.3
EBIT,247.4,248.0,263.2,283.4,352.4,352.4
EBITDAR,379.5,424.6,468.6,537.5,622.3,622.3
Effective Tax Rate,27.9%,30.3%,25.8%,NM,31.2%,31.2%
Normalized Net Income,130.4,114.1,120.3,131.2,150.4,150.4
Interest on Long-Term Debt,42.7,59.2,63.5,70.2,133.8,133.8
R&D Expense From Footnotes,38.0,46.0,48.4,54.4,64.3,64.3
Foreign Sales,267.0,287.0,283.2,271.8,274.3,274.3
