Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,48.6,105.4,229.7,344.9,386.0
Total Revenues,48.6,105.4,229.7,344.9,386.0
Cost Of Revenues,41.2,86.0,184.2,274.8,303.6
Gross Profit,7.4,19.4,45.5,70.1,82.4
Selling General & Admin Expenses,18.4,22.9,34.5,52.4,56.3
Total Operating Expenses,18.4,22.9,34.5,52.4,56.3
Operating Income,(11.0),(3.5),11.0,17.7,26.0
Interest Expense,(0.7),(0.4),(0.1),,(0.2)
Interest And Investment Income,,,,0.1,0.1
Net Interest Expenses,(0.7),(0.4),(0.1),0.1,(0.0)
Other Non Operating Income (Expenses),(0.7),(2.9),(18.2),0.2,0.1
"EBT, Excl. Unusual Items",(12.5),(6.8),(7.2),18.0,26.0
"EBT, Incl. Unusual Items",(12.5),(6.9),(8.6),8.7,16.7
Income Tax Expense,(0.0),(1.8),0.0,(37.8),(41.3)
Earnings From Continuing Operations,(12.5),(5.1),(8.6),46.5,58.0
Earnings Of Discontinued Operations,0.0,5.8,,,
Net Income to Company,(12.5),0.7,(8.6),46.5,58.0
Net Income,(12.5),0.7,(8.6),46.5,58.0
Preferred Dividend and Other Adjustments,1.0,0.4,,,
NI to Common Incl Extra Items,(13.5),0.2,(8.6),46.5,58.0
NI to Common Excl. Extra Items,(13.5),(5.5),(8.6),46.5,58.0
Revenue Per Share,$8.56,$19.03,$11.08,$4.02,$4.47
Basic EPS,($2.37),$0.04,($0.41),$0.54,$0.67
Basic EPS - Continuing Ops,($2.37),($1.00),($0.41),$0.54,$0.67
Basic Weighted Average Shares Outst.,5.7,5.5,20.7,85.7,86.4
Diluted EPS,($2.37),$0.04,($0.41),$0.47,$0.58
Diluted EPS - Continuing Ops,($2.37),($1.00),($0.41),$0.47,$0.58
Diluted Weighted Average Shares Outst.,5.7,5.5,20.7,99.1,99.2
Normalized Basic EPS,($1.37),($0.77),($0.22),$0.13,$0.19
Normalized Diluted EPS,($1.37),($0.77),($0.22),$0.11,$0.16
EBITDA,(9.4),(1.6),13.1,19.6,27.9
EBITA,(9.5),(2.0),12.5,18.9,27.2
EBIT,(11.0),(3.5),11.0,17.7,26.0
EBITDAR,(8.8),(0.7),14.3,20.9,
Effective Tax Rate,NM,NM,NM,NM,NM
Normalized Net Income,(7.8),(4.3),(4.5),11.2,16.3
Interest on Long-Term Debt,,0.2,0.2,0.1,
