Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,2.73%,5.58%,7.77%,(10.54%),(13.66%)
Total Revenues,2.73%,5.58%,7.77%,(10.54%),(13.66%)
Property Expenses,2.91%,3.88%,5.02%,(5.49%),(9.97%)
Selling General & Admin Exp.,(2.09%),9.97%,8.25%,(10.97%),(14.45%)
Depreciation & Amortization,3.00%,6.71%,10.99%,0.51%,(0.44%)
Total Operating Expenses,1.32%,6.32%,7.22%,(6.06%),(9.52%)
Operating Income,6.31%,3.79%,9.13%,(21.43%),(23.70%)
Total Interest Expense,(3.81%),(1.04%),(16.10%),-8.63%,-13.61%
Interest and Investment Income,0.00%,"8,800.00%",43.07%,4.32%,(2.50%)
Net Interest Expenses,(3.81%),(0.63%),(15.99%),-8.69%,-13.67%
"EBT, Excl. Unusual Items",7.34%,5.05%,6.51%,(26.73%),(27.75%)
Gain (Loss) on Sale of Assets,(69.10%),,,24.65%,35.46%
Other Unusual Items,-97.78%,"(21,630.99%)",,,(57.65%)
"EBT, Incl. Unusual Items",4.72%,(3.36%),16.45%,(32.58%),(31.19%)
Income Tax Expense,(30.89%),15.89%,,,
Earnings From Continuing Operations,6.31%,(3.92%),21.91%,(34.59%),(33.24%)
Net Income to Company,6.31%,(3.92%),21.91%,(34.59%),(33.24%)
Net Income,6.31%,(3.92%),21.91%,(34.59%),(33.24%)
Pref. Dividends and Other Adj.,0.00%,0.00%,0.00%,0.00%,0.00%
NI to Common Incl Extra Items,6.32%,(3.92%),21.94%,(34.63%),(33.28%)
NI to Common Excl. Extra Items,6.32%,(3.92%),21.94%,(34.63%),(33.28%)
Revenue Per Share,1.87%,4.62%,6.34%,(11.07%),(14.09%)
Basic EPS,5.54%,(4.78%),20.15%,(34.99%),(33.61%)
Basic EPS - Continuing Ops,5.54%,(4.78%),20.15%,(34.99%),(33.61%)
Basic Weighted Average Shares Outst.,0.82%,0.91%,1.33%,0.62%,0.50%
Diluted EPS,5.90%,(4.64%),20.45%,(35.04%),(33.58%)
Diluted EPS - Continuing Ops,5.90%,(4.64%),20.45%,(35.04%),(33.58%)
Diluted Weighted Average Shares Outst.,0.69%,0.73%,1.25%,0.58%,0.41%
Normalized Basic EPS,6.58%,3.96%,5.19%,(27.15%),(28.10%)
Normalized Diluted EPS,6.66%,4.18%,4.99%,(27.25%),(28.04%)
Dividend Per Share,9.93%,9.94%,5.21%,(34.90%),(42.01%)
Payout Ratio,(21.86%),88.84%,(28.69%),0.15%,(12.63%)
FFO,7.86%,2.74%,10.98%,(18.42%),(17.63%)
FFO Payout Ratio %,,,,(19.74%),(29.24%)
AFFO,1.52%,9.71%,6.79%,(11.47%),
Funds Available for Distribution,1.52%,9.71%,6.79%,(11.47%),
EBITDA,5.23%,4.72%,9.74%,(14.22%),(16.12%)
EBITA,6.17%,5.01%,10.91%,(18.09%),(19.99%)
EBIT,6.31%,3.79%,9.13%,(21.43%),(23.70%)
EBITDAR,5.07%,4.50%,7.41%,(9.34%),
Effective Tax Rate,(34.03%),20.06%,,,
Normalized Net Income,7.34%,5.05%,6.51%,(26.73%),(27.75%)
Interest on Long-Term Debt,3.81%,5.40%,11.29%,(1.39%),
Foreign Sales,2.31%,5.15%,(1.79%),(33.89%),
