Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,430.7,565.5,636.7,667.0,721.8,747.0
Total Interest Income,470.3,623.8,717.7,762.6,798.4,823.6
Interest On Deposits,29.1,49.7,91.5,135.6,78.6,54.3
Total Interest On Borrowings,15.9,25.1,37.6,49.0,30.0,30.0
Total Interest Expense,45.0,74.8,129.1,184.6,108.6,84.3
Net Interest Income,425.3,549.0,588.6,577.9,689.8,739.2
Service Charges On Deposits,32.9,33.6,34.0,33.8,34.8,35.8
Trust Income,12.0,11.8,12.9,13.9,13.9,14.2
Total Mortgage Banking Activities,3.5,58.9,58.1,77.0,272.3,322.4
Gain (Loss) on Sale of Assets,,,2.8,,(0.3),(0.3)
Gain (Loss) on Sale of Invest. & Securities,0.3,5.6,(2.6),0.2,3.2,5.6
Total Other Non Interest Income,21.4,21.7,23.6,25.7,28.3,30.3
Total Non Interest Income,70.0,131.6,128.7,150.5,352.3,408.0
Revenue Before Loan Losses,495.4,680.6,717.4,728.4,1042.0,1147.2
Provision For Loan Losses,24.5,28.4,22.0,21.3,106.6,79.6
Total Revenues,470.9,652.2,695.3,707.1,935.5,1067.7
Salaries And Other Employee Benefits,118.8,197.8,196.6,204.8,317.6,350.1
Occupancy Expense,11.3,39.1,36.5,16.2,19.8,21.6
Total Selling General & Admin Expenses,44.8,39.6,46.4,64.7,89.4,93.1
Total Other Non Interest Expense,53.4,77.8,73.9,77.9,108.3,115.7
Total Non Interest Expense,242.6,367.4,368.2,377.0,550.9,598.7
"EBT, Excl. Unusual Items",228.2,284.8,327.2,330.1,384.6,469.0
Asset Writedown,,,,,(1.4),(1.4)
Other Unusual Items,,,,(5.1),(10.4),(10.4)
"EBT, Incl. Unusual Items",222.7,284.8,327.2,324.4,359.7,444.1
Income Tax Expense,75.6,134.2,70.8,64.3,70.7,88.4
Earnings From Continuing Operations,147.1,150.6,256.3,260.1,289.0,355.7
Net Income to Company,147.1,150.6,256.3,260.1,289.0,355.7
Net Income,147.1,150.6,256.3,260.1,289.0,355.7
Preferred Dividend and Other Adjustments,0.3,0.2,0.5,0.6,0.7,0.7
Net Income to Common Incl Extra Items,146.8,150.3,255.9,259.5,288.3,355.0
Net Income to Common Excl. Extra Items,146.8,150.3,255.9,259.5,288.3,355.0
Revenue Per Share,$6.40,$6.69,$6.68,$6.96,$7.79,$8.42
Basic EPS,$2.00,$1.54,$2.46,$2.55,$2.40,$2.80
Basic EPS - Continuing Ops,$2.00,$1.54,$2.46,$2.55,$2.40,$2.80
Basic Weighted Average Shares Outst.,73.5,97.5,104.0,101.6,120.0,126.9
Diluted EPS,$1.99,$1.54,$2.45,$2.55,$2.40,$2.79
Diluted EPS - Continuing Ops,$1.99,$1.54,$2.45,$2.55,$2.40,$2.79
Diluted Weighted Average Shares Outst.,73.9,97.9,104.3,101.9,120.1,127.0
Normalized Basic EPS,$1.94,$1.83,$1.97,$2.03,$2.00,$2.31
Normalized Diluted EPS,$1.93,$1.82,$1.96,$2.03,$2.00,$2.31
Dividend Per Share,$1.32,$1.33,$1.36,$1.37,$1.40,$1.40
Payout Ratio,65.51%,80.59%,55.53%,53.42%,56.30%,
Effective Tax Rate,33.9%,47.1%,21.6%,19.8%,19.7%,19.9%
Normalized Net Income,142.6,178.0,204.5,206.3,240.4,293.1
Interest on Long-Term Debt,14.3,23.5,35.3,46.6,29.0,
