Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,165.4,307.7,1193.3,114.6,152.9,126.0
Total Revenues,165.4,307.7,1193.3,114.6,152.9,126.0
Cost Of Revenues,30.2,30.5,24.4,21.4,19.5,21.4
Gross Profit,135.2,277.2,1168.9,93.2,133.4,104.6
Selling General & Admin Expenses,44.3,52.4,81.4,98.7,104.7,110.1
R&D Expenses,203.8,268.5,399.5,434.6,408.7,395.3
Total Operating Expenses,248.1,320.8,481.0,533.3,513.4,505.4
Operating Income,(112.9),(43.7),687.9,(440.0),(379.9),(400.9)
Interest Expense,(42.2),(41.0),(42.8),(46.4),(37.1),(37.2)
Interest And Investment Income,2.4,4.5,37.6,46.3,18.3,11.3
Net Interest Expenses,(39.8),(36.4),(5.2),(0.0),(18.8),(25.9)
Other Non Operating Income (Expenses),,,,,,(1.6)
"EBT, Excl. Unusual Items",(152.6),(80.1),682.7,(440.1),(398.8),(428.4)
"EBT, Incl. Unusual Items",(152.6),(96.1),682.7,(440.1),(443.9),(428.4)
Income Tax Expense,0.9,0.6,1.4,0.6,0.5,0.4
Earnings From Continuing Operations,(153.5),(96.7),681.3,(440.7),(444.4),(428.8)
Net Income to Company,(153.5),(96.7),681.3,(440.7),(444.4),(428.8)
Net Income,(153.5),(96.7),681.3,(440.7),(444.4),(428.8)
NI to Common Incl Extra Items,(153.5),(96.7),681.3,(440.7),(444.4),(428.8)
NI to Common Excl. Extra Items,(153.5),(96.7),681.3,(440.7),(444.4),(428.8)
Revenue Per Share,$1.19,$1.97,$7.04,$0.65,$0.86,$0.70
Basic EPS,($1.10),($0.62),$4.02,($2.52),($2.49),($2.39)
Basic EPS - Continuing Ops,($1.10),($0.62),$4.02,($2.52),($2.49),($2.39)
Basic Weighted Average Shares Outst.,139.6,156.0,169.6,175.0,178.6,179.6
Diluted EPS,($1.10),($0.62),$3.78,($2.52),($2.49),($2.39)
Diluted EPS - Continuing Ops,($1.10),($0.62),$3.78,($2.52),($2.49),($2.39)
Diluted Weighted Average Shares Outst.,139.6,156.0,180.1,175.0,178.6,179.6
Normalized Basic EPS,($0.68),($0.32),$2.52,($1.57),($1.40),($1.49)
Normalized Diluted EPS,($0.68),($0.32),$2.37,($1.57),($1.40),($1.49)
EBITDA,(97.5),(28.9),698.8,(426.9),(365.7),(387.6)
EBITA,(112.9),(43.7),687.9,(440.0),(379.9),(400.9)
EBIT,(112.9),(43.7),687.9,(440.0),(379.9),(400.9)
EBITDAR,(94.3),(21.3),711.3,(405.8),(338.6),
Effective Tax Rate,NM,NM,0.2%,NM,NM,NM
Normalized Net Income,(95.4),(50.1),426.7,(275.0),(249.2),(267.7)
Interest on Long-Term Debt,,,21.6,21.3,6.9,
R&D Expense From Footnotes,203.8,276.3,462.0,540.0,536.9,523.5
Foreign Sales,126.3,116.9,102.5,87.5,87.9,
