Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,379.3,1292.2,1400.0,1266.2,1271.0,1260.4
Other Revenues,0.0,0.4,,,,
Total Revenues,379.4,1292.6,1400.0,1266.2,1271.0,1260.4
Cost Of Revenues,178.0,800.2,830.0,778.0,809.5,807.7
Gross Profit,201.4,492.4,570.0,488.2,461.5,452.8
Selling General & Admin Expenses,89.4,302.2,320.0,277.0,284.0,284.0
R&D Expenses,13.0,51.3,52.9,48.6,42.9,42.9
Total Operating Expenses,102.4,353.4,372.9,325.6,326.9,327.0
Operating Income,99.0,139.0,197.2,162.6,134.6,125.8
Interest Expense,(0.1),(2.0),(0.7),(0.5),(1.8),(1.7)
Interest And Investment Income,,,5.4,6.8,3.7,3.7
Net Interest Expenses,(0.1),(2.0),4.7,6.3,1.9,2.0
Currency Exchange Gains (Loss),,(1.8),(8.1),0.7,,
Other Non Operating Income (Expenses),0.9,(2.5),(0.1),0.4,2.8,8.8
"EBT, Excl. Unusual Items",99.8,132.7,193.7,169.9,139.3,136.6
"EBT, Incl. Unusual Items",85.2,51.3,22.4,114.7,97.5,104.2
Income Tax Expense,22.1,(17.4),(6.4),13.7,10.6,10.4
Earnings From Continuing Operations,63.1,68.6,28.8,101.0,86.9,93.8
Net Income to Company,63.1,68.6,28.8,101.0,86.9,93.8
Net Income,63.1,68.6,28.8,101.0,86.9,93.8
NI to Common Incl Extra Items,63.1,68.6,28.8,101.0,86.9,93.8
NI to Common Excl. Extra Items,63.1,68.6,28.8,101.0,86.9,93.8
Revenue Per Share,$23.46,$65.90,$68.65,$61.38,$60.79,$60.02
Basic EPS,$3.90,$3.50,$1.41,$4.90,$4.16,$4.47
Basic EPS - Continuing Ops,$3.90,$3.50,$1.41,$4.90,$4.16,$4.47
Basic Weighted Average Shares Outst.,16.2,19.6,20.4,20.6,20.9,21.0
Diluted EPS,$3.66,$3.29,$1.33,$4.69,$4.02,$4.33
Diluted EPS - Continuing Ops,$3.66,$3.29,$1.33,$4.69,$4.02,$4.33
Diluted Weighted Average Shares Outst.,17.3,20.9,21.6,21.5,21.6,21.6
Normalized Basic EPS,$3.86,$4.23,$5.94,$5.15,$4.17,$4.07
Normalized Diluted EPS,$3.61,$3.98,$5.60,$4.93,$4.03,$3.95
EBITDA,118.1,205.5,271.9,239.5,220.2,211.9
EBITA,101.8,154.0,213.8,180.3,157.8,125.8
EBIT,99.0,139.0,197.2,162.6,134.6,125.8
EBITDAR,118.7,,,249.8,231.8,
Effective Tax Rate,25.9%,NM,NM,11.9%,10.9%,10.0%
Normalized Net Income,62.4,82.9,121.0,106.2,87.1,85.4
Interest on Long-Term Debt,0.1,2.0,0.7,0.5,1.8,
R&D Expense From Footnotes,13.0,51.3,52.9,48.6,42.9,42.9
Foreign Sales,117.7,312.6,345.4,342.9,360.4,
