Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,23.74%,12.96%,5.86%,(17.56%),(11.21%)
Total Revenues,23.74%,12.96%,5.86%,(17.56%),(11.21%)
Cost Of Revenues,22.80%,13.98%,7.26%,(13.45%),(7.80%)
Gross Profit,29.34%,7.13%,(2.59%),(44.90%),(35.53%)
Selling General & Admin Expenses,29.72%,(0.19%),3.31%,(18.83%),(10.66%)
Total Operating Expenses,29.88%,(0.76%),0.77%,(15.59%),(7.10%)
Operating Income,28.84%,14.62%,(5.35%),(70.55%),(61.48%)
Interest Expense,-9.73%,-5.88%,(27.08%),(13.11%),(15.32%)
Interest And Investment Income,(15.38%),0.00%,(9.09%),(10.00%),(10.00%)
Net Interest Expenses,-9.00%,-6.59%,(31.76%),(15.18%),(17.54%)
Currency Exchange Gains (Loss),0.00%,(300.00%),-8.33%,,(20.00%)
Other Non Operating Income (Expenses),(5.88%),0.00%,87.50%,(66.67%),(40.00%)
"EBT, Excl. Unusual Items",38.27%,16.77%,(6.92%),(84.01%),(74.07%)
"EBT, Incl. Unusual Items",74.24%,29.82%,(61.20%),(96.52%),(26.47%)
Income Tax Expense,,(72.44%),,,
Earnings From Continuing Operations,(82.24%),279.31%,(47.05%),,
Net Income to Company,(82.24%),279.31%,(47.05%),,
Minority Interest,-61.54%,(160.00%),-46.15%,,(81.25%)
Net Income,(82.66%),284.68%,(47.07%),,
NI to Common Incl Extra Items,(83.59%),306.67%,(47.07%),,
NI to Common Excl. Extra Items,(83.59%),306.67%,(47.07%),,
Revenue Per Share,24.52%,13.04%,6.59%,(17.85%),(11.58%)
Basic EPS,(83.48%),309.00%,(46.62%),,
Basic EPS - Continuing Ops,(83.48%),309.00%,(46.62%),,
Basic Weighted Average Shares Outst.,(0.62%),(0.07%),(0.69%),0.35%,0.42%
Diluted EPS,(83.72%),309.86%,(46.39%),,
Diluted EPS - Continuing Ops,(83.72%),309.86%,(46.39%),,
Diluted Weighted Average Shares Outst.,0.07%,(0.27%),(0.96%),(0.41%),(0.29%)
Normalized Basic EPS,45.67%,14.37%,(4.73%),(77.71%),(74.53%)
Normalized Diluted EPS,43.89%,14.84%,(4.66%),(77.52%),(74.35%)
Dividend Per Share,0.00%,66.67%,0.00%,(75.00%),(75.00%)
Payout Ratio,476.44%,(56.92%),88.98%,,
EBITDA,28.59%,14.99%,3.87%,(42.34%),(35.02%)
EBITA,29.16%,13.76%,(4.19%),(68.12%),(58.60%)
EBIT,28.84%,14.62%,(5.35%),(70.55%),(61.48%)
EBITDAR,,,,(40.00%),
Effective Tax Rate,,(78.77%),,,
Normalized Net Income,44.42%,14.41%,(5.46%),(77.60%),(74.43%)
Interest on Long-Term Debt,,,,100.00%,
R&D Expense From Footnotes,12.24%,14.55%,9.92%,(11.19%),(11.19%)
Foreign Sales,27.75%,13.25%,0.46%,(18.66%),
