Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,13.27%,(0.70%),31.49%,1.33%,0.87%
Tenant Reimbursements,8.47%,1.27%,,,
Other Revenue,32.85%,5.99%,3.24%,(38.02%),(35.21%)
Total Revenues,13.84%,0.04%,12.22%,(1.44%),(1.52%)
Property Expenses,10.90%,5.56%,12.65%,(0.65%),(0.37%)
Selling General & Admin Exp.,3.93%,12.06%,17.89%,8.25%,7.23%
Depreciation & Amortization,5.38%,(11.48%),12.38%,6.24%,7.42%
Total Operating Expenses,7.54%,(2.00%),13.09%,3.29%,3.83%
Operating Income,52.76%,8.92%,8.82%,(20.65%),(23.55%)
Total Interest Expense,(18.49%),-7.70%,(27.27%),(10.04%),(11.52%)
Interest and Investment Income,(62.69%),"1,671.13%",135.39%,1.11%,0.40%
Net Interest Expenses,(18.77%),-9.51%,(24.99%),(10.40%),(11.96%)
Other Non Operating Income,"2,352.46%",(72.53%),86.98%,118.80%,10.44%
"EBT, Excl. Unusual Items",266.42%,37.82%,(9.73%),(69.00%),(83.38%)
Gain (Loss) on Sale of Assets,49.97%,(4.91%),8.68%,,
"EBT, Incl. Unusual Items",116.10%,18.21%,(50.04%),(70.58%),(86.98%)
Earnings From Continuing Operations,116.10%,18.21%,(50.04%),(70.58%),(86.98%)
Net Income to Company,116.10%,18.21%,(50.04%),(70.58%),(86.98%)
Minority Interest,(67.36%),-51.02%,-4.78%,(21.81%),(36.26%)
Net Income,141.88%,43.55%,(55.69%),(95.38%),
Pref. Dividends and Other Adj.,16.90%,(21.84%),1.80%,26.76%,85.56%
NI to Common Incl Extra Items,148.32%,45.13%,(56.44%),(99.10%),
NI to Common Excl. Extra Items,148.32%,45.13%,(56.44%),(99.10%),
Revenue Per Share,(21.20%),(1.14%),12.88%,(0.54%),(0.11%)
Basic EPS,69.36%,43.41%,(56.08%),(99.11%),
Basic EPS - Continuing Ops,69.36%,43.41%,(56.08%),(99.11%),
Basic Weighted Average Shares Outst.,44.54%,1.27%,(0.67%),(0.83%),(1.42%)
Diluted EPS,76.00%,43.18%,(56.36%),(99.07%),
Diluted EPS - Continuing Ops,76.00%,43.18%,(56.36%),(99.07%),
Diluted Weighted Average Shares Outst.,39.43%,1.18%,0.58%,(2.19%),(3.37%)
Normalized Basic EPS,,538.75%,(10.44%),,
Normalized Diluted EPS,,537.72%,(11.69%),,
Dividend Per Share,25.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,(27.48%),(31.04%),124.69%,"2,029.19%",
FFO,,,,(10.14%),(14.60%)
FFO Payout Ratio %,,,,9.58%,
AFFO,,,,(10.14%),
Funds Available for Distribution,,,,(10.14%),
EBITDA,29.32%,1.86%,14.96%,(2.26%),(5.00%)
EBITA,68.56%,10.40%,13.43%,(20.02%),(23.55%)
EBIT,52.76%,8.92%,8.82%,(20.65%),(23.55%)
EBITDAR,27.29%,3.29%,14.54%,(2.15%),
Normalized Net Income,,463.96%,(11.79%),,
Interest Capitalized,(5.77%),39.04%,9.74%,20.00%,
Interest on Long-Term Debt,15.27%,(2.69%),24.62%,11.37%,
