Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,420.0,424.3,402.3,438.7,479.9,493.2
Other Revenue,,(3.4),18.1,72.9,1.4,1.0
Total Revenues,426.1,426.3,425.7,516.0,482.9,495.3
Property Expenses,28.9,29.9,21.3,19.5,26.9,25.7
Selling General & Admin Exp.,45.0,55.0,53.0,52.4,46.6,46.1
Depreciation & Amortization,173.0,173.7,162.5,175.5,212.6,217.5
Other Operating Expenses,(12.8),(5.0),(0.3),(0.4),(0.7),(0.7)
Total Operating Expenses,234.2,253.6,236.4,247.0,285.6,288.7
Operating Income,191.9,172.7,189.3,269.1,197.3,206.6
Total Interest Expense,(118.7),(113.4),(97.5),(101.1),(104.2),(105.4)
Interest and Investment Income,,,8.8,10.8,,
Net Interest Expenses,(118.7),(113.4),(88.8),(90.3),(104.2),(105.4)
Other Non Operating Income,(3.6),,(5.3),,,
"EBT, Excl. Unusual Items",69.6,59.3,95.2,178.8,93.2,101.2
Gain (Loss) on Sale of Assets,29.6,42.7,14.6,58.9,24.2,25.6
Asset Writedown,(61.4),(61.6),(6.7),(24.1),(81.3),(47.3)
Other Unusual Items,(2.0),0.6,46.2,(26.8),(9.0),(38.2)
"EBT, Incl. Unusual Items",29.5,40.9,149.3,186.8,27.0,41.3
Income Tax Expense,0.9,0.5,0.8,11.5,0.3,0.2
Earnings From Continuing Operations,28.6,40.4,148.5,175.3,26.7,41.1
Earnings Of Discontinued Operations,68.8,36.7,(16.4),,,
Net Income to Company,97.4,77.1,132.1,175.3,26.7,41.1
Net Income,97.4,77.1,132.1,175.3,26.7,41.1
Pref. Dividends and Other Adj.,0.6,3.5,11.5,11.3,11.1,11.1
NI to Common Incl Extra Items,96.8,73.7,120.6,164.0,15.6,30.0
NI to Common Excl. Extra Items,28.0,37.0,137.0,164.0,15.6,30.0
Revenue Per Share,$4.54,$4.55,$4.93,$5.69,$4.63,$4.61
Basic EPS,$1.03,$0.79,$1.40,$1.81,$0.15,$0.28
Basic EPS - Continuing Ops,$0.30,$0.39,$1.59,$1.81,$0.15,$0.28
Basic Weighted Average Shares Outst.,93.8,93.6,86.3,90.6,104.4,107.5
Diluted EPS,$1.03,$0.79,$1.39,$1.81,$0.15,$0.27
Diluted EPS - Continuing Ops,$0.30,$0.39,$1.58,$1.81,$0.15,$0.27
Diluted Weighted Average Shares Outst.,93.8,93.6,86.5,90.9,104.5,107.6
Normalized Basic EPS,$0.46,$0.40,$0.69,$1.23,$0.56,$0.59
Normalized Diluted EPS,$0.46,$0.40,$0.69,$1.23,$0.56,$0.59
Dividend Per Share,$3.53,$3.60,$3.05,$2.50,$2.50,$2.50
Payout Ratio,332.12%,442.92%,227.62%,135.15%,"1,014.07%",680.05%
FFO,395.0,367.3,322.4,305.1,285.7,285.7
FFO Payout Ratio %,81.94%,92.34%,90.03%,74.26%,91.17%,94.17%
AFFO,413.0,398.1,346.3,341.7,309.4,
Funds Available for Distribution,413.0,398.1,346.3,341.7,309.4,
FFO Per Share (Diluted),$4.20,$3.91,$3.71,$3.34,$2.73,
FFO Shares (Diluted),93.8,93.6,86.5,90.9,104.5,
Adjusted FFO Per Share (Diluted),$4.39,$4.24,$3.99,$3.75,$2.95,
EBITDA,358.4,346.3,351.8,444.5,410.0,424.1
EBITA,219.5,172.7,189.3,298.9,232.1,241.4
EBIT,191.9,172.7,189.3,269.1,197.3,206.6
EBITDAR,359.9,347.2,352.7,446.1,411.5,
Effective Tax Rate,2.9%,1.2%,0.5%,6.2%,1.0%,0.5%
Normalized Net Income,43.5,37.0,59.5,111.7,58.2,63.2
Interest on Long-Term Debt,118.6,,144.1,99.2,101.4,
