Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.30%,7.87%,(0.92%),(10.95%),(7.96%)
Total Revenues,2.30%,7.87%,(0.92%),(10.95%),(7.96%)
Cost Of Revenues,2.62%,11.39%,0.31%,(11.92%),(8.52%)
Gross Profit,1.48%,(1.24%),(4.51%),(7.99%),(6.24%)
Selling General & Admin Expenses,0.72%,(1.16%),4.98%,(5.87%),(3.67%)
R&D Expenses,(0.42%),(4.22%),(10.57%),(1.97%),(3.88%)
Total Operating Expenses,0.59%,(1.52%),3.23%,(5.49%),(3.69%)
Operating Income,2.18%,(1.03%),(10.50%),(10.22%),(8.56%)
Interest Expense,-19.65%,(7.05%),-5.35%,-11.52%,-5.92%
Interest And Investment Income,(4.76%),35.00%,3.70%,(10.71%),(10.71%)
Net Interest Expenses,-20.22%,(5.76%),-5.88%,-11.57%,-5.60%
Currency Exchange Gains (Loss),,,,-90.48%,-90.48%
Other Non Operating Income (Expenses),,-64.52%,(177.27%),-16.39%,(26.83%)
"EBT, Excl. Unusual Items",2.87%,0.70%,(15.22%),(8.51%),(8.81%)
"EBT, Incl. Unusual Items",11.60%,7.90%,(23.31%),(11.93%),(11.56%)
Income Tax Expense,,,(33.72%),7.02%,1.72%
Earnings From Continuing Operations,45.15%,(12.96%),(21.25%),(15.10%),(13.82%)
Net Income to Company,45.15%,(12.96%),(21.25%),(15.10%),(13.82%)
Minority Interest,(5.41%),(7.69%),-11.90%,-8.11%,-7.89%
Net Income,46.25%,(13.38%),(21.48%),(15.30%),(13.99%)
NI to Common Incl Extra Items,46.25%,(13.38%),(21.48%),(15.30%),(13.99%)
NI to Common Excl. Extra Items,46.25%,(13.38%),(21.48%),(15.30%),(13.99%)
Revenue Per Share,1.44%,7.55%,(0.08%),(8.87%),(5.93%)
Basic EPS,45.09%,(13.58%),(20.85%),(13.28%),(12.10%)
Basic EPS - Continuing Ops,45.09%,(13.58%),(20.85%),(13.28%),(12.10%)
Basic Weighted Average Shares Outst.,0.86%,0.28%,(0.85%),(2.29%),(2.16%)
Diluted EPS,44.59%,(13.32%),(20.42%),(13.05%),(11.87%)
Diluted EPS - Continuing Ops,44.59%,(13.32%),(20.42%),(13.05%),(11.87%)
Diluted Weighted Average Shares Outst.,1.14%,0.00%,(1.40%),(2.56%),(2.22%)
Normalized Basic EPS,1.97%,0.24%,(14.62%),(6.46%),(6.83%)
Normalized Diluted EPS,1.66%,0.48%,(14.17%),(6.16%),(6.77%)
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,(31.66%),17.02%,25.60%,14.58%,
EBITDA,1.35%,0.17%,(6.55%),(8.54%),(6.73%)
EBITA,2.03%,(0.70%),(10.04%),(9.76%),(12.05%)
EBIT,2.18%,(1.03%),(10.50%),(10.22%),(8.56%)
EBITDAR,2.14%,0.21%,(6.98%),(8.51%),
Effective Tax Rate,,,(13.57%),21.53%,15.02%
Normalized Net Income,2.80%,0.49%,(15.32%),(8.52%),(8.84%)
Interest Capitalized,100.00%,150.00%,20.00%,0.00%,
R&D Expense From Footnotes,(0.42%),(4.22%),(10.57%),(1.97%),(3.88%)
Foreign Sales,4.93%,14.88%,(2.06%),(6.79%),
