Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,(6.43%),6.17%,95.35%,(73.96%),(84.13%)
Other Revenue,(3.39%),11.20%,92.84%,(69.42%),(80.57%)
Total Revenues,(5.51%),7.72%,94.55%,(72.53%),(83.00%)
Property Expenses,(3.39%),9.59%,94.19%,(55.08%),(65.75%)
Selling General & Admin Exp.,(28.12%),4.40%,62.55%,(14.36%),2.47%
Depreciation & Amortization,(0.15%),6.05%,116.53%,(4.39%),(5.17%)
Other Operating Expenses,,,,47.22%,(15.63%)
Total Operating Expenses,(2.44%),5.51%,100.31%,(45.16%),(53.33%)
Operating Income,(19.21%),19.57%,67.24%,,
Total Interest Expense,-14.48%,(44.57%),(101.16%),-4.03%,(3.02%)
Net Interest Expenses,-10.38%,(44.57%),(101.16%),-4.03%,(3.02%)
Other Non Operating Income,734.63%,(12.02%),(98.60%),"1,682.76%","1,086.36%"
"EBT, Excl. Unusual Items",(20.64%),7.81%,43.69%,,
Gain (Loss) on Sale of Assets,(63.44%),,,"4,064.63%",
Asset Writedown,,,,,(234.67%)
Other Unusual Items,,,,(171.19%),-100.00%
"EBT, Incl. Unusual Items",36.05%,(84.94%),699.21%,,
Income Tax Expense,,862.43%,196.90%,,
Earnings From Continuing Operations,35.56%,(86.65%),764.59%,,
Net Income to Company,35.56%,(86.65%),764.59%,,
Minority Interest,(44.96%),,,,
Net Income,35.53%,(86.59%),761.96%,,
Pref. Dividends and Other Adj.,(39.38%),7.81%,84.57%,(0.87%),(0.63%)
NI to Common Incl Extra Items,79.43%,,,,
NI to Common Excl. Extra Items,79.43%,,,,
Revenue Per Share,(2.34%),0.95%,10.72%,(72.57%),(83.02%)
Basic EPS,84.32%,,,,
Basic EPS - Continuing Ops,84.32%,,,,
Basic Weighted Average Shares Outst.,(3.21%),6.75%,75.63%,0.11%,0.12%
Diluted EPS,85.94%,,,,
Diluted EPS - Continuing Ops,85.94%,,,,
Diluted Weighted Average Shares Outst.,(3.30%),6.15%,75.97%,(0.08%),(0.09%)
Normalized Basic EPS,(17.88%),2.22%,(18.81%),,
Normalized Diluted EPS,(18.34%),2.22%,(18.96%),,
Dividend Per Share,0.00%,0.00%,0.00%,(97.37%),(96.52%)
Payout Ratio,(28.34%),636.16%,(79.30%),,
FFO,(8.09%),(39.31%),196.19%,,
FFO Payout Ratio %,10.88%,62.31%,(40.97%),,
AFFO,(8.09%),(39.31%),196.19%,,
Funds Available for Distribution,(8.09%),(39.31%),196.19%,,
EBITDA,(11.45%),13.36%,88.40%,,
EBITA,(19.21%),19.57%,67.24%,,
EBIT,(19.21%),19.57%,67.24%,,
EBITDAR,(10.39%),13.03%,90.04%,,
Effective Tax Rate,,"6,297.67%",(62.86%),(78.20%),(263.95%)
Normalized Net Income,(20.89%),8.58%,43.18%,,
Interest Capitalized,,,,259.37%,
Interest on Long-Term Debt,(15.44%),44.57%,101.16%,(4.03%),
