Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12.09%,12.59%,(3.32%),1.20%,6.98%
Total Revenues,12.09%,12.59%,(3.32%),1.20%,6.98%
Cost Of Revenues,10.96%,12.45%,(4.05%),0.50%,6.10%
Gross Profit,16.48%,13.11%,(0.62%),3.69%,10.08%
Selling General & Admin Expenses,11.88%,11.08%,(2.06%),(3.99%),(1.31%)
R&D Expenses,8.67%,9.83%,(3.32%),(0.23%),2.97%
Total Operating Expenses,11.16%,10.98%,(2.55%),(2.44%),0.21%
Operating Income,38.04%,20.05%,5.19%,20.79%,36.96%
Interest Expense,-16.67%,-31.38%,-22.99%,-13.54%,-13.24%
Interest And Investment Income,(29.32%),(13.83%),9.88%,11.24%,11.24%
Net Interest Expenses,-13.44%,-35.03%,-32.08%,-24.62%,-24.24%
Currency Exchange Gains (Loss),,,,(81.86%),(91.53%)
Other Non Operating Income (Expenses),(339.84%),-37.83%,(10.14%),-33.07%,-48.89%
"EBT, Excl. Unusual Items",26.41%,29.03%,13.48%,25.65%,43.22%
"EBT, Incl. Unusual Items",27.93%,22.21%,(23.06%),100.10%,124.95%
Income Tax Expense,44.90%,(16.99%),63.03%,3.82%,5.82%
Earnings From Continuing Operations,18.16%,49.87%,(56.71%),241.86%,309.16%
Net Income to Company,18.16%,49.87%,(56.71%),241.86%,309.16%
Minority Interest,"(2,800.00%)",,33.33%,204.17%,492.86%
Net Income,16.43%,53.17%,(56.15%),241.13%,311.22%
NI to Common Incl Extra Items,16.43%,53.17%,(56.15%),241.13%,311.22%
NI to Common Excl. Extra Items,16.43%,53.17%,(56.15%),241.13%,311.22%
Revenue Per Share,14.77%,13.59%,(0.02%),2.82%,8.23%
Basic EPS,19.02%,54.83%,(54.61%),247.24%,316.02%
Basic EPS - Continuing Ops,19.02%,54.83%,(54.61%),247.24%,316.02%
Basic Weighted Average Shares Outst.,(2.33%),(0.88%),(3.30%),(1.57%),(1.15%)
Diluted EPS,18.37%,54.31%,(54.47%),246.63%,316.62%
Diluted EPS - Continuing Ops,18.37%,54.31%,(54.47%),246.63%,316.62%
Diluted Weighted Average Shares Outst.,(1.84%),(0.62%),(3.39%),(1.82%),(1.31%)
Normalized Basic EPS,27.59%,32.90%,17.56%,29.20%,46.92%
Normalized Diluted EPS,27.10%,32.42%,17.70%,29.46%,47.15%
Dividend Per Share,7.69%,7.14%,5.00%,1.59%,0.00%
Payout Ratio,(10.08%),(30.89%),132.36%,(70.69%),(76.03%)
EBITDA,20.77%,13.43%,1.00%,13.68%,25.42%
EBITA,34.15%,19.26%,3.95%,18.34%,33.37%
EBIT,38.04%,20.05%,5.19%,20.79%,36.96%
EBITDAR,,,,13.01%,
Effective Tax Rate,13.26%,(32.08%),111.93%,(48.12%),(52.96%)
Normalized Net Income,24.73%,31.72%,13.61%,27.04%,45.22%
Interest on Long-Term Debt,,,,(14.29%),
R&D Expense From Footnotes,8.67%,9.83%,(3.32%),(0.23%),2.97%
Foreign Sales,22.45%,11.19%,(5.07%),1.74%,
