Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(10.48%),(7.51%),(0.23%),1.76%,10.31%
Total Revenues,(10.48%),(7.51%),(0.23%),1.76%,10.31%
Cost Of Revenues,5.18%,(11.15%),(7.77%),(6.82%),2.94%
Gross Profit,(28.36%),(1.42%),11.16%,12.50%,19.04%
Selling General & Admin Expenses,8.71%,(5.80%),(6.91%),(3.01%),(6.34%)
Total Operating Expenses,8.71%,(5.80%),(6.91%),(3.01%),(6.34%)
Operating Income,,-28.99%,,315.39%,635.57%
Interest Expense,(10.61%),(72.87%),(10.53%),-1.35%,(37.80%)
Interest And Investment Income,(14.95%),(16.90%),(4.60%),(36.02%),(55.15%)
Net Interest Expenses,(13.33%),(80.04%),(11.09%),-0.25%,(40.62%)
Currency Exchange Gains (Loss),(405.81%),-49.00%,-84.16%,(32.07%),
Other Non Operating Income (Expenses),61.65%,39.25%,(52.76%),46.94%,389.21%
"EBT, Excl. Unusual Items",,-5.69%,-77.27%,,
"EBT, Incl. Unusual Items",,-16.79%,-62.05%,,
Income Tax Expense,520.79%,(79.00%),(52.47%),24.31%,19.62%
Earnings From Continuing Operations,,-49.43%,-59.96%,,
Net Income to Company,,-49.43%,-59.96%,,
Net Income,,-49.43%,-59.96%,,
NI to Common Incl Extra Items,,-49.43%,-59.96%,,
NI to Common Excl. Extra Items,,-49.43%,-59.96%,,
Revenue Per Share,(11.03%),(7.91%),(0.58%),1.40%,9.79%
Basic EPS,,-49.65%,-60.20%,,
Basic EPS - Continuing Ops,,-49.65%,-60.20%,,
Basic Weighted Average Shares Outst.,0.61%,0.42%,0.32%,0.39%,0.47%
Diluted EPS,,-49.51%,-60.00%,,
Diluted EPS - Continuing Ops,,-49.51%,-60.00%,,
Diluted Weighted Average Shares Outst.,(0.19%),0.42%,0.32%,0.86%,0.95%
Normalized Basic EPS,,-5.55%,-77.47%,,
Normalized Diluted EPS,,-5.55%,-77.47%,,
Dividend Per Share,(40.13%),,,,
EBITDA,,,"1,147.57%",76.79%,147.01%
EBITA,,-33.82%,,222.53%,423.57%
EBIT,,-28.99%,,315.39%,635.57%
EBITDAR,(92.66%),132.22%,210.91%,51.93%,
Normalized Net Income,,-5.69%,-77.27%,,
R&D Expense From Footnotes,4.62%,(8.82%),(3.96%),(3.92%),(5.30%)
Foreign Sales,0.39%,(23.73%),2.91%,(2.88%),
