Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,36.08%,9.34%,6.66%,53.98%,46.57%
Other Revenue,,40.83%,13.31%,27.20%,42.83%
Total Revenues,32.09%,11.74%,8.96%,45.90%,36.27%
Property Expenses,46.60%,(73.95%),159.74%,3.74%,(5.91%)
Selling General & Admin Exp.,19.81%,38.23%,19.02%,36.56%,26.34%
Depreciation & Amortization,32.56%,6.38%,14.45%,73.49%,55.08%
Total Operating Expenses,30.87%,1.90%,22.12%,54.30%,40.14%
Operating Income,32.64%,16.08%,3.85%,42.06%,34.47%
Total Interest Expense,(10.88%),(26.18%),(6.52%),(38.22%),(25.46%)
Net Interest Expenses,(10.88%),(26.18%),(6.52%),(38.22%),(25.46%)
Other Non Operating Income,(92.34%),,-91.53%,,0.00%
"EBT, Excl. Unusual Items",46.46%,9.08%,3.26%,44.74%,51.59%
Gain (Loss) on Sale of Assets,(87.86%),"9,580.96%",(94.22%),,
Asset Writedown,,,-56.19%,-9.63%,-100.00%
Other Unusual Items,-38.24%,,,(361.51%),(361.51%)
"EBT, Incl. Unusual Items",34.14%,246.83%,(63.33%),23.96%,42.97%
Income Tax Expense,,(65.42%),,,851.26%
Earnings From Continuing Operations,28.90%,249.71%,(63.04%),14.84%,35.07%
Net Income to Company,28.90%,249.71%,(63.04%),14.84%,35.07%
Minority Interest,(62.54%),(24.01%),-4.19%,-52.13%,-46.64%
Net Income,28.77%,250.83%,(63.15%),15.15%,35.38%
Pref. Dividends and Other Adj.,152.06%,161.53%,(37.37%),(8.80%),(8.32%)
NI to Common Incl Extra Items,28.46%,251.27%,(63.24%),15.30%,35.64%
NI to Common Excl. Extra Items,28.46%,251.27%,(63.24%),15.30%,35.64%
Revenue Per Share,(1.79%),7.16%,(6.95%),17.60%,15.99%
Basic EPS,(4.16%),238.12%,(68.52%),(6.75%),15.46%
Basic EPS - Continuing Ops,(4.16%),238.12%,(68.52%),(6.75%),15.46%
Basic Weighted Average Shares Outst.,34.36%,4.42%,16.89%,23.92%,17.49%
Diluted EPS,(4.65%),236.59%,(68.48%),(6.90%),16.61%
Diluted EPS - Continuing Ops,(4.65%),236.59%,(68.48%),(6.90%),16.61%
Diluted Weighted Average Shares Outst.,34.23%,4.52%,16.94%,23.85%,17.45%
Normalized Basic EPS,8.80%,3.58%,(11.55%),17.82%,29.51%
Normalized Diluted EPS,8.64%,5.17%,(11.80%),17.55%,29.55%
Dividend Per Share,5.49%,4.17%,2.00%,5.88%,4.81%
Payout Ratio,16.18%,(68.25%),207.01%,19.81%,
FFO,61.16%,18.81%,10.39%,41.42%,42.53%
FFO Payout Ratio %,(7.17%),(6.25%),2.48%,(2.44%),
AFFO,61.16%,18.81%,10.39%,41.42%,
Funds Available for Distribution,61.16%,18.81%,10.39%,41.42%,
FFO Per Share (Diluted),20.62%,12.82%,(5.30%),14.40%,
FFO Shares (Diluted),33.61%,5.30%,16.57%,23.62%,
EBITDA,33.18%,14.22%,5.20%,49.16%,38.13%
EBITA,32.13%,15.94%,4.40%,43.98%,30.30%
EBIT,32.64%,16.08%,3.85%,42.06%,34.47%
EBITDAR,33.33%,13.94%,4.63%,48.98%,
Effective Tax Rate,,(90.01%),,,565.43%
Normalized Net Income,46.35%,8.97%,3.32%,45.49%,52.16%
Interest Capitalized,(63.79%),76.19%,165.95%,(23.02%),
Interest on Long-Term Debt,15.04%,6.56%,9.25%,46.31%,
