Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3079.7,2700.6,2702.9,3106.0,3676.9,3898.3
Total Revenues,3079.7,2700.6,2702.9,3106.0,3676.9,3898.3
Cost Of Revenues,1790.2,1579.6,1582.2,1763.8,2034.0,2153.6
Gross Profit,1289.5,1121.0,1120.7,1342.2,1642.9,1744.7
Selling General & Admin Expenses,909.0,847.3,881.7,1011.5,1122.5,1148.1
Other Operating Expense/(Income),(19.5),(20.8),,,,
Total Operating Expenses,889.5,826.5,881.7,1011.5,1122.5,1148.1
Operating Income,400.0,294.5,239.0,330.7,520.4,596.6
Interest Expense,(82.9),(87.3),(92.3),(85.7),(77.0),(69.0)
Net Interest Expenses,(82.9),(87.3),(92.3),(85.7),(77.0),(69.0)
Other Non Operating Income (Expenses),0.4,7.0,0.7,(2.6),(0.1),0.7
"EBT, Excl. Unusual Items",330.8,229.8,165.0,258.3,459.7,551.6
"EBT, Incl. Unusual Items",283.6,215.4,165.0,265.5,452.4,539.3
Income Tax Expense,86.3,43.8,49.6,74.7,102.6,119.6
Earnings From Continuing Operations,197.3,171.6,115.4,190.8,349.8,419.7
Earnings Of Discontinued Operations,(12.3),(30.9),(17.8),(1.4),,1.0
Net Income to Company,185.0,140.7,97.6,189.4,349.8,420.7
Minority Interest,5.6,10.7,2.9,0.1,(1.0),(1.1)
Net Income,190.6,151.4,100.5,189.5,348.8,419.6
NI to Common Incl Extra Items,190.6,151.4,100.5,189.5,348.8,419.6
NI to Common Excl. Extra Items,202.9,182.3,118.3,190.9,348.8,418.6
Revenue Per Share,$13.05,$12.50,$12.42,$14.25,$17.69,$18.98
Basic EPS,$0.81,$0.70,$0.46,$0.87,$1.68,$2.04
Basic EPS - Continuing Ops,$0.86,$0.84,$0.54,$0.88,$1.68,$2.04
Basic Weighted Average Shares Outst.,236.0,216.0,217.6,218.0,207.9,205.4
Diluted EPS,$0.80,$0.69,$0.46,$0.85,$1.64,$1.99
Diluted EPS - Continuing Ops,$0.85,$0.83,$0.54,$0.86,$1.64,$1.98
Diluted Weighted Average Shares Outst.,239.2,218.8,220.4,221.6,212.3,210.8
Normalized Basic EPS,$0.90,$0.71,$0.49,$0.74,$1.38,$1.67
Normalized Diluted EPS,$0.89,$0.71,$0.48,$0.73,$1.35,$1.63
EBITDA,472.4,375.2,326.1,420.4,618.4,697.9
EBITA,417.1,310.5,254.3,346.6,537.9,614.1
EBIT,400.0,294.5,239.0,330.7,520.4,596.6
EBITDAR,505.9,,,512.0,727.1,
Effective Tax Rate,30.4%,20.3%,30.1%,28.1%,22.7%,22.2%
Normalized Net Income,212.4,154.3,106.0,161.5,286.3,343.7
Interest on Long-Term Debt,,,,4.7,7.0,
R&D Expense From Footnotes,26.7,21.7,21.9,23.0,23.1,23.1
Foreign Sales,717.8,746.4,774.1,793.9,790.3,
