Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4782.9,5036.7,5390.9,5374.2,5237.4,5287.5
Total Revenues,4782.9,5036.7,5390.9,5374.2,5237.4,5287.5
Cost Of Revenues,3836.6,4078.0,4349.9,4316.4,4191.1,4229.8
Gross Profit,946.3,958.7,1041.0,1057.8,1046.3,1057.7
Selling General & Admin Expenses,487.8,518.1,526.6,522.7,531.6,548.0
R&D Expenses,22.5,21.0,23.2,23.3,22.0,22.0
Total Operating Expenses,510.3,539.1,549.8,546.0,553.6,570.0
Operating Income,436.0,419.5,491.2,511.8,492.8,487.6
Interest Expense,(54.2),(57.2),(63.1),(66.8),(75.0),(77.0)
Interest And Investment Income,2.6,4.5,5.0,5.2,3.0,3.3
Net Interest Expenses,(51.6),(52.7),(58.2),(61.6),(72.1),(73.8)
Currency Exchange Gains (Loss),,,,(0.7),(0.4),3.9
"EBT, Excl. Unusual Items",395.7,376.2,444.3,454.7,425.0,423.0
"EBT, Incl. Unusual Items",452.5,324.0,389.7,385.9,260.3,249.6
Income Tax Expense,164.6,146.6,75.0,93.3,53.0,50.3
Earnings From Continuing Operations,287.9,177.4,314.7,292.7,207.2,199.3
Net Income to Company,287.9,177.4,314.7,292.7,207.2,199.3
Minority Interest,(1.4),(2.1),(1.2),(0.9),0.2,0.0
Net Income,286.4,175.3,313.6,291.8,207.5,199.3
NI to Common Incl Extra Items,286.4,175.3,313.6,291.8,207.5,199.3
NI to Common Excl. Extra Items,286.4,175.3,313.6,291.8,207.5,199.3
Revenue Per Share,$47.31,$50.25,$53.62,$53.35,$51.89,$52.36
Basic EPS,$2.83,$1.75,$3.12,$2.90,$2.06,$1.97
Basic EPS - Continuing Ops,$2.83,$1.75,$3.12,$2.90,$2.06,$1.97
Basic Weighted Average Shares Outst.,101.1,100.2,100.5,100.7,100.9,101.0
Diluted EPS,$2.81,$1.74,$3.10,$2.88,$2.05,$1.96
Diluted EPS - Continuing Ops,$2.81,$1.74,$3.10,$2.88,$2.05,$1.96
Diluted Weighted Average Shares Outst.,101.8,100.9,101.0,101.2,101.2,101.3
Normalized Basic EPS,$2.43,$2.33,$2.75,$2.81,$2.63,$2.62
Normalized Diluted EPS,$2.42,$2.31,$2.74,$2.80,$2.63,$2.61
Dividend Per Share,$1.46,$1.54,$1.62,$1.70,$1.72,$1.74
Payout Ratio,51.10%,87.33%,51.48%,58.35%,83.21%,87.58%
EBITDA,641.2,637.1,727.5,750.9,748.1,743.7
EBITA,467.9,457.7,538.4,563.4,545.7,540.0
EBIT,436.0,419.5,491.2,511.8,492.8,487.6
EBITDAR,713.0,706.0,807.8,864.4,843.6,
Effective Tax Rate,36.4%,45.2%,19.2%,24.2%,20.4%,20.2%
Normalized Net Income,245.8,233.1,276.5,283.3,265.9,264.4
Interest on Long-Term Debt,,,,0.8,1.1,
R&D Expense From Footnotes,22.5,21.0,23.2,23.3,22.0,22.0
Foreign Sales,1670.9,1772.7,1900.6,1965.7,1826.2,
