Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,132.4,186.1,248.9,288.5,365.3,365.3
Total Revenues,132.4,186.1,248.9,288.5,365.3,365.3
Cost Of Revenues,37.0,44.6,54.7,65.5,80.6,80.6
Gross Profit,95.4,141.5,194.3,223.0,284.6,284.6
Selling General & Admin Expenses,68.3,98.2,140.2,175.4,207.4,207.4
R&D Expenses,24.4,33.3,43.2,56.1,71.2,71.2
Total Operating Expenses,92.6,131.5,183.3,231.5,278.6,278.6
Operating Income,2.7,9.9,10.9,(8.4),6.0,6.0
Interest Expense,(7.3),(13.1),(4.7),(5.0),(18.6),(18.6)
Interest And Investment Income,,,0.0,2.5,2.0,2.0
Net Interest Expenses,(7.3),(13.1),(4.7),(2.6),(16.6),(16.6)
Currency Exchange Gains (Loss),(0.6),(0.5),(1.4),(1.1),0.0,0.0
"EBT, Excl. Unusual Items",(5.2),(3.6),4.8,(12.1),(10.6),(10.6)
"EBT, Incl. Unusual Items",(5.2),(5.3),4.8,(13.1),(15.7),(15.7)
Income Tax Expense,(2.0),2.3,1.1,(4.6),(4.9),(4.9)
Earnings From Continuing Operations,(3.2),(7.6),3.7,(8.5),(10.8),(10.8)
Net Income to Company,(3.2),(7.6),3.7,(8.5),(10.8),(10.8)
Net Income,(3.2),(7.6),3.7,(8.5),(10.8),(10.8)
Preferred Dividend and Other Adjustments,23.6,21.1,0.0,,,
NI to Common Incl Extra Items,(26.8),(28.7),3.6,(8.5),(10.8),(10.8)
NI to Common Excl. Extra Items,(26.8),(28.7),3.6,(8.5),(10.8),(10.8)
Revenue Per Share,$2.88,$3.55,$2.88,$3.25,$4.04,$4.04
Basic EPS,($0.58),($0.55),$0.04,($0.10),($0.12),($0.12)
Basic EPS - Continuing Ops,($0.58),($0.55),$0.04,($0.10),($0.12),($0.12)
Basic Weighted Average Shares Outst.,45.9,52.3,86.5,88.9,90.5,90.5
Diluted EPS,($0.58),($0.55),$0.04,($0.10),($0.12),($0.12)
Diluted EPS - Continuing Ops,($0.58),($0.55),$0.04,($0.10),($0.12),($0.12)
Diluted Weighted Average Shares Outst.,45.9,52.3,90.0,88.9,90.5,90.5
Normalized Basic EPS,($0.07),($0.04),$0.03,($0.08),($0.07),($0.07)
Normalized Diluted EPS,($0.07),($0.04),$0.03,($0.08),($0.07),($0.07)
Payout Ratio,,NM,,,,
EBITDA,12.7,20.2,21.6,6.6,24.3,24.3
EBITA,11.8,18.8,19.7,1.6,18.6,18.6
EBIT,2.7,9.9,10.9,(8.4),6.0,6.0
EBITDAR,14.5,23.1,25.4,13.7,32.3,32.3
Effective Tax Rate,NM,NM,22.9%,NM,NM,NM
Normalized Net Income,(3.2),(2.2),3.0,(7.6),(6.6),(6.6)
Interest on Long-Term Debt,,,,4.7,18.3,18.3
R&D Expense From Footnotes,24.4,33.3,43.2,56.1,71.2,71.2
Foreign Sales,40.3,51.4,77.4,84.0,101.9,101.9
