Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,46.03%,76.34%,2.27%,(14.23%),(15.05%)
Total Interest Income,47.86%,77.08%,(0.49%),(15.68%),(16.49%)
Interest On Deposits,69.06%,131.86%,47.86%,(45.12%),(64.27%)
Total Interest On Borrowings,108.34%,121.08%,(17.77%),(52.29%),(56.34%)
Total Interest Expense,85.58%,126.77%,17.65%,(47.43%),(61.96%)
Net Interest Income,42.51%,67.91%,(5.01%),(5.88%),(2.70%)
Service Charges On Deposits,12.94%,56.64%,(1.61%),(9.45%),(11.06%)
Trust Income,(21.08%),166.05%,(6.23%),(8.83%),(8.09%)
Gain (Loss) on Sale of Invest. & Securities,,"(3,036.05%)",-35.99%,,(91.13%)
Total Other Non Interest Income,5.10%,51.86%,24.23%,8.05%,(5.15%)
Total Non Interest Income,(9.56%),60.74%,15.36%,13.87%,(18.05%)
Revenue Before Loan Losses,34.74%,67.19%,(3.05%),(3.61%),(4.86%)
Provision For Loan Losses,30.00%,76.92%,(0.03%),448.84%,(28.70%)
Total Revenues,34.95%,66.78%,(3.18%),(24.59%),(0.08%)
Salaries And Other Employee Benefits,19.33%,46.65%,(2.08%),2.92%,4.95%
Amort. of Goodwill & Intang. Assets,4.77%,81.78%,(18.88%),(12.41%),(11.74%)
Occupancy Expense,81.45%,57.02%,(6.09%),(7.78%),(6.91%)
Total Selling General & Admin Expenses,40.17%,135.60%,13.03%,6.35%,1.65%
Total Other Non Interest Expense,11.16%,4.88%,21.72%,28.60%,29.28%
Total Non Interest Expense,23.82%,54.10%,(0.99%),4.23%,4.49%
"EBT, Excl. Unusual Items",46.65%,78.04%,(4.87%),(47.65%),(4.84%)
Restructuring Charges,,,(64.81%),-7.55%,-7.55%
Other Unusual Items,,,"6,797.09%",,
"EBT, Incl. Unusual Items",(12.72%),212.89%,(4.64%),(52.65%),(10.69%)
Income Tax Expense,30.51%,35.29%,(5.09%),(73.52%),(20.30%)
Earnings From Continuing Operations,(33.54%),380.76%,(4.52%),(47.13%),(8.53%)
Net Income to Company,(33.54%),380.76%,(4.52%),(47.13%),(8.53%)
Net Income,(33.54%),380.76%,(4.52%),(47.13%),(8.53%)
Preferred Dividend and Other Adjustments,,298.50%,(0.56%),(0.63%),(0.63%)
Net Income to Common Incl Extra Items,(34.97%),382.57%,(4.59%),(48.01%),(8.72%)
Net Income to Common Excl. Extra Items,(34.97%),382.57%,(4.59%),(48.01%),(8.72%)
Revenue Per Share,11.76%,17.13%,5.54%,(20.03%),4.33%
Basic EPS,(45.99%),237.66%,3.96%,(44.97%),(4.69%)
Basic EPS - Continuing Ops,(45.99%),237.66%,3.96%,(44.97%),(4.69%)
Basic Weighted Average Shares Outst.,20.60%,42.40%,(8.30%),(5.64%),(4.22%)
Diluted EPS,(45.99%),236.21%,4.10%,(44.83%),(4.33%)
Diluted EPS - Continuing Ops,(45.99%),236.21%,4.10%,(44.83%),(4.33%)
Diluted Weighted Average Shares Outst.,20.49%,42.18%,(8.31%),(5.69%),(4.24%)
Normalized Basic EPS,21.77%,25.11%,3.99%,(44.38%),(0.65%)
Normalized Diluted EPS,21.30%,24.82%,3.76%,(44.47%),(0.63%)
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,90.83%,(67.65%),(2.54%),78.95%,5.02%
Effective Tax Rate,49.52%,(56.76%),(0.46%),(44.07%),(10.76%)
Normalized Net Income,46.65%,78.04%,(4.87%),(47.65%),(4.84%)
Interest on Long-Term Debt,41.35%,16.51%,(15.14%),59.63%,
