Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,191.5,452.5,853.8,967.8,987.5,1030.9
Total Revenues,191.5,452.5,853.8,967.8,987.5,1030.9
Cost Of Revenues,6.1,13.9,25.2,31.8,33.6,37.5
Gross Profit,185.4,438.6,828.6,936.0,954.0,993.4
Selling General & Admin Expenses,116.1,159.3,206.4,228.2,293.4,332.8
R&D Expenses,96.0,112.2,182.3,337.0,547.9,605.3
Total Operating Expenses,212.1,271.5,388.6,565.2,841.2,938.0
Operating Income,(26.7),167.1,440.0,370.8,112.8,55.3
Interest Expense,(33.1),(8.7),,,,
Interest And Investment Income,2.6,4.9,12.8,28.0,19.9,15.3
Net Interest Expenses,(30.5),(3.8),12.8,28.0,19.9,15.3
Currency Exchange Gains (Loss),,,,,0.9,0.9
Other Non Operating Income (Expenses),(0.2),(3.5),0.4,0.7,0.0,(0.1)
"EBT, Excl. Unusual Items",(57.4),159.8,453.2,399.4,133.5,71.5
"EBT, Incl. Unusual Items",(70.2),158.6,452.1,398.1,130.8,68.8
Income Tax Expense,,4.4,(238.0),77.1,19.1,4.0
Earnings From Continuing Operations,(70.2),154.2,690.1,321.0,111.8,64.8
Net Income to Company,(70.2),154.2,690.1,321.0,111.8,64.8
Net Income,(70.2),154.2,690.1,321.0,111.8,64.8
Preferred Dividend and Other Adjustments,,0.4,,,,
NI to Common Incl Extra Items,(70.2),153.9,690.1,321.0,111.8,64.8
NI to Common Excl. Extra Items,(70.2),153.9,690.1,321.0,111.8,64.8
Revenue Per Share,$0.76,$1.54,$2.87,$3.20,$3.20,$3.32
Basic EPS,($0.28),$0.52,$2.32,$1.06,$0.36,$0.21
Basic EPS - Continuing Ops,($0.28),$0.52,$2.32,$1.06,$0.36,$0.21
Basic Weighted Average Shares Outst.,250.5,293.6,297.9,302.6,308.3,310.0
Diluted EPS,($0.28),$0.49,$2.21,$1.02,$0.35,$0.21
Diluted EPS - Continuing Ops,($0.28),$0.49,$2.21,$1.02,$0.35,$0.21
Diluted Weighted Average Shares Outst.,250.5,312.0,312.8,315.0,318.0,319.4
Normalized Basic EPS,($0.14),$0.34,$0.95,$0.82,$0.27,$0.14
Normalized Diluted EPS,($0.14),$0.32,$0.91,$0.79,$0.26,$0.14
EBITDA,(25.7),168.3,444.9,379.1,121.9,64.6
EBITA,(26.7),167.1,440.0,370.8,112.8,55.3
EBIT,(26.7),167.1,440.0,370.8,112.8,55.3
EBITDAR,(19.6),173.2,450.7,383.0,129.6,
Effective Tax Rate,,2.7%,NM,19.4%,14.6%,5.8%
Normalized Net Income,(35.9),99.9,283.2,249.6,83.5,44.7
R&D Expense From Footnotes,96.0,112.2,182.3,337.0,547.9,605.3
Foreign Sales,,84.6,220.9,197.5,234.6,
