Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.45%,9.28%,7.66%,0.86%,0.64%
Total Revenues,7.45%,9.28%,7.66%,0.86%,0.64%
Cost Of Revenues,8.37%,9.06%,9.08%,5.17%,3.28%
Gross Profit,6.15%,9.60%,5.64%,(5.48%),(3.35%)
Selling General & Admin Expenses,19.79%,21.62%,10.43%,(28.12%),(23.20%)
Depreciation & Amortization,6.49%,8.65%,9.51%,11.11%,9.64%
Other Operating Expense/(Income),8.89%,10.06%,6.58%,1.73%,0.63%
Total Operating Expenses,10.99%,12.74%,8.18%,(4.91%),(3.99%)
Operating Income,(0.28%),4.96%,1.60%,(6.45%),(2.25%)
Interest Expense,-10.28%,-4.60%,(8.42%),(15.34%),(10.92%)
Net Interest Expenses,-10.28%,-4.60%,(8.42%),(15.34%),(10.92%)
Other Non Operating Income (Expenses),41.38%,(46.34%),413.64%,(25.66%),105.26%
"EBT, Excl. Unusual Items",3.11%,7.51%,1.03%,(13.67%),(5.42%)
"EBT, Incl. Unusual Items",2.99%,(0.64%),14.01%,(15.95%),(6.96%)
Income Tax Expense,(11.04%),(18.45%),(2.52%),(10.44%),(0.89%)
Earnings From Continuing Operations,10.22%,6.76%,19.26%,(17.38%),(8.54%)
Earnings Of Discontinued Operations,,,,,0.00%
Net Income to Company,10.09%,7.20%,18.75%,(17.27%),(8.48%)
Minority Interest,(12.20%),(5.06%),(4.81%),-2.87%,(2.91%)
Net Income,9.49%,7.82%,22.72%,(20.77%),(11.33%)
Preferred Dividend and Other Adjustments,12.50%,0.00%,44.44%,(23.08%),0.00%
NI to Common Incl Extra Items,9.48%,7.85%,22.65%,(20.76%),(11.37%)
NI to Common Excl. Extra Items,9.64%,7.28%,23.32%,(20.89%),(11.45%)
Revenue Per Share,2.18%,4.60%,7.55%,0.24%,(0.23%)
Basic EPS,4.10%,3.35%,22.38%,(21.31%),(12.13%)
Basic EPS - Continuing Ops,4.26%,2.60%,23.00%,(21.31%),(12.21%)
Basic Weighted Average Shares Outst.,5.16%,4.48%,0.10%,0.61%,0.87%
Diluted EPS,9.61%,3.13%,23.16%,(21.12%),(11.84%)
Diluted EPS - Continuing Ops,9.76%,2.74%,23.79%,(21.12%),(11.92%)
Diluted Weighted Average Shares Outst.,(0.20%),0.50%,(0.40%),0.40%,0.58%
Normalized Basic EPS,(4.58%),3.61%,(0.23%),(17.71%),(9.11%)
Normalized Diluted EPS,0.64%,7.57%,0.27%,(17.76%),(8.84%)
Dividend Per Share,4.26%,6.12%,5.77%,1.82%,0.90%
Payout Ratio,(0.26%),2.18%,(12.14%),29.95%,15.46%
EBITDA,1.14%,5.77%,3.39%,(2.24%),0.68%
EBITA,(0.14%),4.91%,2.44%,(5.77%),(1.89%)
EBIT,(0.28%),4.96%,1.60%,(6.45%),(2.25%)
EBITDAR,1.54%,3.17%,3.23%,(2.17%),
Effective Tax Rate,(13.61%),(17.92%),(14.51%),6.57%,6.52%
Normalized Net Income,0.41%,8.33%,(0.19%),(17.33%),(8.32%)
Interest Capitalized,85.00%,62.16%,38.33%,(27.71%),
Interest on Long-Term Debt,,,,(6.61%),
