Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9.38%,25.07%,10.06%,3.58%,0.00%
Total Revenues,9.38%,25.07%,10.06%,3.58%,0.00%
Cost Of Revenues,7.65%,25.11%,7.45%,1.48%,0.00%
Gross Profit,15.18%,24.95%,18.24%,9.55%,0.00%
Selling General & Admin Expenses,5.56%,24.79%,6.66%,(0.31%),0.00%
Total Operating Expenses,5.56%,24.79%,6.66%,(0.31%),0.00%
Operating Income,37.22%,25.22%,38.61%,22.90%,0.00%
Interest Expense,(42.99%),(257.74%),(31.85%),-14.19%,0.00%
Net Interest Expenses,(42.99%),(257.74%),(31.85%),-14.19%,0.00%
Other Non Operating Income (Expenses),1.44%,98.58%,272.40%,(64.73%),0.00%
"EBT, Excl. Unusual Items",36.86%,13.64%,40.40%,27.71%,0.00%
"EBT, Incl. Unusual Items",10.12%,41.22%,40.35%,27.31%,0.00%
Income Tax Expense,,,36.27%,21.16%,0.00%
Earnings From Continuing Operations,117.80%,(14.79%),41.74%,29.33%,0.00%
Net Income to Company,117.80%,(14.79%),41.74%,29.33%,0.00%
Net Income,117.80%,(14.79%),41.74%,29.33%,0.00%
NI to Common Incl Extra Items,117.80%,(14.79%),41.74%,29.33%,0.00%
NI to Common Excl. Extra Items,117.80%,(14.79%),41.74%,29.33%,0.00%
Revenue Per Share,14.52%,28.58%,13.70%,6.38%,0.00%
Basic EPS,128.24%,(12.50%),46.37%,32.82%,0.00%
Basic EPS - Continuing Ops,128.24%,(12.50%),46.37%,32.82%,0.00%
Basic Weighted Average Shares Outst.,(4.49%),(2.72%),(3.19%),(2.63%),0.00%
Diluted EPS,125.00%,(12.50%),47.09%,33.45%,0.00%
Diluted EPS - Continuing Ops,125.00%,(12.50%),47.09%,33.45%,0.00%
Diluted Weighted Average Shares Outst.,(3.42%),(2.62%),(3.47%),(3.13%),0.00%
Normalized Basic EPS,43.55%,16.83%,44.87%,31.26%,0.00%
Normalized Diluted EPS,41.63%,16.67%,45.61%,31.72%,0.00%
EBITDA,37.20%,35.49%,37.83%,22.21%,0.00%
EBITA,38.77%,32.29%,38.13%,21.73%,0.00%
EBIT,37.22%,25.22%,38.61%,22.90%,0.00%
EBITDAR,,,,17.53%,
Effective Tax Rate,,,(2.91%),(4.84%),0.00%
Normalized Net Income,36.86%,13.64%,40.40%,27.71%,0.00%
Interest on Long-Term Debt,42.99%,257.74%,31.85%,(14.19%),
