Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,441.1,454.9,634.2,997.1,1027.7,1052.7
Total Revenues,441.1,454.9,634.2,997.1,1027.7,1052.7
Cost Of Revenues,242.1,268.9,371.5,530.6,532.7,552.5
Gross Profit,199.0,185.9,262.6,466.5,495.0,500.2
Selling General & Admin Expenses,144.5,129.3,194.0,272.4,295.2,312.9
Total Operating Expenses,144.5,129.3,219.7,334.1,359.5,381.1
Operating Income,54.5,56.6,42.9,132.5,135.5,119.1
Interest Expense,(0.6),(0.6),(0.7),(0.8),(1.4),(2.1)
Interest And Investment Income,0.5,1.1,4.3,10.6,4.0,2.2
Net Interest Expenses,(0.1),0.5,3.6,9.8,2.6,0.1
Other Non Operating Income (Expenses),1.8,(0.4),(0.3),1.1,0.1,0.2
"EBT, Excl. Unusual Items",56.2,56.7,46.2,145.6,140.1,123.7
"EBT, Incl. Unusual Items",57.3,52.6,(19.1),123.7,114.0,82.0
Income Tax Expense,22.5,32.0,(3.5),42.6,27.7,21.4
Earnings From Continuing Operations,34.8,20.6,(15.7),81.1,86.3,60.6
Net Income to Company,34.8,20.6,(15.7),81.1,86.3,60.6
Net Income,34.8,20.6,(15.7),81.1,86.3,60.6
NI to Common Incl Extra Items,34.8,20.6,(15.7),81.1,86.3,60.6
NI to Common Excl. Extra Items,34.8,20.6,(15.7),81.1,86.3,60.6
Revenue Per Share,$41.57,$42.60,$41.75,$45.90,$45.41,$45.43
Basic EPS,$3.28,$1.93,($1.03),$3.73,$3.81,$2.62
Basic EPS - Continuing Ops,$3.28,$1.93,($1.03),$3.73,$3.81,$2.62
Basic Weighted Average Shares Outst.,10.6,10.7,15.2,21.7,22.6,23.2
Diluted EPS,$3.21,$1.84,($1.03),$3.67,$3.77,$2.59
Diluted EPS - Continuing Ops,$3.21,$1.84,($1.03),$3.67,$3.77,$2.59
Diluted Weighted Average Shares Outst.,10.8,11.2,15.2,22.1,22.9,23.4
Normalized Basic EPS,$3.31,$3.32,$1.90,$4.19,$3.87,$3.34
Normalized Diluted EPS,$3.24,$3.17,$1.90,$4.12,$3.83,$3.31
Dividend Per Share,,$1.00,$1.50,$2.10,$2.40,$2.40
Payout Ratio,,55.39%,NM,57.46%,64.86%,94.72%
EBITDA,72.3,75.3,94.9,231.0,237.8,230.2
EBITA,54.5,56.6,66.0,187.8,192.8,180.4
EBIT,54.5,56.6,42.9,132.5,135.5,119.1
EBITDAR,106.0,108.9,130.8,258.5,263.6,
Effective Tax Rate,39.3%,60.8%,NM,34.4%,24.3%,26.1%
Normalized Net Income,35.1,35.4,28.9,91.0,87.6,77.3
Interest on Long-Term Debt,,,0.7,0.8,1.4,
