Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15.0,161.6,451.2,788.1,1045.9,1045.4
Total Revenues,15.0,161.6,451.2,788.1,1045.9,1045.4
Cost Of Revenues,35.9,93.1,160.7,207.4,285.1,285.9
Gross Profit,(20.9),68.5,290.5,580.7,760.8,759.5
Selling General & Admin Expenses,68.1,169.9,248.9,354.1,433.3,444.5
R&D Expenses,58.4,,,,,14.9
Total Operating Expenses,126.5,169.9,248.9,354.1,433.3,459.4
Operating Income,(147.4),(101.4),41.6,226.6,327.5,300.1
Interest Expense,,(19.5),(30.5),(32.0),(32.8),(31.0)
Interest And Investment Income,9.8,8.3,15.5,19.2,12.6,9.3
Net Interest Expenses,9.8,(11.2),(15.0),(12.8),(20.2),(21.7)
"EBT, Excl. Unusual Items",(137.6),(112.5),26.6,213.8,307.3,278.4
"EBT, Incl. Unusual Items",(141.1),(142.5),21.8,46.5,106.7,95.0
Income Tax Expense,,,0.7,9.5,(300.6),(307.0)
Earnings From Continuing Operations,(141.1),(142.5),21.1,37.0,407.3,402.0
Net Income to Company,(141.1),(142.5),21.1,37.0,407.3,402.0
Net Income,(141.1),(142.5),21.1,37.0,407.3,402.0
NI to Common Incl Extra Items,(141.1),(142.5),21.1,37.0,407.3,402.0
NI to Common Excl. Extra Items,(141.1),(142.5),21.1,37.0,407.3,402.0
Revenue Per Share,$0.17,$1.83,$5.00,$8.60,$11.23,$11.18
Basic EPS,($1.63),($1.62),$0.23,$0.40,$4.37,$4.30
Basic EPS - Continuing Ops,($1.63),($1.62),$0.23,$0.40,$4.37,$4.30
Basic Weighted Average Shares Outst.,86.7,88.1,90.2,91.6,93.1,93.5
Diluted EPS,($1.63),($1.62),$0.22,$0.39,$4.16,$4.09
Diluted EPS - Continuing Ops,($1.63),($1.62),$0.22,$0.39,$4.16,$4.09
Diluted Weighted Average Shares Outst.,86.7,88.1,95.4,95.7,97.8,98.1
Normalized Basic EPS,($0.99),($0.80),$0.18,$1.46,$2.06,$1.86
Normalized Diluted EPS,($0.99),($0.80),$0.17,$1.40,$1.96,$1.77
EBITDA,(145.9),(99.0),45.6,234.0,336.1,309.1
EBITA,(147.4),(101.4),41.6,226.6,327.5,300.1
EBIT,(147.4),(101.4),41.6,226.6,327.5,300.1
EBITDAR,(139.9),,,242.1,346.2,
Effective Tax Rate,,,3.2%,20.4%,NM,NM
Normalized Net Income,(86.0),(70.3),16.6,133.6,192.1,174.0
R&D Expense From Footnotes,94.3,121.8,160.6,354.3,439.5,454.4
