Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18557.6,20467.0,21148.5,19810.3,17045.5,17045.5
Total Revenues,18557.6,20467.0,21148.5,19810.3,17045.5,17045.5
Cost Of Revenues,16378.9,18101.6,18765.1,17899.0,15809.7,15809.7
Gross Profit,2178.7,2365.4,2383.4,1911.3,1235.8,1235.8
Selling General & Admin Expenses,633.8,618.7,588.1,576.7,581.5,581.5
Other Operating Expense/(Income),29.5,23.9,27.6,9.3,(5.0),(5.0)
Total Operating Expenses,716.3,690.2,667.1,648.3,642.4,642.4
Operating Income,1462.4,1675.2,1716.3,1263.0,593.4,593.4
Interest Expense,(82.5),(85.7),(84.1),(92.0),(99.6),(99.6)
Net Interest Expenses,(82.5),(85.7),(84.1),(92.0),(99.6),(99.6)
Currency Exchange Gains (Loss),(7.6),(5.1),(14.4),(20.6),(19.9),(19.9)
"EBT, Excl. Unusual Items",1444.7,1636.1,1638.0,1173.6,502.4,502.4
"EBT, Incl. Unusual Items",1410.7,1578.4,1558.6,976.8,327.8,327.8
Income Tax Expense,370.2,197.5,311.9,146.1,93.9,93.9
Earnings From Continuing Operations,1040.5,1380.9,1246.7,830.7,233.9,233.9
Net Income to Company,1040.5,1380.9,1246.7,830.7,233.9,233.9
Minority Interest,(65.4),(67.5),(96.9),(77.1),(75.4),(75.4)
Net Income,975.1,1313.4,1149.8,753.6,158.5,158.5
Preferred Dividend and Other Adjustments,,25.5,10.4,(35.9),,
NI to Common Incl Extra Items,975.1,1287.9,1139.4,789.5,158.5,158.5
NI to Common Excl. Extra Items,975.1,1287.9,1139.4,789.5,158.5,158.5
Revenue Per Share,$256.51,$298.60,$322.03,$321.09,$282.89,$282.89
Basic EPS,$13.48,$18.79,$17.35,$12.80,$2.63,$2.63
Basic EPS - Continuing Ops,$13.48,$18.79,$17.35,$12.80,$2.63,$2.63
Basic Weighted Average Shares Outst.,72.3,68.5,65.7,61.7,60.3,60.3
Diluted EPS,$13.33,$18.59,$17.22,$12.75,$2.62,$2.62
Diluted EPS - Continuing Ops,$13.33,$18.59,$17.22,$12.75,$2.62,$2.62
Diluted Weighted Average Shares Outst.,73.1,69.3,66.2,61.9,60.4,60.4
Normalized Basic EPS,$11.58,$13.93,$14.11,$10.64,$3.96,$3.96
Normalized Diluted EPS,$11.45,$13.79,$14.01,$10.60,$3.95,$3.95
Dividend Per Share,$1.20,$2.00,$2.80,$3.00,$1.02,$1.02
Payout Ratio,9.11%,10.48%,16.20%,24.72%,42.46%,42.46%
EBITDA,1840.6,2102.9,2200.7,1772.9,1133.3,1133.3
EBITA,1515.4,1722.8,1767.7,1325.3,659.3,659.3
EBIT,1462.4,1675.2,1716.3,1263.0,593.4,593.4
EBITDAR,1967.0,2247.6,2364.5,1937.0,1305.3,1305.3
Effective Tax Rate,26.2%,12.5%,20.0%,15.0%,28.6%,28.6%
Normalized Net Income,837.5,955.1,926.9,656.4,238.6,238.6
R&D Expense From Footnotes,143.7,147.9,156.2,605.0,589.0,589.0
Foreign Sales,14371.6,16511.9,17430.8,16151.8,13446.4,13446.4
