Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,2601.1,2647.3,2593.1,2480.8,2511.3,2515.0
Total Interest And Dividend Income,1325.2,1551.3,1306.2,1362.9,1222.5,1391.1
Gain (Loss) on Sale of Investments,8.3,50.3,352.1,28.2,(36.2),76.5
Other Revenues,50.5,48.3,62.1,143.9,123.5,127.3
Total Revenues,3985.1,4297.2,4313.5,4015.8,3821.1,4109.9
Policy Benefits,2390.5,2602.7,2278.6,2417.0,2157.9,2126.2
Amort. of Goodwill and Intangibles,253.3,239.3,264.3,232.1,268.1,317.6
Other Operating Expenses,796.3,841.5,814.2,917.0,942.0,961.3
Total Operating Expenses,3515.5,3683.5,4424.7,3566.1,3368.0,3405.1
Operating Income,469.6,613.7,(111.2),449.7,453.1,704.8
"Interest Expense, Total",(116.4),(123.7),(149.8),(152.3),(108.8),(99.5)
"EBT, Excl. Unusual Items",353.2,490.0,(261.0),297.4,344.3,605.3
Other Unusual Items,,(9.5),(3.8),(23.2),,
"EBT, Incl. Unusual Items",353.2,480.5,(264.8),274.2,344.3,605.3
Income Tax Expense,(5.0),304.9,50.2,(135.2),42.5,134.9
Earnings From Continuing Operations,358.2,175.6,(315.0),409.4,301.8,470.4
Net Income to Company,358.2,175.6,(315.0),409.4,301.8,470.4
Net Income,358.2,175.6,(315.0),409.4,301.8,470.4
NI to Common Incl Extra Items,358.2,175.6,(315.0),409.4,301.8,470.4
NI to Common Excl. Extra Items,358.2,175.6,(315.0),409.4,301.8,470.4
Revenue Per Share,$22.56,$25.27,$26.07,$25.74,$26.89,$29.53
Basic EPS,$2.03,$1.03,($1.90),$2.62,$2.12,$3.38
Basic EPS - Continuing Ops,$2.03,$1.03,($1.90),$2.62,$2.12,$3.38
Basic Weighted Average Shares Outst.,176.6,170.0,165.5,156.0,142.1,139.2
Diluted EPS,$2.01,$1.02,($1.90),$2.61,$2.11,$3.35
Diluted EPS - Continuing Ops,$2.01,$1.02,($1.90),$2.61,$2.11,$3.35
Diluted Weighted Average Shares Outst.,178.3,172.1,165.5,157.1,143.2,140.9
Normalized Basic EPS,$1.25,$1.80,($0.99),$1.19,$1.51,$2.72
Normalized Diluted EPS,$1.24,$1.78,($0.99),$1.18,$1.50,$2.69
Dividend Per Share,$0.31,$0.35,$0.39,$0.43,$0.47,$0.48
Payout Ratio,15.30%,33.94%,NM,16.39%,22.20%,
EBITDA,744.6,879.1,181.0,717.6,757.0,1025.1
EBITA,722.9,853.0,153.1,681.8,721.2,704.8
EBIT,469.6,613.7,(111.2),449.7,453.1,704.8
EBITDAR,801.4,940.5,248.0,784.6,831.9,
Effective Tax Rate,NM,63.5%,NM,NM,12.3%,22.3%
Normalized Net Income,220.8,306.3,(163.1),185.9,215.2,378.3
Interest on Long-Term Debt,63.3,73.5,89.9,99.8,76.4,
