Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1795.0,1794.0,1710.0,1764.0,526.0,270.0
Other Revenue,952.0,1037.0,1020.0,1066.0,304.0,126.0
Total Revenues,2747.0,2831.0,2730.0,2830.0,830.0,396.0
Property Expenses,1848.0,1921.0,1862.0,1928.0,998.0,695.0
Selling General & Admin Exp.,127.0,123.0,118.0,114.0,76.0,78.0
Depreciation & Amortization,300.0,288.0,277.0,264.0,298.0,297.0
Other Operating Expenses,19.0,63.0,73.0,78.0,36.0,22.0
Total Operating Expenses,2294.0,2395.0,2330.0,2384.0,1408.0,1092.0
Operating Income,453.0,436.0,400.0,446.0,(578.0),(696.0)
Total Interest Expense,(200.0),(124.0),(127.0),(140.0),(213.0),(236.0)
Interest and Investment Income,2.0,2.0,6.0,6.0,2.0,1.0
Net Interest Expenses,(198.0),(122.0),(121.0),(134.0),(211.0),(235.0)
Other Non Operating Income,(6.0),,(8.0),(11.0),(3.0),(1.0)
"EBT, Excl. Unusual Items",252.0,310.0,271.0,301.0,(792.0),(935.0)
Impairment of Goodwill,,,,,(607.0),(607.0)
Gain (Loss) on Sale of Assets,1.0,1.0,96.0,31.0,62.0,0.0
Asset Writedown,(15.0),,,,(90.0),604.0
Other Unusual Items,,(26.0),(22.0),(10.0),(14.0),(14.0)
"EBT, Incl. Unusual Items",221.0,285.0,500.0,351.0,"(1,450.0)",(961.0)
Income Tax Expense,82.0,"(2,346.0)",23.0,35.0,(6.0),(15.0)
Earnings From Continuing Operations,139.0,2631.0,477.0,316.0,"(1,444.0)",(946.0)
Net Income to Company,139.0,2631.0,477.0,316.0,"(1,444.0)",(946.0)
Minority Interest,(6.0),(6.0),(5.0),(10.0),4.0,4.0
Net Income,133.0,2625.0,472.0,306.0,"(1,440.0)",(942.0)
Pref. Dividends and Other Adj.,,8.0,2.0,1.0,,
NI to Common Incl Extra Items,133.0,2617.0,470.0,305.0,"(1,440.0)",(942.0)
NI to Common Excl. Extra Items,133.0,2617.0,470.0,305.0,"(1,440.0)",(942.0)
Revenue Per Share,$13.87,$13.42,$13.45,$13.35,$3.52,$1.68
Basic EPS,$0.67,$12.40,$2.32,$1.44,($6.10),($4.00)
Basic EPS - Continuing Ops,$0.67,$12.40,$2.32,$1.44,($6.10),($4.00)
Basic Weighted Average Shares Outst.,198.0,211.0,203.0,212.0,236.0,235.3
Diluted EPS,$0.67,$12.21,$2.31,$1.44,($6.11),($4.02)
Diluted EPS - Continuing Ops,$0.67,$12.21,$2.31,$1.44,($6.11),($4.02)
Diluted Weighted Average Shares Outst.,198.0,214.0,204.0,213.0,236.0,235.3
Normalized Basic EPS,$0.77,$0.89,$0.81,$0.84,($2.08),($2.47)
Normalized Diluted EPS,$0.77,$0.88,$0.81,$0.84,($2.08),($2.47)
Dividend Per Share,,$1.84,$1.99,$1.90,$0.45,$0.00
Payout Ratio,135.34%,14.70%,79.24%,112.42%,NM,
FFO,476.0,,,520.0,(500.0),(500.0)
FFO Payout Ratio %,37.82%,,,66.15%,NM,
AFFO,522.0,,,613.0,(389.0),
Funds Available for Distribution,522.0,,,613.0,(389.0),
FFO Per Share (Diluted),$2.41,,,$2.44,($2.12),
FFO Shares (Diluted),198.0,214.0,204.0,213.0,236.0,
Adjusted FFO Per Share (Diluted),$2.64,,,$2.88,($1.65),
EBITDA,753.0,724.0,677.0,710.0,(280.0),(398.5)
EBITA,453.0,436.0,400.0,446.0,(578.0),(696.0)
EBIT,453.0,436.0,400.0,446.0,(578.0),(696.0)
EBITDAR,799.0,,,753.0,(248.0),
Effective Tax Rate,37.1%,NM,4.6%,10.0%,NM,NM
Normalized Net Income,151.5,187.8,164.4,178.1,(491.0),(580.4)
Interest on Long-Term Debt,182.0,,,135.0,202.0,
Foreign Sales,147.0,173.0,61.0,40.0,3.0,
