Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12.86%,18.66%,(4.86%),(19.70%),(14.28%)
Total Revenues,12.86%,18.66%,(4.86%),(19.70%),(14.28%)
Cost Of Revenues,15.36%,19.03%,(7.37%),(21.53%),(16.10%)
Gross Profit,7.09%,17.72%,1.46%,(15.50%),(10.25%)
Selling General & Admin Expenses,6.07%,9.52%,0.30%,(10.16%),(9.96%)
Depreciation & Amortization,(1.62%),(1.47%),1.91%,3.65%,2.20%
Total Operating Expenses,5.22%,8.39%,0.45%,(8.85%),(8.79%)
Operating Income,13.59%,47.80%,3.85%,(30.72%),(13.72%)
Interest Expense,-12.65%,(16.64%),-1.39%,-26.00%,-20.59%
Net Interest Expenses,-12.65%,(16.64%),-1.39%,-26.00%,-20.59%
Currency Exchange Gains (Loss),,,,-43.90%,-43.90%
Other Non Operating Income (Expenses),"1,675.00%",(88.73%),800.00%,,
"EBT, Excl. Unusual Items",17.98%,51.40%,4.54%,(31.65%),(13.52%)
"EBT, Incl. Unusual Items",36.02%,45.70%,9.25%,(48.54%),(0.37%)
Income Tax Expense,,,6.90%,(52.60%),(1.73%)
Earnings From Continuing Operations,100.91%,3.35%,10.02%,(47.26%),0.05%
Net Income to Company,100.91%,3.35%,10.02%,(47.26%),0.05%
Minority Interest,(58.33%),(6.58%),-43.21%,-28.26%,-20.93%
Net Income,101.58%,3.31%,10.70%,(47.38%),0.21%
NI to Common Incl Extra Items,101.58%,3.31%,10.70%,(47.38%),0.21%
NI to Common Excl. Extra Items,101.58%,3.31%,10.70%,(47.38%),0.21%
Revenue Per Share,12.10%,20.69%,1.87%,(16.51%),(10.20%)
Basic EPS,100.00%,5.08%,18.51%,(45.30%),4.98%
Basic EPS - Continuing Ops,100.00%,5.08%,18.51%,(45.30%),4.98%
Basic Weighted Average Shares Outst.,0.67%,(1.69%),(6.61%),(3.82%),(4.55%)
Diluted EPS,100.48%,4.92%,18.17%,(45.26%),4.88%
Diluted EPS - Continuing Ops,100.48%,4.92%,18.17%,(45.26%),4.88%
Diluted Weighted Average Shares Outst.,0.57%,(1.49%),(6.33%),(3.82%),(4.52%)
Normalized Basic EPS,16.49%,54.95%,12.76%,(28.99%),(9.34%)
Normalized Diluted EPS,16.78%,54.76%,12.32%,(28.94%),(9.37%)
Dividend Per Share,9.09%,11.11%,10.00%,13.64%,12.64%
Payout Ratio,(45.62%),6.55%,(5.94%),106.12%,6.69%
EBITDA,9.38%,35.55%,3.50%,(24.60%),(10.76%)
EBITA,11.88%,43.72%,3.41%,(29.80%),(13.64%)
EBIT,13.59%,47.80%,3.85%,(30.72%),(13.72%)
EBITDAR,8.43%,33.15%,3.40%,(23.20%),
Effective Tax Rate,,,(2.17%),(7.89%),(1.36%)
Normalized Net Income,17.35%,52.35%,5.24%,(31.68%),(13.46%)
Foreign Sales,17.10%,,,,
