Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3550.0,3885.3,4227.4,4762.1,6129.3,6201.4
Total Revenues,3550.0,3885.3,4227.4,4762.1,6129.3,6201.4
Cost Of Revenues,2869.8,3146.4,3440.3,3885.9,5075.5,5070.9
Gross Profit,680.3,738.9,787.1,876.2,1053.8,1130.5
Selling General & Admin Expenses,361.8,390.4,416.9,490.3,572.4,583.0
Total Operating Expenses,361.8,390.4,416.9,490.3,572.4,583.0
Operating Income,318.5,348.5,370.2,385.9,481.5,547.5
Interest And Investment Income,0.2,0.6,1.6,2.7,1.6,1.2
Net Interest Expenses,0.2,0.6,1.6,2.7,1.6,1.2
Other Non Operating Income (Expenses),(8.1),(2.3),(11.8),(7.2),(23.1),(17.8)
"EBT, Excl. Unusual Items",318.0,355.7,373.3,390.8,471.1,545.3
"EBT, Incl. Unusual Items",314.2,355.7,273.5,322.3,324.1,484.6
Income Tax Expense,107.6,179.0,63.0,67.4,74.6,103.1
Earnings From Continuing Operations,206.6,176.7,210.5,254.9,249.5,381.5
Net Income to Company,206.6,176.7,210.5,254.9,249.5,381.5
Minority Interest,(153.9),(85.4),(4.1),(0.3),(6.1),(8.6)
Net Income,52.6,91.2,206.4,254.7,243.4,372.9
NI to Common Incl Extra Items,52.6,91.2,206.4,254.7,243.4,372.9
NI to Common Excl. Extra Items,52.6,91.2,206.4,254.7,243.4,372.9
Revenue Per Share,$114.21,$62.60,$37.83,$44.51,$47.96,$47.87
Basic EPS,$1.69,$1.47,$1.85,$2.38,$1.90,$2.88
Basic EPS - Continuing Ops,$1.69,$1.47,$1.85,$2.38,$1.90,$2.88
Basic Weighted Average Shares Outst.,31.1,62.1,111.7,107.0,127.8,129.6
Diluted EPS,$1.69,$1.47,$1.83,$2.35,$1.88,$2.84
Diluted EPS - Continuing Ops,$1.69,$1.47,$1.83,$2.35,$1.88,$2.84
Diluted Weighted Average Shares Outst.,31.1,62.1,115.1,108.3,129.2,131.5
Normalized Basic EPS,$1.44,$2.21,$2.05,$2.28,$2.26,$2.56
Normalized Diluted EPS,$1.44,$2.21,$1.99,$2.25,$2.23,$2.53
EBITDA,322.5,352.4,396.5,417.3,518.8,585.9
EBITA,319.5,349.6,370.2,385.9,481.5,547.5
EBIT,318.5,348.5,370.2,385.9,481.5,547.5
EBITDAR,327.8,,,426.4,533.6,
Effective Tax Rate,34.3%,50.3%,23.0%,20.9%,23.0%,21.3%
Normalized Net Income,44.8,136.9,229.2,244.0,288.4,332.2
Interest Capitalized,88.3,82.7,88.0,113.3,164.1,
