Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,11.16%,10.84%,6.92%,(4.90%),(6.87%)
Total Interest Income,10.02%,9.21%,6.77%,(6.98%),(9.62%)
Interest On Deposits,76.58%,84.23%,66.19%,(51.79%),(65.80%)
Total Interest On Borrowings,(12.47%),(6.38%),(6.04%),(19.58%),(20.60%)
Total Interest Expense,15.46%,37.08%,40.52%,(44.13%),(55.25%)
Net Interest Income,9.50%,6.37%,2.34%,(0.28%),(1.59%)
Service Charges On Deposits,(3.21%),(11.55%),4.38%,(17.17%),(21.80%)
Trust Income,(1.67%),(3.42%),0.81%,(1.76%),(1.28%)
Total Mortgage Banking Activities,(34.91%),(34.84%),62.21%,59.07%,35.22%
Gain (Loss) on Sale of Invest. & Securities,70.12%,,(96.70%),,
Total Other Non Interest Income,(3.84%),9.17%,8.28%,(11.17%),(17.97%)
Total Non Interest Income,(4.06%),(8.90%),6.31%,2.81%,(3.04%)
Revenue Before Loan Losses,5.21%,1.96%,3.36%,0.54%,(1.98%)
Provision For Loan Losses,255.79%,(20.56%),19.18%,636.25%,50.00%
Total Revenues,3.24%,2.57%,3.03%,(14.84%),(5.78%)
Salaries And Other Employee Benefits,10.89%,4.47%,(4.58%),(3.80%),(2.83%)
Occupancy Expense,7.55%,6.78%,(26.98%),(0.20%),(4.77%)
Total Selling General & Admin Expenses,(2.17%),5.04%,23.55%,12.56%,15.12%
Total Other Non Interest Expense,(13.60%),1.15%,6.48%,(12.08%),(17.72%)
Total Non Interest Expense,3.23%,3.90%,(0.63%),(0.85%),(1.04%)
"EBT, Excl. Unusual Items",3.26%,0.81%,8.07%,(32.53%),(12.48%)
Asset Writedown,,,,"(1,850.00%)",-48.15%
"EBT, Incl. Unusual Items",3.26%,0.81%,5.77%,(33.83%),(11.61%)
Income Tax Expense,6.73%,(39.29%),18.35%,(41.05%),(12.72%)
Earnings From Continuing Operations,1.77%,18.91%,2.87%,(31.92%),(11.32%)
Net Income to Company,1.77%,18.91%,2.87%,(31.92%),(11.32%)
Net Income,1.77%,18.91%,2.87%,(31.92%),(11.32%)
Net Income to Common Incl Extra Items,1.77%,18.91%,2.87%,(31.92%),(11.32%)
Net Income to Common Excl. Extra Items,1.77%,18.91%,2.87%,(31.92%),(11.32%)
Revenue Per Share,4.15%,3.96%,6.40%,(13.40%),(5.05%)
Basic EPS,2.53%,20.47%,6.35%,(30.74%),(10.63%)
Basic EPS - Continuing Ops,2.53%,20.47%,6.35%,(30.74%),(10.63%)
Basic Weighted Average Shares Outst.,(0.85%),(1.34%),(3.19%),(1.63%),(0.77%)
Diluted EPS,2.36%,20.79%,6.31%,(30.58%),(10.24%)
Diluted EPS - Continuing Ops,2.36%,20.79%,6.31%,(30.58%),(10.24%)
Diluted Weighted Average Shares Outst.,(0.64%),(1.43%),(3.21%),(1.86%),(0.98%)
Normalized Basic EPS,4.28%,2.24%,11.59%,(31.42%),(11.80%)
Normalized Diluted EPS,4.03%,2.32%,11.69%,(31.25%),(11.61%)
Dividend Per Share,7.94%,14.71%,10.68%,3.47%,1.52%
Payout Ratio,5.43%,(4.87%),4.10%,49.61%,13.77%
Effective Tax Rate,3.35%,(39.78%),11.91%,(10.90%),(1.25%)
Normalized Net Income,3.26%,0.81%,8.07%,(32.53%),(12.48%)
Interest on Long-Term Debt,4.44%,(23.40%),(14.60%),(41.61%),
