Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.87%,4.71%,4.92%,5.97%,6.92%
Total Revenues,2.87%,4.71%,4.92%,5.97%,6.92%
Cost Of Revenues,2.83%,4.58%,5.46%,6.05%,6.43%
Gross Profit,3.00%,5.12%,3.28%,5.69%,8.47%
Selling General & Admin Expenses,3.62%,6.16%,5.41%,4.05%,2.67%
Depreciation & Amortization,12.91%,(0.14%),12.31%,6.14%,6.14%
Total Operating Expenses,3.80%,5.98%,5.57%,4.10%,2.32%
Operating Income,1.41%,3.38%,(1.52%),9.27%,23.11%
Interest Expense,(71.37%),-56.94%,(47.15%),-69.27%,-86.73%
Net Interest Expenses,(71.37%),-56.94%,(47.15%),-69.27%,-86.73%
Currency Exchange Gains (Loss),(170.92%),,,-9.26%,
"EBT, Excl. Unusual Items",1.64%,6.28%,(1.76%),10.18%,23.85%
"EBT, Incl. Unusual Items",1.64%,6.28%,(1.76%),10.18%,23.85%
Income Tax Expense,(14.83%),(19.29%),(7.88%),14.23%,29.89%
Earnings From Continuing Operations,9.03%,15.25%,(0.25%),9.26%,22.49%
Net Income to Company,9.03%,15.25%,(0.25%),9.26%,22.49%
Minority Interest,-7.72%,(9.23%),-7.04%,(7.56%),(25.81%)
Net Income,13.90%,16.67%,1.24%,9.61%,21.85%
Preferred Dividend and Other Adjustments,17.72%,13.55%,3.13%,13.36%,9.09%
NI to Common Incl Extra Items,13.56%,16.96%,1.07%,9.27%,23.08%
NI to Common Excl. Extra Items,13.56%,16.96%,1.07%,9.27%,23.08%
Revenue Per Share,2.11%,0.15%,3.94%,4.68%,5.86%
Basic EPS,12.64%,11.91%,0.15%,7.94%,21.86%
Basic EPS - Continuing Ops,12.64%,11.91%,0.15%,7.94%,21.86%
Basic Weighted Average Shares Outst.,0.74%,4.55%,0.95%,1.23%,1.00%
Diluted EPS,12.73%,11.73%,0.22%,7.85%,21.46%
Diluted EPS - Continuing Ops,12.73%,11.73%,0.22%,7.85%,21.46%
Diluted Weighted Average Shares Outst.,0.75%,4.60%,0.88%,1.37%,1.14%
Normalized Basic EPS,3.89%,0.87%,(1.01%),9.53%,22.10%
Normalized Diluted EPS,3.98%,0.71%,(1.10%),9.49%,21.94%
Dividend Per Share,27.78%,21.74%,14.29%,8.20%,10.94%
Payout Ratio,12.94%,9.25%,13.97%,0.42%,(7.68%)
EBITDA,1.87%,3.20%,(0.80%),9.04%,21.72%
EBITA,1.40%,3.35%,(1.40%),9.19%,22.80%
EBIT,1.41%,3.38%,(1.52%),9.27%,23.11%
EBITDAR,,,,8.45%,
Effective Tax Rate,(16.20%),(24.06%),(6.21%),3.65%,4.88%
Normalized Net Income,4.73%,5.42%,(0.16%),10.92%,23.32%
Foreign Sales,38.95%,(0.11%),3.63%,(11.34%),
