Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3020.6,3347.0,3488.9,3683.2,3690.9,3795.8
Total Revenues,3020.6,3347.0,3488.9,3683.2,3690.9,3795.8
Cost Of Revenues,2391.7,2608.2,2703.3,2832.1,2877.3,2942.7
Gross Profit,628.9,738.8,785.6,851.1,813.6,853.1
Selling General & Admin Expenses,464.6,512.4,542.2,649.7,603.1,613.0
Other Operating Expense/(Income),(4.2),(4.9),(5.1),(7.6),(8.5),(9.6)
Total Operating Expenses,460.4,507.5,537.1,642.1,594.6,603.4
Operating Income,168.5,231.3,248.5,209.0,219.0,249.7
Interest Expense,(20.4),(32.2),(66.7),(90.6),(96.5),(103.7)
Interest And Investment Income,2.6,4.1,6.9,5.6,5.6,6.6
Net Interest Expenses,(17.8),(28.1),(59.8),(85.0),(90.9),(97.1)
Currency Exchange Gains (Loss),3.8,(6.9),(17.7),(4.7),(10.1),(7.1)
Other Non Operating Income (Expenses),(1.9),(0.5),(4.3),(5.9),(8.9),(8.2)
"EBT, Excl. Unusual Items",151.1,196.2,168.6,114.3,109.9,138.4
"EBT, Incl. Unusual Items",125.0,181.5,42.5,93.5,79.3,117.7
Income Tax Expense,78.5,157.7,70.0,61.0,56.6,82.4
Earnings From Continuing Operations,46.5,23.8,(27.5),32.5,22.7,35.3
Earnings Of Discontinued Operations,(1.7),(0.2),,0.7,(0.8),(0.8)
Net Income to Company,44.8,23.6,(27.5),33.2,21.9,34.5
Minority Interest,(10.3),(6.9),(5.8),(4.2),(5.9),(7.6)
Net Income,34.5,16.7,(33.3),29.0,16.0,26.9
NI to Common Incl Extra Items,34.5,16.7,(33.3),29.0,16.0,26.9
NI to Common Excl. Extra Items,36.2,16.9,(33.3),28.3,16.8,27.7
Revenue Per Share,$60.41,$66.02,$68.54,$73.37,$73.23,$75.61
Basic EPS,$0.69,$0.33,($0.65),$0.58,$0.32,$0.54
Basic EPS - Continuing Ops,$0.72,$0.33,($0.65),$0.56,$0.33,$0.55
Basic Weighted Average Shares Outst.,50.0,50.7,50.9,50.2,50.4,50.2
Diluted EPS,$0.69,$0.33,($0.65),$0.56,$0.31,$0.53
Diluted EPS - Continuing Ops,$0.72,$0.33,($0.65),$0.55,$0.33,$0.55
Diluted Weighted Average Shares Outst.,50.6,51.8,50.9,51.1,50.8,50.6
Normalized Basic EPS,$1.68,$2.28,$1.96,$1.34,$1.25,$1.57
Normalized Diluted EPS,$1.66,$2.23,$1.96,$1.32,$1.24,$1.56
Dividend Per Share,$0.40,$0.55,$0.60,$0.60,$0.60,$0.60
Payout Ratio,57.39%,165.87%,NM,103.10%,188.13%,111.52%
EBITDA,299.3,375.7,408.9,393.8,424.5,464.9
EBITA,172.1,239.7,266.2,236.8,254.1,287.5
EBIT,168.5,231.3,248.5,209.0,219.0,249.7
EBITDAR,395.3,,,518.2,574.8,
Effective Tax Rate,62.8%,86.9%,164.7%,65.2%,71.4%,70.0%
Normalized Net Income,84.1,115.7,99.6,67.2,62.8,78.9
Interest on Long-Term Debt,,,,7.4,7.1,
Foreign Sales,2256.8,2571.2,2539.6,2458.6,2559.3,
