Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,529.1,672.0,821.4,981.3,1033.5,1086.2
Total Revenues,529.1,672.0,821.4,981.3,1033.5,1086.2
Property Expenses,187.5,235.1,292.4,383.4,411.6,454.8
Selling General & Admin Exp.,77.6,84.0,100.2,103.7,117.6,112.8
Depreciation & Amortization,183.9,258.9,334.1,417.7,449.4,462.7
Total Operating Expenses,449.0,578.0,726.7,904.8,978.6,1030.3
Operating Income,80.1,94.0,94.7,76.5,54.9,55.9
Total Interest Expense,(48.8),(68.1),(94.7),(83.3),(57.9),(57.0)
Interest and Investment Income,,,,1.3,0.2,0.2
Net Interest Expenses,(48.8),(68.1),(94.7),(82.0),(57.7),(56.8)
Other Non Operating Income,,,,(0.3),,0.0
"EBT, Excl. Unusual Items",31.3,25.9,0.0,(13.3),(30.4),(18.2)
Gain (Loss) on Sale of Assets,,,,(0.4),0.1,0.1
Asset Writedown,(5.0),(58.0),,(0.7),(11.2),(11.8)
Other Unusual Items,,(36.5),(3.1),(71.8),(6.5),(3.1)
"EBT, Incl. Unusual Items",21.7,(80.5),1.8,37.7,37.8,40.9
Income Tax Expense,1.8,3.0,0.6,(3.7),(3.6),(4.0)
Earnings From Continuing Operations,19.9,(83.5),1.2,41.4,41.4,44.9
Net Income to Company,19.9,(83.5),1.2,41.4,41.4,44.9
Net Income,19.9,(83.5),1.2,41.4,41.4,44.9
Pref. Dividends and Other Adj.,0.7,0.9,1.1,0.7,0.5,0.5
NI to Common Incl Extra Items,19.2,(84.4),0.1,40.7,40.9,44.4
NI to Common Excl. Extra Items,19.2,(84.4),0.1,40.7,40.9,44.4
Revenue Per Share,$6.76,$7.56,$8.23,$8.75,$8.81,$9.15
Basic EPS,$0.25,($0.95),$0.00,$0.36,$0.35,$0.37
Basic EPS - Continuing Ops,$0.25,($0.95),$0.00,$0.36,$0.35,$0.37
Basic Weighted Average Shares Outst.,78.3,88.9,99.8,112.1,117.3,118.7
Diluted EPS,$0.24,($0.95),$0.00,$0.36,$0.35,$0.37
Diluted EPS - Continuing Ops,$0.24,($0.95),$0.00,$0.36,$0.35,$0.37
Diluted Weighted Average Shares Outst.,79.0,88.9,100.4,112.5,117.6,119.0
Normalized Basic EPS,$0.25,$0.18,$0.00,($0.07),($0.16),($0.10)
Normalized Diluted EPS,$0.25,$0.18,$0.00,($0.07),($0.16),($0.10)
Dividend Per Share,$1.52,$1.68,$1.84,$1.92,$2.02,$2.03
Payout Ratio,574.37%,NM,"15,091.67%",508.21%,570.53%,536.30%
FFO,201.4,225.1,326.7,451.0,492.6,509.9
FFO Payout Ratio %,56.75%,64.73%,55.43%,46.65%,47.95%,47.22%
AFFO,201.4,225.1,326.7,451.0,492.6,
Funds Available for Distribution,201.4,225.1,326.7,451.0,492.6,
EBITDA,264.0,352.9,428.8,494.2,504.3,518.6
EBITA,100.2,119.1,125.3,116.4,93.8,94.0
EBIT,80.1,94.0,94.7,76.5,54.9,55.9
EBITDAR,271.5,,,514.5,524.7,
Effective Tax Rate,8.3%,NM,33.3%,NM,NM,NM
Normalized Net Income,19.6,16.2,0.0,(8.3),(19.0),(11.4)
Interest Capitalized,10.6,17.0,24.4,32.9,22.6,
Interest on Long-Term Debt,48.8,,,83.3,1.5,
