Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.69%,6.20%,3.16%,(3.88%),(4.93%)
Total Revenues,7.69%,6.20%,3.16%,(3.88%),(4.93%)
Cost Of Revenues,6.99%,4.78%,3.16%,(3.04%),(4.97%)
Gross Profit,9.00%,8.80%,3.15%,(5.38%),(4.85%)
Selling General & Admin Expenses,8.76%,4.47%,(3.85%),(2.22%),(3.73%)
R&D Expenses,3.31%,5.10%,12.39%,3.17%,6.50%
Total Operating Expenses,8.00%,4.55%,(1.67%),(1.40%),(2.15%)
Operating Income,10.38%,14.56%,9.12%,(9.81%),(7.86%)
Interest Expense,(0.54%),-18.06%,-7.76%,(13.39%),(20.44%)
Net Interest Expenses,(0.54%),-18.06%,-7.76%,(13.39%),(20.44%)
Other Non Operating Income (Expenses),(8.02%),(36.24%),313.36%,,
"EBT, Excl. Unusual Items",11.81%,18.90%,11.29%,(14.54%),(13.17%)
"EBT, Incl. Unusual Items",11.81%,18.90%,11.29%,(33.65%),(31.31%)
Income Tax Expense,7.83%,(5.00%),10.42%,(30.63%),(31.78%)
Earnings From Continuing Operations,13.47%,28.32%,11.54%,(34.52%),(31.16%)
Net Income to Company,14.71%,28.32%,11.54%,(34.52%),(31.16%)
Net Income,14.71%,28.32%,11.54%,(34.52%),(31.16%)
NI to Common Incl Extra Items,14.71%,28.32%,11.54%,(34.52%),(31.16%)
NI to Common Excl. Extra Items,13.47%,28.32%,11.54%,(34.52%),(31.16%)
Revenue Per Share,8.19%,6.91%,5.94%,(1.57%),(1.95%)
Basic EPS,15.26%,29.27%,14.60%,(32.98%),(29.00%)
Basic EPS - Continuing Ops,13.91%,29.27%,14.60%,(32.98%),(29.00%)
Basic Weighted Average Shares Outst.,(0.47%),(0.66%),(2.63%),(2.34%),(3.04%)
Diluted EPS,15.66%,29.58%,14.95%,(32.87%),(28.79%)
Diluted EPS - Continuing Ops,14.29%,29.58%,14.95%,(32.87%),(28.79%)
Diluted Weighted Average Shares Outst.,(0.63%),(0.99%),(2.93%),(2.36%),(3.17%)
Normalized Basic EPS,12.42%,19.64%,14.35%,(12.52%),(10.45%)
Normalized Diluted EPS,12.46%,20.19%,14.75%,(12.46%),(10.33%)
Dividend Per Share,7.69%,7.14%,10.00%,3.03%,0.00%
Payout Ratio,(6.48%),(17.05%),(4.00%),52.56%,
EBITDA,8.90%,11.92%,7.11%,(5.35%),(4.07%)
EBITA,10.83%,14.45%,8.53%,(5.56%),(17.13%)
EBIT,10.38%,14.56%,9.12%,(9.81%),(7.86%)
EBITDAR,8.59%,11.27%,6.37%,(4.34%),
Effective Tax Rate,(3.55%),(20.11%),(0.76%),4.55%,(0.69%)
Normalized Net Income,11.81%,18.90%,11.29%,(14.54%),(13.17%)
Interest on Long-Term Debt,,,,(6.02%),
R&D Expense From Footnotes,3.31%,5.10%,12.39%,3.17%,6.50%
Foreign Sales,11.33%,11.21%,(1.36%),(18.61%),
