Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12.20%,16.01%,12.70%,(0.64%),(1.07%)
Total Revenues,12.20%,16.01%,12.70%,(0.64%),(1.07%)
Cost Of Revenues,11.34%,15.37%,13.83%,(2.84%),(3.59%)
Gross Profit,16.50%,19.06%,7.48%,10.09%,11.35%
Selling General & Admin Expenses,13.14%,13.07%,9.61%,5.52%,6.85%
Depreciation & Amortization,9.24%,25.63%,25.75%,8.59%,6.75%
Total Operating Expenses,14.40%,11.97%,10.68%,12.06%,13.93%
Operating Income,24.11%,42.75%,(0.91%),4.32%,3.70%
Interest Expense,(34.10%),(45.28%),(63.82%),(4.83%),-12.91%
Interest And Investment Income,169.38%,134.16%,33.35%,(75.63%),(86.43%)
Net Interest Expenses,,"1,562.00%",(9.45%),,
"EBT, Excl. Unusual Items",25.64%,45.05%,(1.06%),(0.20%),(0.03%)
"EBT, Incl. Unusual Items",23.74%,40.12%,3.99%,(0.20%),(0.03%)
Income Tax Expense,16.72%,2.64%,(17.90%),32.40%,(2.42%)
Earnings From Continuing Operations,27.90%,60.44%,11.58%,(8.51%),0.85%
Net Income to Company,27.90%,60.44%,11.58%,(8.51%),0.85%
Net Income,27.90%,60.44%,11.58%,(8.51%),0.85%
Preferred Dividend and Other Adjustments,1.40%,23.60%,(6.19%),(55.54%),(56.55%)
NI to Common Incl Extra Items,28.51%,61.11%,11.83%,(7.96%),1.35%
NI to Common Excl. Extra Items,28.51%,61.11%,11.83%,(7.96%),1.35%
Revenue Per Share,13.84%,15.59%,15.59%,3.70%,2.55%
Basic EPS,30.21%,60.39%,14.70%,(4.03%),5.06%
Basic EPS - Continuing Ops,30.21%,60.39%,14.70%,(4.03%),5.06%
Basic Weighted Average Shares Outst.,(1.44%),0.37%,(2.50%),(4.19%),(3.53%)
Diluted EPS,30.52%,60.20%,14.91%,(4.32%),4.31%
Diluted EPS - Continuing Ops,30.52%,60.20%,14.91%,(4.32%),4.31%
Diluted Weighted Average Shares Outst.,(1.18%),0.57%,(2.78%),(3.80%),(2.99%)
Normalized Basic EPS,27.28%,44.59%,1.36%,4.15%,3.63%
Normalized Diluted EPS,27.46%,44.31%,1.64%,3.65%,3.05%
Dividend Per Share,18.37%,37.93%,50.00%,33.33%,23.08%
Payout Ratio,(8.63%),(13.50%),30.44%,39.08%,18.26%
EBITDA,21.74%,40.51%,1.16%,4.64%,3.84%
EBITA,24.11%,42.75%,(0.91%),4.32%,3.70%
EBIT,24.11%,42.75%,(0.91%),4.32%,3.70%
EBITDAR,19.62%,36.65%,1.30%,4.93%,
Effective Tax Rate,(5.67%),(26.76%),(21.04%),32.69%,(2.39%)
Normalized Net Income,25.64%,45.05%,(1.06%),(0.20%),(0.03%)
Interest on Long-Term Debt,34.10%,45.28%,63.82%,4.83%,
R&D Expense From Footnotes,36.67%,46.34%,30.00%,11.54%,11.54%
