Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,873.3,974.1,845.5,778.6,844.1,859.4
Total Revenues,873.3,974.1,845.5,778.6,844.1,859.4
Cost Of Revenues,508.3,554.6,421.6,314.1,350.5,357.3
Gross Profit,365.0,419.6,423.9,464.5,493.6,502.0
Selling General & Admin Expenses,126.7,136.2,147.4,187.2,207.7,212.7
Total Operating Expenses,126.7,136.2,147.4,195.4,216.1,221.2
Operating Income,238.3,283.3,276.5,269.1,277.4,280.9
Interest Expense,(1.3),(2.2),(1.5),(11.3),(4.4),(3.7)
Interest And Investment Income,2.7,2.9,30.8,63.7,60.1,59.8
Net Interest Expenses,1.4,0.8,29.2,52.4,55.7,56.2
Other Non Operating Income (Expenses),(1.1),(0.6),(8.8),,,
"EBT, Excl. Unusual Items",238.6,283.5,297.0,321.5,333.1,337.1
"EBT, Incl. Unusual Items",236.1,283.5,287.0,317.5,333.1,337.1
Income Tax Expense,87.6,80.2,58.0,58.3,75.9,73.1
Earnings From Continuing Operations,148.5,203.3,229.0,259.2,257.2,263.9
Net Income to Company,148.5,203.3,229.0,259.2,257.2,263.9
Net Income,148.5,203.3,229.0,259.2,257.2,263.9
NI to Common Incl Extra Items,148.5,203.3,229.0,259.2,257.2,263.9
NI to Common Excl. Extra Items,148.5,203.3,229.0,259.2,257.2,263.9
Revenue Per Share,$18.95,$20.66,$17.76,$16.28,$18.01,$18.47
Basic EPS,$3.22,$4.31,$4.81,$5.42,$5.49,$5.67
Basic EPS - Continuing Ops,$3.22,$4.31,$4.81,$5.42,$5.49,$5.67
Basic Weighted Average Shares Outst.,46.1,47.1,47.6,47.8,46.9,46.5
Diluted EPS,$3.15,$4.22,$4.73,$5.37,$5.45,$5.64
Diluted EPS - Continuing Ops,$3.15,$4.22,$4.73,$5.37,$5.45,$5.64
Diluted Weighted Average Shares Outst.,47.1,48.2,48.4,48.3,47.2,46.8
Normalized Basic EPS,$3.24,$3.76,$3.90,$4.20,$4.44,$4.53
Normalized Diluted EPS,$3.17,$3.67,$3.83,$4.16,$4.41,$4.50
EBITDA,284.0,337.5,312.2,296.0,307.1,311.0
EBITA,238.3,283.3,276.5,277.3,285.9,289.3
EBIT,238.3,283.3,276.5,269.1,277.4,280.9
EBITDAR,290.7,339.1,313.0,300.1,314.7,
Effective Tax Rate,37.1%,28.3%,20.2%,18.4%,22.8%,21.7%
Normalized Net Income,149.1,177.2,185.6,200.9,208.2,210.7
Interest Capitalized,1.2,0.5,0.8,,,
Interest on Long-Term Debt,2.5,2.7,2.3,11.3,4.4,
