Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,133.8,176.1,212.7,283.0,412.8,446.0
Total Interest And Dividend Income,7.5,10.6,15.7,20.1,26.1,27.1
Gain (Loss) on Sale of Investments,0.2,0.2,(6.3),12.7,20.4,44.1
Other Revenues,0.1,0.0,0.0,0.0,0.6,0.6
Total Revenues,141.6,186.8,222.1,315.9,459.9,517.8
Policy Benefits,71.0,103.7,128.0,169.6,263.8,280.3
Policy Acquisition / Underwriting Costs,49.1,53.9,63.9,82.6,110.4,119.2
Other Operating Expenses,1.3,0.4,0.2,0.1,1.4,1.8
Total Operating Expenses,100.8,148.3,181.6,239.8,359.5,383.0
Operating Income,40.8,38.5,40.5,76.1,100.4,134.8
"Interest Expense, Total",(1.3),,,,,
"EBT, Excl. Unusual Items",39.5,38.5,40.5,76.1,100.4,134.8
"EBT, Incl. Unusual Items",39.5,38.5,40.5,76.1,100.4,134.8
Income Tax Expense,13.4,13.6,6.7,12.7,12.0,19.4
Earnings From Continuing Operations,26.2,24.9,33.8,63.3,88.4,115.4
Net Income to Company,26.2,24.9,33.8,63.3,88.4,115.4
Net Income,26.2,24.9,33.8,63.3,88.4,115.4
NI to Common Incl Extra Items,26.2,24.9,33.8,63.3,88.4,115.4
NI to Common Excl. Extra Items,26.2,24.9,33.8,63.3,88.4,115.4
Revenue Per Share,$3.91,$8.90,$10.53,$14.67,$20.61,$23.06
Basic EPS,$0.72,$1.19,$1.60,$2.94,$3.96,$5.14
Basic EPS - Continuing Ops,$0.72,$1.19,$1.60,$2.94,$3.96,$5.14
Basic Weighted Average Shares Outst.,36.3,21.0,21.1,21.5,22.3,22.5
Diluted EPS,$0.72,$1.16,$1.56,$2.86,$3.87,$5.03
Diluted EPS - Continuing Ops,$0.72,$1.16,$1.56,$2.86,$3.87,$5.03
Diluted Weighted Average Shares Outst.,36.6,21.5,21.7,22.1,22.9,22.9
Normalized Basic EPS,$0.68,$1.15,$1.20,$2.21,$2.81,$3.75
Normalized Diluted EPS,$0.68,$1.12,$1.17,$2.15,$2.75,$3.67
Dividend Per Share,$0.10,$0.24,$0.28,$0.32,$0.36,$0.38
Payout Ratio,8.01%,20.24%,17.48%,10.94%,9.13%,7.43%
EBITDA,41.5,39.0,41.1,76.7,102.0,136.6
EBITA,40.8,38.5,40.5,76.1,100.4,134.8
EBIT,40.8,38.5,40.5,76.1,100.4,134.8
EBITDAR,41.9,,,,,
Effective Tax Rate,33.8%,35.4%,16.5%,16.7%,11.9%,14.4%
Normalized Net Income,24.7,24.1,25.3,47.5,62.8,84.3
Interest on Long-Term Debt,1.3,,,,1.0,
