Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.98%,5.41%,(0.44%),(4.92%),(2.89%)
Total Revenues,4.98%,5.41%,(0.44%),(4.92%),(2.89%)
Cost Of Revenues,4.47%,2.07%,0.90%,9.68%,10.60%
Gross Profit,5.16%,6.55%,(0.87%),(9.76%),(7.51%)
Selling General & Admin Expenses,1.97%,1.48%,(1.40%),(5.08%),(3.52%)
R&D Expenses,(2.94%),13.29%,3.51%,2.13%,6.40%
Total Operating Expenses,0.52%,4.86%,0.12%,(2.77%),(0.32%)
Operating Income,36.01%,14.82%,(5.31%),(42.86%),(42.30%)
Interest Expense,,,-73.51%,"(4,607.50%)",0.00%
Interest And Investment Income,102.85%,159.05%,37.87%,(52.04%),(78.51%)
Net Interest Expenses,102.85%,152.42%,40.80%,(75.08%),
Currency Exchange Gains (Loss),,,-46.07%,-92.36%,-92.82%
Other Non Operating Income (Expenses),-0.95%,-62.52%,,7.03%,56.99%
"EBT, Excl. Unusual Items",43.45%,15.88%,(3.94%),(44.84%),(44.91%)
"EBT, Incl. Unusual Items",28.56%,19.73%,2.32%,10.09%,(90.57%)
Income Tax Expense,197.70%,(77.47%),(14.04%),199.59%,(72.28%)
Earnings From Continuing Operations,(36.65%),195.85%,4.58%,(11.40%),(94.29%)
Net Income to Company,(36.65%),195.85%,4.58%,(11.40%),(94.29%)
Net Income,(36.65%),195.85%,4.58%,(11.40%),(94.29%)
NI to Common Incl Extra Items,(36.65%),195.85%,4.58%,(11.40%),(94.29%)
NI to Common Excl. Extra Items,(36.65%),195.85%,4.58%,(11.40%),(94.29%)
Revenue Per Share,3.51%,4.01%,(0.26%),(4.42%),(2.88%)
Basic EPS,(37.15%),193.70%,5.21%,(10.90%),(94.29%)
Basic EPS - Continuing Ops,(37.15%),193.70%,5.21%,(10.90%),(94.29%)
Basic Weighted Average Shares Outst.,1.44%,1.29%,(0.20%),(0.49%),(0.01%)
Diluted EPS,(37.50%),190.00%,5.17%,(10.66%),(94.49%)
Diluted EPS - Continuing Ops,(37.50%),190.00%,5.17%,(10.66%),(94.49%)
Diluted Weighted Average Shares Outst.,1.84%,1.44%,(0.41%),(0.70%),(0.07%)
Normalized Basic EPS,40.85%,14.22%,(3.50%),(44.67%),(44.90%)
Normalized Diluted EPS,39.69%,14.56%,(3.16%),(44.33%),(44.87%)
Dividend Per Share,5.00%,9.52%,8.70%,4.00%,3.96%
Payout Ratio,68.07%,(62.50%),3.75%,16.88%,"1,722.76%"
EBITDA,22.64%,8.01%,(3.49%),(28.47%),(25.75%)
EBITA,28.82%,11.52%,(4.58%),(35.42%),(31.99%)
EBIT,36.01%,14.82%,(5.31%),(42.86%),(42.30%)
EBITDAR,20.31%,7.75%,(2.52%),(26.27%),
Effective Tax Rate,131.54%,(81.18%),(16.01%),172.06%,193.81%
Normalized Net Income,43.45%,15.88%,(3.94%),(44.84%),(44.91%)
R&D Expense From Footnotes,(0.37%),13.52%,4.30%,2.97%,3.67%
Foreign Sales,66.80%,5.41%,(0.44%),(4.92%),
