Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2049.5,2198.4,2289.7,2190.3,2010.9,2018.1
Total Revenues,2049.5,2198.4,2289.7,2190.3,2010.9,2018.1
Cost Of Revenues,1372.3,1562.0,1704.3,1560.4,1415.9,1442.3
Gross Profit,677.2,636.4,585.4,629.9,595.0,575.9
Selling General & Admin Expenses,153.7,153.6,133.5,125.2,117.2,118.1
R&D Expenses,160.8,146.0,140.3,144.5,140.4,141.2
Total Operating Expenses,314.5,299.6,273.8,269.7,257.6,259.3
Operating Income,362.7,336.8,311.6,360.2,337.4,316.6
Interest Expense,(21.8),(21.9),(26.7),(29.2),(26.3),(25.6)
Net Interest Expenses,(21.8),(21.9),(26.7),(29.2),(26.3),(25.6)
Other Non Operating Income (Expenses),2.3,0.5,5.4,0.6,3.7,3.1
"EBT, Excl. Unusual Items",343.2,315.4,290.3,331.6,314.8,294.1
"EBT, Incl. Unusual Items",343.2,315.4,290.3,331.6,331.3,310.6
Income Tax Expense,99.8,124.9,55.6,77.3,60.7,55.8
Earnings From Continuing Operations,243.4,190.5,234.7,254.3,270.6,254.7
Net Income to Company,243.4,190.5,234.7,254.3,270.6,254.7
Net Income,243.4,190.5,234.7,254.3,270.6,254.7
Preferred Dividend and Other Adjustments,0.5,0.4,0.5,0.4,0.4,0.5
NI to Common Incl Extra Items,243.0,190.2,234.3,253.8,270.1,254.3
NI to Common Excl. Extra Items,243.0,190.2,234.3,253.8,270.1,254.3
Revenue Per Share,$173.27,$185.93,$198.84,$196.16,$183.46,$185.11
Basic EPS,$20.54,$16.08,$20.34,$22.73,$24.64,$23.32
Basic EPS - Continuing Ops,$20.54,$16.08,$20.34,$22.73,$24.64,$23.32
Basic Weighted Average Shares Outst.,11.8,11.8,11.5,11.2,11.0,10.9
Diluted EPS,$20.54,$16.08,$20.34,$22.73,$24.64,$23.32
Diluted EPS - Continuing Ops,$20.54,$16.08,$20.34,$22.73,$24.64,$23.32
Diluted Weighted Average Shares Outst.,11.8,11.8,11.5,11.2,11.0,10.9
Normalized Basic EPS,$18.14,$16.67,$15.76,$18.56,$17.95,$16.86
Normalized Diluted EPS,$18.14,$16.67,$15.76,$18.56,$17.95,$16.86
Dividend Per Share,$6.40,$7.00,$7.00,$7.30,$7.60,$7.60
Payout Ratio,31.15%,43.51%,34.27%,32.12%,30.83%,32.59%
EBITDA,407.6,392.1,383.3,447.8,421.4,399.9
EBITA,364.7,339.8,318.6,364.4,340.3,319.5
EBIT,362.7,336.8,311.6,360.2,337.4,316.6
EBITDAR,440.6,425.1,406.3,468.6,443.5,
Effective Tax Rate,29.1%,39.6%,19.1%,23.3%,18.3%,18.0%
Normalized Net Income,214.5,197.2,181.4,207.2,196.8,183.8
Interest on Long-Term Debt,,,,0.4,0.4,
R&D Expense From Footnotes,160.8,146.0,140.3,144.5,140.4,141.2
Foreign Sales,1348.2,1502.3,1567.1,1462.2,1360.3,
