Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2748.0,2786.0,3345.5,3283.1,2936.9,2972.5
Total Revenues,2748.0,2786.0,3345.5,3283.1,2936.9,2972.5
Cost Of Revenues,1758.3,1770.9,2156.2,2104.1,1930.7,1933.5
Gross Profit,989.7,1015.1,1189.3,1179.0,1006.2,1039.0
Selling General & Admin Expenses,624.2,592.0,690.6,691.7,684.7,677.0
Other Operating Expense/(Income),,,,18.9,,
Total Operating Expenses,624.2,592.0,690.6,710.6,684.7,677.0
Operating Income,365.5,423.1,498.7,468.4,321.5,362.0
Interest Expense,(36.5),(36.1),(50.9),(46.8),(55.3),(56.4)
Interest And Investment Income,1.9,2.5,2.3,2.7,2.0,2.0
Net Interest Expenses,(34.6),(33.6),(48.6),(44.1),(53.3),(54.4)
Other Non Operating Income (Expenses),24.6,(2.2),(2.6),(1.9),1.5,1.8
"EBT, Excl. Unusual Items",355.5,387.3,447.5,422.4,269.7,309.4
"EBT, Incl. Unusual Items",164.1,367.5,411.4,170.7,224.5,281.3
Income Tax Expense,40.3,195.0,75.9,37.1,43.4,54.6
Earnings From Continuing Operations,123.8,172.5,335.5,133.6,181.1,226.7
Net Income to Company,123.8,172.5,335.5,133.6,181.1,226.7
Minority Interest,(1.0),(0.7),0.1,(0.3),(0.1),(0.1)
Net Income,122.8,171.8,335.6,133.3,181.0,226.6
NI to Common Incl Extra Items,122.8,171.8,335.6,133.3,181.0,226.6
NI to Common Excl. Extra Items,122.8,171.8,335.6,133.3,181.0,226.6
Revenue Per Share,$46.97,$46.90,$56.13,$54.90,$50.38,$51.12
Basic EPS,$2.10,$2.89,$5.63,$2.23,$3.10,$3.90
Basic EPS - Continuing Ops,$2.10,$2.89,$5.63,$2.23,$3.10,$3.90
Basic Weighted Average Shares Outst.,58.5,59.4,59.6,59.8,58.3,58.2
Diluted EPS,$2.07,$2.84,$5.50,$2.20,$3.08,$3.87
Diluted EPS - Continuing Ops,$2.07,$2.84,$5.50,$2.20,$3.08,$3.87
Diluted Weighted Average Shares Outst.,59.3,60.4,61.0,60.6,58.8,58.6
Normalized Basic EPS,$3.78,$4.06,$4.69,$4.41,$2.89,$3.32
Normalized Diluted EPS,$3.73,$4.00,$4.59,$4.35,$2.87,$3.30
Dividend Per Share,$1.32,$1.32,$1.40,$1.56,$1.72,$1.72
Payout Ratio,62.87%,45.63%,24.88%,69.92%,55.47%,44.09%
EBITDA,432.9,495.8,618.7,581.9,449.0,491.2
EBITA,396.2,454.0,543.2,508.4,369.9,421.9
EBIT,365.5,423.1,498.7,468.4,321.5,362.0
EBITDAR,458.3,522.4,652.5,616.7,489.3,
Effective Tax Rate,24.6%,53.1%,18.4%,21.7%,19.3%,19.4%
Normalized Net Income,221.2,241.4,279.8,263.7,168.5,193.3
Interest on Long-Term Debt,36.5,36.1,,46.8,,
R&D Expense From Footnotes,61.5,58.5,89.1,74.7,74.6,74.6
Foreign Sales,978.3,1018.7,1238.3,1171.8,1074.2,
