Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8.92%,6.39%,1.58%,2.07%,3.68%
Total Revenues,8.92%,6.39%,1.58%,2.07%,3.68%
Cost Of Revenues,4.47%,(1.07%),(2.10%),0.10%,1.76%
Gross Profit,10.44%,8.81%,2.67%,2.62%,4.21%
Selling General & Admin Expenses,10.96%,10.39%,1.48%,5.88%,6.20%
Depreciation & Amortization,3.29%,5.42%,2.24%,5.17%,7.50%
Total Operating Expenses,13.12%,7.47%,1.78%,5.80%,6.36%
Operating Income,5.66%,11.35%,4.30%,(3.08%),0.37%
Interest Expense,(47.08%),-17.41%,-2.33%,-3.33%,-7.20%
Interest And Investment Income,63.51%,89.84%,23.77%,(60.39%),(72.24%)
Net Interest Expenses,65.81%,103.19%,25.09%,(62.64%),(74.97%)
"EBT, Excl. Unusual Items",9.93%,10.57%,2.33%,(9.38%),(5.32%)
"EBT, Incl. Unusual Items",9.55%,10.26%,2.81%,(9.94%),(4.41%)
Income Tax Expense,(12.61%),(29.03%),20.01%,(6.62%),1.28%
Earnings From Continuing Operations,21.14%,25.09%,(0.88%),(10.80%),(5.87%)
Net Income to Company,21.14%,25.09%,(0.88%),(10.80%),(5.87%)
Net Income,21.14%,25.09%,(0.88%),(10.80%),(5.87%)
NI to Common Incl Extra Items,21.14%,25.09%,(0.88%),(10.80%),(5.87%)
NI to Common Excl. Extra Items,21.14%,25.09%,(0.88%),(10.80%),(5.87%)
Revenue Per Share,11.06%,7.49%,4.99%,5.41%,7.56%
Basic EPS,23.51%,26.20%,2.44%,(7.89%),(2.35%)
Basic EPS - Continuing Ops,23.51%,26.20%,2.44%,(7.89%),(2.35%)
Basic Weighted Average Shares Outst.,(1.97%),(1.01%),(3.22%),(3.19%),(3.61%)
Diluted EPS,22.66%,26.10%,3.18%,(7.41%),(1.95%)
Diluted EPS - Continuing Ops,22.66%,26.10%,3.18%,(7.41%),(1.95%)
Diluted Weighted Average Shares Outst.,(1.31%),(0.64%),(3.93%),(3.81%),(4.30%)
Normalized Basic EPS,12.04%,11.50%,5.86%,(6.27%),(1.77%)
Normalized Diluted EPS,11.49%,11.32%,6.61%,(5.89%),(1.06%)
Dividend Per Share,7.41%,8.62%,7.94%,5.88%,5.88%
Payout Ratio,(13.38%),(15.14%),7.79%,15.64%,8.47%
EBITDA,5.85%,12.61%,3.04%,(2.57%),0.82%
EBITA,6.07%,13.11%,3.09%,(3.06%),0.40%
EBIT,5.66%,11.35%,4.30%,(3.08%),0.37%
EBITDAR,6.54%,12.16%,2.63%,(0.98%),
Effective Tax Rate,(20.22%),(35.63%),16.72%,3.68%,5.95%
Normalized Net Income,9.93%,10.57%,2.33%,(9.38%),(5.32%)
Interest on Long-Term Debt,47.08%,(17.41%),(2.33%),(3.33%),
R&D Expense From Footnotes,9.10%,10.00%,10.63%,13.99%,14.38%
Foreign Sales,8.70%,20.98%,(4.31%),(2.74%),
