Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,4.34%,11.24%,4.76%,7.19%,7.59%
Total Interest And Dividend Income,5.79%,5.47%,4.38%,(2.62%),(5.21%)
Gain (Loss) on Sale of Investments,190.26%,,,,
Other Revenues,(1.71%),(26.78%),10.28%,15.34%,23.80%
Total Revenues,6.15%,(0.07%),19.20%,(3.95%),37.78%
Policy Benefits,5.57%,(0.73%),4.55%,(3.16%),(4.52%)
Selling General & Admin Expenses,6.37%,10.75%,6.26%,11.83%,12.51%
Total Operating Expenses,6.01%,5.55%,5.53%,5.51%,5.49%
Operating Income,7.12%,(39.10%),183.66%,(46.26%),"2,734.44%"
"Interest Expense, Total",(25.50%),-33.02%,-5.21%,(9.25%),(2.66%)
"EBT, Excl. Unusual Items",5.76%,(39.60%),201.80%,(47.94%),"6,080.18%"
"EBT, Incl. Unusual Items",5.76%,(39.60%),201.80%,(47.94%),"6,080.18%"
Income Tax Expense,(24.71%),(58.98%),293.20%,(51.17%),
Earnings From Continuing Operations,20.05%,(33.90%),185.13%,(47.12%),"4,127.16%"
Net Income to Company,20.05%,(33.90%),185.13%,(47.12%),"4,127.16%"
Net Income,20.05%,(33.90%),185.13%,(47.12%),"4,127.16%"
NI to Common Incl Extra Items,20.05%,(33.90%),185.13%,(47.12%),"4,127.16%"
NI to Common Excl. Extra Items,20.05%,(33.90%),185.13%,(47.12%),"4,127.16%"
Revenue Per Share,5.08%,(10.97%),16.96%,(3.48%),38.78%
Basic EPS,18.80%,(41.16%),179.58%,(46.82%),"4,158.02%"
Basic EPS - Continuing Ops,18.80%,(41.16%),179.58%,(46.82%),"4,158.02%"
Basic Weighted Average Shares Outst.,1.04%,12.26%,1.92%,(0.49%),(0.72%)
Diluted EPS,18.45%,(35.36%),183.06%,(46.72%),"4,148.92%"
Diluted EPS - Continuing Ops,18.45%,(35.36%),183.06%,(46.72%),"4,148.92%"
Diluted Weighted Average Shares Outst.,1.01%,0.54%,0.07%,(0.77%),(0.83%)
Normalized Basic EPS,4.81%,(46.21%),196.30%,(47.76%),"6,125.32%"
Normalized Diluted EPS,4.42%,(39.76%),201.47%,(47.47%),"6,131.99%"
Dividend Per Share,1.33%,2.63%,2.56%,5.00%,4.94%
Payout Ratio,(14.55%),74.71%,(64.06%),101.04%,(97.49%)
EBITDA,6.53%,(37.75%),173.52%,(45.36%),"2,020.26%"
EBITA,7.12%,(39.10%),183.66%,(46.26%),"2,734.44%"
EBIT,7.12%,(39.10%),183.66%,(46.26%),"2,734.44%"
EBITDAR,6.25%,(34.53%),153.46%,(43.03%),
Effective Tax Rate,(28.82%),(32.09%),30.28%,(6.19%),
Normalized Net Income,5.76%,(39.60%),201.80%,(47.94%),"6,080.18%"
