Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,9.58%,8.72%,6.40%,(2.19%),(7.26%)
Other Revenue,5.86%,7.44%,5.68%,(27.35%),(39.95%)
Total Revenues,9.01%,8.53%,6.30%,(5.89%),(12.04%)
Property Expenses,8.48%,8.85%,6.16%,2.43%,(2.71%)
Selling General & Admin Exp.,3.65%,6.64%,(1.48%),4.03%,0.69%
Depreciation & Amortization,11.19%,11.96%,15.45%,7.69%,1.23%
Total Operating Expenses,9.45%,10.22%,10.26%,5.23%,(0.47%)
Operating Income,8.00%,4.62%,(3.37%),(36.79%),(45.47%)
Total Interest Expense,-0.67%,-8.11%,(7.43%),-0.30%,-1.91%
Net Interest Expenses,-0.67%,-8.11%,(7.43%),-0.30%,-1.91%
Other Non Operating Income,,37.20%,20.90%,(94.68%),
"EBT, Excl. Unusual Items",27.72%,23.16%,(13.88%),(86.32%),
"EBT, Incl. Unusual Items",8.68%,23.16%,225.55%,(90.79%),(96.05%)
Earnings From Continuing Operations,8.68%,23.16%,225.55%,(90.79%),(96.05%)
Net Income to Company,8.68%,23.16%,225.55%,(90.79%),(96.05%)
Minority Interest,-6.63%,(25.46%),(338.97%),,
Net Income,10.59%,22.92%,213.31%,(86.14%),(90.30%)
Pref. Dividends and Other Adj.,33.76%,(12.78%),191.94%,(47.93%),(47.27%)
NI to Common Incl Extra Items,10.47%,23.15%,213.41%,(86.31%),(90.49%)
NI to Common Excl. Extra Items,10.47%,23.15%,213.41%,(86.31%),(90.49%)
Revenue Per Share,1.06%,2.86%,4.07%,(6.92%),(12.42%)
Basic EPS,2.29%,17.25%,207.18%,(86.47%),(90.53%)
Basic EPS - Continuing Ops,2.29%,17.25%,207.18%,(86.47%),(90.53%)
Basic Weighted Average Shares Outst.,7.77%,5.59%,2.04%,1.17%,0.43%
Diluted EPS,5.45%,17.24%,207.18%,(86.60%),(90.79%)
Diluted EPS - Continuing Ops,5.45%,17.24%,207.18%,(86.60%),(90.79%)
Diluted Weighted Average Shares Outst.,5.25%,5.38%,2.03%,1.17%,0.43%
Normalized Basic EPS,27.25%,17.47%,(79.46%),52.10%,4.69%
Normalized Diluted EPS,31.88%,17.47%,(79.46%),52.10%,4.69%
Dividend Per Share,5.62%,7.45%,4.95%,5.66%,3.70%
Payout Ratio,0.93%,(5.38%),(66.24%),688.23%,
FFO,,,,(12.30%),(19.14%)
FFO Payout Ratio %,,,,24.62%,
AFFO,,,,(12.30%),
Funds Available for Distribution,,,,(12.30%),
EBITDA,10.09%,8.01%,8.23%,(10.82%),(10.54%)
EBITA,8.79%,3.23%,(1.25%),(39.19%),(45.47%)
EBIT,8.00%,4.62%,(3.37%),(36.79%),(45.47%)
EBITDAR,10.07%,8.00%,8.21%,(10.81%),
Normalized Net Income,36.81%,22.74%,(79.01%),49.86%,5.14%
Interest Capitalized,130.09%,28.23%,7.44%,27.18%,
