Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,0.50%,11.38%,6.20%,(7.19%),(9.71%)
Other Revenue,78.70%,(25.21%),55.11%,(38.60%),(31.12%)
Total Revenues,1.28%,10.59%,7.07%,(7.68%),(10.15%)
Property Expenses,(0.59%),7.95%,5.53%,(2.30%),(2.62%)
Selling General & Admin Exp.,19.46%,79.14%,(2.82%),4.05%,0.04%
Depreciation & Amortization,11.15%,12.02%,4.50%,(2.67%),(1.03%)
Total Operating Expenses,4.23%,12.06%,4.98%,(2.04%),(1.86%)
Operating Income,(8.80%),4.87%,15.78%,(29.03%),(40.84%)
Total Interest Expense,-11.11%,(38.69%),(10.71%),(1.26%),(1.55%)
Interest and Investment Income,(9.78%),(2.24%),(23.75%),(20.27%),(36.08%)
Net Interest Expenses,-11.20%,(41.55%),(12.38%),(1.97%),(2.75%)
Other Non Operating Income,,,,,0.00%
"EBT, Excl. Unusual Items",(6.85%),(22.06%),18.46%,(69.96%),(96.51%)
Gain (Loss) on Sale of Assets,,,,,(100.00%)
Asset Writedown,(212.91%),,,,
Other Unusual Items,-64.84%,,166.84%,,(80.20%)
"EBT, Incl. Unusual Items",(30.13%),70.94%,(27.38%),(19.34%),(96.34%)
Income Tax Expense,(14.00%),145.60%,(37.96%),(10.48%),(13.93%)
Earnings From Continuing Operations,(30.31%),69.88%,(27.17%),(19.49%),(97.26%)
Net Income to Company,(30.31%),69.88%,(27.17%),(19.49%),(97.26%)
Minority Interest,-30.67%,(87.35%),-11.63%,,
Net Income,(30.31%),69.61%,(27.44%),(14.32%),(94.44%)
Pref. Dividends and Other Adj.,14.80%,(0.91%),24.97%,12.62%,11.20%
NI to Common Incl Extra Items,(30.93%),71.21%,(28.13%),(14.93%),(96.01%)
NI to Common Excl. Extra Items,(30.93%),71.21%,(28.13%),(14.93%),(96.01%)
Revenue Per Share,(3.23%),9.30%,6.66%,(7.90%),(10.31%)
Basic EPS,(34.28%),68.95%,(27.97%),(15.81%),(96.02%)
Basic EPS - Continuing Ops,(34.28%),68.95%,(27.97%),(15.81%),(96.02%)
Basic Weighted Average Shares Outst.,4.58%,1.24%,0.35%,0.21%,0.19%
Diluted EPS,(33.40%),68.00%,(28.57%),(15.00%),(95.99%)
Diluted EPS - Continuing Ops,(33.40%),68.00%,(28.57%),(15.00%),(95.99%)
Diluted Weighted Average Shares Outst.,4.60%,1.26%,0.41%,0.31%,0.30%
Normalized Basic EPS,(9.67%),(25.90%),19.94%,(63.01%),(89.42%)
Normalized Diluted EPS,(10.25%),(24.59%),19.08%,(63.31%),(89.43%)
Dividend Per Share,4.82%,4.60%,2.75%,0.53%,0.00%
Payout Ratio,55.20%,(37.56%),42.26%,17.68%,"1,704.78%"
FFO,8.46%,3.81%,6.33%,(19.76%),(23.44%)
FFO Payout Ratio %,(0.27%),2.02%,(2.92%),25.66%,30.97%
AFFO,8.46%,3.81%,6.33%,(19.76%),
Funds Available for Distribution,8.46%,3.81%,6.33%,(19.76%),
FFO Per Share (Diluted),3.59%,3.03%,5.88%,(19.84%),(23.65%)
FFO Shares (Diluted),4.38%,1.07%,0.21%,0.25%,0.28%
Adjusted FFO Per Share (Diluted),3.80%,2.92%,5.99%,(19.88%),
EBITDA,1.27%,9.10%,8.93%,(13.68%),(17.97%)
EBITA,(8.89%),5.02%,15.33%,(28.58%),(40.19%)
EBIT,(8.80%),4.87%,15.78%,(29.03%),(40.84%)
EBITDAR,1.66%,9.52%,9.27%,(13.32%),
Effective Tax Rate,23.08%,43.76%,(14.64%),10.80%,"2,253.87%"
Normalized Net Income,(6.23%),(24.17%),19.89%,(63.11%),(89.40%)
Interest Capitalized,29.27%,(26.42%),3.42%,0.00%,
