Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4516.6,5428.5,6078.5,6782.5,7027.9,7573.8
Other Revenues,78.5,76.3,87.4,80.9,80.4,76.9
Total Revenues,4595.1,5504.8,6165.9,6863.4,7108.3,7650.7
Cost Of Revenues,3411.0,4103.8,4577.3,5133.7,5317.7,5676.0
Gross Profit,1184.1,1401.0,1588.6,1729.7,1790.6,1974.7
Selling General & Admin Expenses,648.7,803.0,841.5,953.1,903.5,907.8
R&D Expenses,185.1,238.3,259.7,292.9,295.6,296.7
Total Operating Expenses,833.8,1041.3,1101.2,1246.0,1199.1,1204.5
Operating Income,350.3,359.7,487.4,483.7,591.5,770.2
Interest Expense,(16.3),(32.2),(57.0),(77.6),(66.7),(62.0)
Net Interest Expenses,(16.3),(32.2),(57.0),(77.6),(66.7),(62.0)
Currency Exchange Gains (Loss),,,14.6,6.8,(4.2),(0.8)
Other Non Operating Income (Expenses),(13.8),15.7,,,,
"EBT, Excl. Unusual Items",313.3,336.4,415.7,407.8,520.6,707.4
"EBT, Incl. Unusual Items",313.3,318.8,429.2,407.8,141.4,328.2
Income Tax Expense,100.3,146.3,93.9,83.9,16.5,63.7
Earnings From Continuing Operations,212.9,172.5,335.3,323.9,124.9,264.5
Net Income to Company,212.9,172.5,335.3,323.9,124.9,264.5
Minority Interest,,,,0.1,(0.1),(0.2)
Net Income,212.9,172.5,335.3,324.0,124.8,264.3
NI to Common Incl Extra Items,212.9,172.5,335.3,324.0,124.8,264.3
NI to Common Excl. Extra Items,212.9,172.5,335.3,324.0,124.8,264.3
Revenue Per Share,$71.47,$87.49,$98.65,$111.78,$114.84,$123.55
Basic EPS,$3.31,$2.74,$5.36,$5.28,$2.02,$4.27
Basic EPS - Continuing Ops,$3.31,$2.74,$5.36,$5.28,$2.02,$4.27
Basic Weighted Average Shares Outst.,64.3,62.9,62.5,61.4,61.9,61.9
Diluted EPS,$3.27,$2.69,$5.24,$5.20,$1.99,$4.19
Diluted EPS - Continuing Ops,$3.27,$2.69,$5.24,$5.20,$1.99,$4.19
Diluted Weighted Average Shares Outst.,65.2,64.2,63.9,62.3,62.6,63.0
Normalized Basic EPS,$3.05,$3.34,$4.16,$4.15,$5.25,$7.14
Normalized Diluted EPS,$3.00,$3.28,$4.07,$4.09,$5.20,$7.02
Dividend Per Share,$2.20,$2.32,$2.40,$2.44,$2.48,$2.49
Payout Ratio,65.90%,84.31%,44.44%,46.02%,122.20%,57.93%
EBITDA,517.8,550.8,698.4,718.2,852.2,1028.1
EBITA,350.3,359.7,487.4,524.6,627.6,805.0
EBIT,350.3,359.7,487.4,483.7,591.5,770.2
EBITDAR,540.3,587.3,736.6,758.3,895.0,
Effective Tax Rate,32.0%,45.9%,21.9%,20.6%,11.7%,19.4%
Normalized Net Income,195.8,210.3,259.8,255.0,325.3,441.9
Interest on Long-Term Debt,16.3,32.2,57.0,77.6,66.7,
R&D Expense From Footnotes,185.1,238.3,259.7,292.9,295.6,296.7
Foreign Sales,959.4,1100.9,1194.7,1230.8,1236.8,
