Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.36%,8.22%,18.65%,9.28%,10.55%
Other Revenues,,,,169.41%,163.81%
Total Revenues,5.36%,8.22%,18.73%,9.39%,10.66%
Cost Of Revenues,7.50%,7.47%,22.38%,9.80%,14.44%
Gross Profit,2.99%,9.08%,14.59%,8.90%,6.26%
Depreciation & Amortization,8.07%,0.60%,2.55%,12.21%,18.41%
Other Operating Expense/(Income),7.84%,17.16%,13.54%,(2.95%),(10.68%)
Total Operating Expenses,5.69%,12.74%,14.57%,(0.99%),(6.06%)
Operating Income,0.85%,6.04%,14.61%,17.64%,16.75%
Interest Expense,-2.95%,(5.91%),(56.88%),-7.36%,-5.85%
Interest And Investment Income,11.68%,68.88%,110.49%,(51.37%),(67.58%)
Net Interest Expenses,-3.51%,(3.12%),(52.98%),-2.97%,(0.40%)
Other Non Operating Income (Expenses),"1,967.31%",(92.68%),,,
"EBT, Excl. Unusual Items",6.20%,1.42%,11.07%,19.96%,18.45%
"EBT, Incl. Unusual Items",6.19%,2.83%,13.72%,18.67%,12.94%
Income Tax Expense,(69.83%),135.98%,7.79%,12.72%,(10.59%)
Earnings From Continuing Operations,55.20%,(13.86%),15.76%,20.57%,20.78%
Net Income to Company,55.20%,(13.86%),15.76%,20.57%,20.78%
Net Income,55.20%,(13.86%),15.76%,20.57%,20.78%
NI to Common Incl Extra Items,55.20%,(13.86%),15.76%,20.57%,20.78%
NI to Common Excl. Extra Items,55.20%,(13.86%),15.76%,20.57%,20.78%
Revenue Per Share,5.35%,8.85%,17.06%,8.67%,10.14%
Basic EPS,55.47%,(13.30%),14.14%,19.44%,20.21%
Basic EPS - Continuing Ops,55.47%,(13.30%),14.14%,19.44%,20.21%
Basic Weighted Average Shares Outst.,(0.06%),(0.62%),1.41%,0.61%,0.47%
Diluted EPS,53.85%,(12.86%),14.75%,20.71%,20.05%
Diluted EPS - Continuing Ops,53.85%,(12.86%),14.75%,20.71%,20.05%
Diluted Weighted Average Shares Outst.,0.53%,(0.77%),0.53%,0.39%,0.21%
Normalized Basic EPS,6.44%,2.23%,9.82%,19.45%,17.89%
Normalized Diluted EPS,5.66%,2.59%,10.05%,19.86%,18.20%
Dividend Per Share,12.00%,10.71%,6.45%,5.30%,5.97%
Payout Ratio,(28.74%),26.48%,(6.82%),(8.66%),(8.40%)
EBITDA,0.77%,5.12%,15.16%,15.27%,15.25%
EBITA,0.50%,5.31%,15.65%,15.38%,15.15%
EBIT,0.85%,6.04%,14.61%,17.64%,16.75%
EBITDAR,,,,14.69%,
Effective Tax Rate,(71.59%),129.45%,(5.22%),(5.03%),(20.83%)
Normalized Net Income,6.20%,1.42%,11.07%,19.96%,18.45%
Foreign Sales,9.66%,(4.40%),16.45%,98.31%,
