Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.06%,16.58%,14.05%,(5.94%),(4.30%)
Total Revenues,7.06%,16.58%,14.05%,(5.94%),(4.30%)
Cost Of Revenues,1.50%,11.41%,11.96%,(6.47%),(4.19%)
Gross Profit,19.90%,26.69%,17.66%,(5.08%),(4.48%)
Selling General & Admin Expenses,10.48%,24.41%,23.25%,(8.27%),(7.01%)
R&D Expenses,12.50%,8.59%,(8.37%),14.72%,10.58%
Total Operating Expenses,10.79%,21.93%,18.83%,(5.79%),(5.01%)
Operating Income,26.37%,29.65%,16.97%,(4.65%),(4.18%)
Interest Expense,-6.22%,(83.43%),(64.46%),-13.74%,-13.59%
Interest And Investment Income,64.29%,47.83%,126.47%,(36.36%),(52.94%)
Net Interest Expenses,-11.73%,(88.61%),(57.38%),-10.02%,-6.42%
Currency Exchange Gains (Loss),,(66.67%),-90.00%,,
Other Non Operating Income (Expenses),166.67%,225.00%,80.77%,,(90.91%)
"EBT, Excl. Unusual Items",28.00%,25.25%,13.44%,(3.21%),(1.93%)
"EBT, Incl. Unusual Items",100.92%,26.89%,2.75%,3.16%,(7.18%)
Income Tax Expense,(30.52%),35.14%,10.50%,21.49%,5.18%
Earnings From Continuing Operations,227.03%,25.21%,1.05%,(1.25%),(10.42%)
Net Income to Company,227.03%,25.21%,1.05%,(1.25%),(10.42%)
Minority Interest,(103.26%),-32.09%,,,
Net Income,259.38%,33.68%,8.63%,(1.25%),(10.42%)
NI to Common Incl Extra Items,259.38%,33.68%,8.63%,(1.25%),(10.42%)
NI to Common Excl. Extra Items,259.38%,33.68%,8.63%,(1.25%),(10.42%)
Revenue Per Share,7.00%,16.84%,14.68%,(4.87%),(2.46%)
Basic EPS,257.45%,34.09%,9.32%,(0.02%),(8.70%)
Basic EPS - Continuing Ops,257.45%,34.09%,9.32%,(0.02%),(8.70%)
Basic Weighted Average Shares Outst.,0.05%,(0.22%),(0.56%),(1.13%),(1.88%)
Diluted EPS,257.83%,33.67%,9.57%,0.46%,(8.23%)
Diluted EPS - Continuing Ops,257.83%,33.67%,9.57%,0.46%,(8.23%)
Diluted Weighted Average Shares Outst.,0.61%,0.17%,(0.94%),(1.55%),(2.14%)
Normalized Basic EPS,19.74%,36.68%,24.99%,(2.05%),(0.05%)
Normalized Diluted EPS,18.61%,36.04%,25.39%,(1.57%),0.21%
EBITDA,22.04%,31.55%,22.70%,0.23%,(0.27%)
EBITA,25.75%,34.13%,22.17%,(3.09%),(3.45%)
EBIT,26.37%,29.65%,16.97%,(4.65%),(4.18%)
EBITDAR,,,,(0.41%),
Effective Tax Rate,(65.42%),6.52%,7.57%,17.80%,13.31%
Normalized Net Income,19.54%,36.21%,24.25%,(3.21%),(1.93%)
Interest Capitalized,(82.35%),266.67%,45.45%,(50.00%),
Interest on Long-Term Debt,33.33%,86.41%,63.85%,(14.77%),
R&D Expense From Footnotes,12.50%,8.59%,(8.37%),14.72%,10.58%
Foreign Sales,213.17%,16.58%,14.05%,(5.94%),
