Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,458.1,534.8,669.0,741.7,680.1,675.3
Total Interest Income,788.4,892.9,1051.2,1133.8,1021.0,1001.7
Interest On Deposits,7.2,17.2,75.3,99.7,32.0,19.5
Total Interest On Borrowings,4.8,9.3,18.0,30.0,13.0,9.8
Total Interest Expense,12.1,26.5,93.3,129.8,45.0,29.3
Net Interest Income,776.3,866.4,957.9,1004.0,976.0,972.4
Service Charges On Deposits,81.2,84.2,85.2,89.0,80.9,78.2
Trust Income,104.2,110.7,119.4,126.7,129.3,130.1
Gain (Loss) on Sale of Assets,10.3,,,6.7,0.8,0.8
Gain (Loss) on Sale of Invest. & Securities,15.0,(4.9),(0.2),1.0,115.0,0.0
Total Other Non Interest Income,139.0,146.6,146.9,140.5,139.6,136.7
Total Non Interest Income,349.7,336.5,351.3,363.9,465.5,345.8
Revenue Before Loan Losses,1126.0,1202.9,1309.2,1367.9,1441.5,1318.1
Provision For Loan Losses,51.7,35.5,21.7,33.8,241.2,66.1
Total Revenues,1074.4,1167.4,1287.5,1334.1,1200.2,1252.0
Salaries And Other Employee Benefits,365.9,384.3,398.7,416.4,427.9,420.2
Amort. of Goodwill & Intang. Assets,2.4,1.7,1.4,1.2,0.9,0.9
Occupancy Expense,70.6,74.6,76.3,83.6,93.1,93.8
Total Selling General & Admin Expenses,125.3,132.4,145.0,180.7,179.3,182.1
Total Other Non Interest Expense,151.3,146.0,141.0,142.7,131.9,121.9
Total Non Interest Expense,733.0,759.1,778.8,834.7,843.7,829.7
"EBT, Excl. Unusual Items",341.4,408.4,508.7,499.5,356.5,422.4
Other Unusual Items,,,,,(5.2),(5.2)
"EBT, Incl. Unusual Items",341.4,408.4,508.7,499.5,351.3,417.2
Income Tax Expense,37.2,44.2,53.8,55.9,20.2,24.7
Earnings From Continuing Operations,304.3,364.1,454.9,443.6,331.2,392.4
Net Income to Company,304.3,364.1,454.9,443.6,331.2,392.4
Net Income,304.3,364.1,454.9,443.6,331.2,392.4
Preferred Dividend and Other Adjustments,9.2,10.1,11.2,11.8,10.7,6.0
Net Income to Common Incl Extra Items,295.1,354.1,443.7,431.8,320.5,386.4
Net Income to Common Excl. Extra Items,295.1,354.1,443.7,431.8,320.5,386.4
Revenue Per Share,$17.22,$18.33,$20.21,$21.26,$19.13,$19.91
Basic EPS,$4.73,$5.56,$6.96,$6.88,$5.11,$6.14
Basic EPS - Continuing Ops,$4.73,$5.56,$6.96,$6.88,$5.11,$6.14
Basic Weighted Average Shares Outst.,62.4,63.7,63.7,62.7,62.7,62.9
Diluted EPS,$4.70,$5.51,$6.91,$6.86,$5.11,$6.14
Diluted EPS - Continuing Ops,$4.70,$5.51,$6.91,$6.86,$5.11,$6.14
Diluted Weighted Average Shares Outst.,63.0,64.7,64.7,63.4,63.0,63.2
Normalized Basic EPS,$3.42,$4.01,$4.99,$4.98,$3.55,$4.20
Normalized Diluted EPS,$3.39,$3.95,$4.91,$4.92,$3.54,$4.18
Dividend Per Share,$2.15,$2.25,$2.58,$2.80,$2.85,$2.86
Payout Ratio,46.99%,41.81%,38.14%,41.72%,55.14%,46.87%
Effective Tax Rate,10.9%,10.8%,10.6%,11.2%,5.7%,5.9%
Normalized Net Income,213.4,255.2,317.9,312.2,222.8,264.0
Interest on Long-Term Debt,4.6,7.8,9.9,10.4,8.2,
