Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,7.87%,40.78%,15.95%,7.16%,1.70%
Total Interest Income,9.49%,38.97%,13.95%,4.75%,(0.94%)
Interest On Deposits,26.15%,94.54%,63.84%,(41.57%),(59.61%)
Total Interest On Borrowings,7.09%,46.46%,(0.55%),(25.66%),(25.43%)
Total Interest Expense,17.03%,73.48%,40.03%,(37.39%),(51.05%)
Net Interest Income,7.65%,29.87%,4.76%,24.59%,21.33%
Service Charges On Deposits,3.11%,24.56%,(11.86%),(22.76%),(24.49%)
Trust Income,11.53%,9.49%,0.10%,(1.83%),(6.26%)
Gain (Loss) on Sale of Assets,,"(2,427.37%)",,,
Gain (Loss) on Sale of Invest. & Securities,(22.96%),-52.09%,(17.28%),-42.71%,-31.33%
Total Other Non Interest Income,9.59%,24.78%,16.28%,32.60%,8.69%
Total Non Interest Income,(4.84%),57.02%,76.72%,(12.91%),19.81%
Revenue Before Loan Losses,6.32%,32.47%,12.94%,17.93%,21.14%
Provision For Loan Losses,(16.24%),226.91%,(25.49%),416.50%,99.79%
Total Revenues,6.71%,29.79%,14.27%,8.89%,17.30%
Salaries And Other Employee Benefits,7.69%,24.11%,(5.77%),6.17%,4.19%
Amort. of Goodwill & Intang. Assets,(2.53%),80.03%,(3.66%),31.52%,26.96%
Occupancy Expense,8.59%,23.58%,4.63%,8.26%,3.47%
Total Selling General & Admin Expenses,15.50%,25.19%,(15.08%),22.14%,25.77%
Total Other Non Interest Expense,(10.38%),50.27%,(9.07%),13.97%,8.52%
Total Non Interest Expense,6.20%,28.83%,(6.99%),9.74%,7.98%
"EBT, Excl. Unusual Items",7.68%,31.57%,52.87%,7.95%,29.09%
Restructuring Charges,,,(81.74%),-44.15%,
Asset Writedown,,(9.56%),(90.72%),,"(1,569.39%)"
Other Unusual Items,,,,-55.51%,-55.51%
"EBT, Incl. Unusual Items",8.29%,30.45%,38.55%,16.04%,41.23%
Income Tax Expense,39.24%,(24.84%),115.34%,(5.13%),25.83%
Earnings From Continuing Operations,(3.71%),61.47%,18.50%,26.09%,47.69%
Net Income to Company,(3.71%),61.47%,18.50%,26.09%,47.69%
Net Income,(3.71%),61.47%,18.50%,26.09%,47.69%
Preferred Dividend and Other Adjustments,31.46%,34.28%,0.00%,0.00%,0.00%
Net Income to Common Incl Extra Items,(5.28%),63.15%,19.44%,27.20%,49.92%
Net Income to Common Excl. Extra Items,(5.28%),63.15%,19.44%,27.20%,49.92%
Revenue Per Share,2.91%,3.34%,12.11%,(8.86%),3.26%
Basic EPS,(8.35%),29.46%,17.27%,6.36%,31.97%
Basic EPS - Continuing Ops,(8.35%),29.46%,17.27%,6.36%,31.97%
Basic Weighted Average Shares Outst.,3.61%,25.46%,1.97%,19.53%,13.60%
Diluted EPS,(8.35%),29.31%,16.00%,6.90%,32.13%
Diluted EPS - Continuing Ops,(8.35%),29.31%,16.00%,6.90%,32.13%
Diluted Weighted Average Shares Outst.,3.77%,25.60%,2.23%,19.09%,13.21%
Normalized Basic EPS,4.78%,4.39%,49.05%,(9.79%),13.63%
Normalized Diluted EPS,4.44%,3.94%,50.41%,(9.11%),14.02%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,6.61%,(21.56%),(13.15%),(5.04%),
Effective Tax Rate,28.58%,(42.39%),55.39%,(18.24%),(10.91%)
Normalized Net Income,7.68%,31.57%,52.87%,7.95%,29.09%
Interest on Long-Term Debt,(1.63%),12.94%,(3.58%),12.52%,
