Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(7.17%),(3.12%),(6.09%),(22.97%),(21.82%)
Other Revenues,(9.54%),(8.84%),(8.96%),(7.38%),(7.50%)
Total Revenues,(7.24%),(3.29%),(6.17%),(22.55%),(21.43%)
Cost Of Revenues,(8.44%),(2.15%),(6.51%),(18.83%),(17.37%)
Gross Profit,(5.44%),(4.96%),(5.66%),(28.05%),(27.55%)
Selling General & Admin Expenses,(1.99%),(8.03%),(15.37%),(13.36%),(18.12%)
R&D Expenses,(8.42%),(6.37%),(6.05%),(16.62%),(17.53%)
Total Operating Expenses,(3.02%),(7.83%),(13.96%),(13.17%),(16.97%)
Operating Income,(13.15%),5.27%,20.23%,(61.29%),(54.08%)
Interest Expense,-34.25%,-4.20%,-7.89%,-10.48%,-1.02%
Interest And Investment Income,60.00%,87.50%,6.67%,(12.50%),(65.00%)
Net Interest Expenses,-36.93%,-10.81%,-10.10%,-10.11%,(15.38%)
Currency Exchange Gains (Loss),-69.23%,(25.00%),(40.00%),-57.14%,-57.14%
Other Non Operating Income (Expenses),-39.39%,-60.00%,(37.50%),,
"EBT, Excl. Unusual Items",(17.38%),8.44%,23.35%,(64.56%),(58.05%)
"EBT, Incl. Unusual Items",(22.59%),3.53%,49.01%,(69.16%),(58.51%)
Income Tax Expense,654.84%,(47.22%),(27.53%),(64.25%),(57.98%)
Earnings From Continuing Operations,(88.94%),342.86%,110.00%,(70.51%),(58.69%)
Earnings Of Discontinued Operations,,(57.36%),"1,181.82%",,
Net Income to Company,,83.42%,271.51%,(85.84%),(80.90%)
Minority Interest,-63.64%,0.00%,-25.00%,,
Net Income,,85.13%,274.79%,(85.81%),(80.87%)
Preferred Dividend and Other Adjustments,(41.67%),0.00%,0.00%,0.00%,0.00%
NI to Common Incl Extra Items,,91.71%,285.88%,(86.71%),(81.81%)
NI to Common Excl. Extra Items,(91.30%),461.54%,117.12%,(71.92%),(60.04%)
Revenue Per Share,(7.59%),(1.10%),5.13%,(17.73%),(16.35%)
Basic EPS,,96.51%,330.88%,(85.87%),(80.64%)
Basic EPS - Continuing Ops,(91.34%),487.04%,144.12%,(70.22%),(57.46%)
Basic Weighted Average Shares Outst.,0.37%,(2.22%),(10.75%),(5.85%),(6.07%)
Diluted EPS,,94.20%,320.48%,(85.52%),(80.20%)
Diluted EPS - Continuing Ops,(91.30%),480.15%,139.58%,(69.78%),(57.06%)
Diluted Weighted Average Shares Outst.,0.22%,(1.91%),(7.35%),(9.32%),(8.91%)
Normalized Basic EPS,(16.97%),10.76%,38.78%,(62.23%),(55.18%)
Normalized Diluted EPS,(16.59%),10.64%,33.40%,(60.77%),(53.78%)
Dividend Per Share,(19.35%),0.00%,0.00%,0.00%,0.00%
Payout Ratio,,(50.07%),(75.90%),566.99%,394.31%
EBITDA,(10.80%),(0.45%),11.94%,(49.87%),(43.24%)
EBITA,(12.90%),4.44%,18.95%,(58.94%),(51.16%)
EBIT,(13.15%),5.27%,20.23%,(61.29%),(54.08%)
EBITDAR,(9.54%),(1.33%),13.85%,(45.07%),
Effective Tax Rate,875.21%,(49.02%),(51.36%),15.90%,1.28%
Normalized Net Income,(16.49%),8.51%,23.73%,(64.40%),(57.90%)
R&D Expense From Footnotes,(8.42%),(6.37%),(6.05%),(16.62%),(17.53%)
Foreign Sales,(3.82%),(3.55%),(10.24%),(22.02%),
