Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,402.2,417.0,442.4,462.2,492.3,498.0
Other Revenue,9.1,7.2,7.6,7.7,6.3,6.0
Total Revenues,411.8,424.6,450.3,470.1,498.9,504.3
Property Expenses,151.0,159.4,171.2,181.7,199.1,201.7
Selling General & Admin Exp.,31.3,33.0,34.5,32.0,30.7,30.4
Depreciation & Amortization,127.7,142.5,164.2,177.9,190.4,193.0
Other Operating Expenses,(0.2),(0.1),(0.1),(0.2),(0.3),(0.3)
Total Operating Expenses,309.8,334.9,369.9,391.4,419.9,424.9
Operating Income,102.0,89.7,80.4,78.7,79.0,79.4
Total Interest Expense,(57.4),(56.4),(52.8),(55.4),(56.2),(55.5)
Interest and Investment Income,0.1,0.7,0.5,0.1,0.6,0.5
Net Interest Expenses,(57.3),(55.8),(52.3),(55.3),(55.6),(55.0)
Other Non Operating Income,,,,,,0.5
"EBT, Excl. Unusual Items",44.7,33.9,28.1,23.4,23.3,24.9
Gain (Loss) on Sale of Assets,41.0,39.5,41.7,25.1,70.4,89.3
Asset Writedown,(0.1),(5.4),,(5.6),,(0.8)
Other Unusual Items,(0.0),(45.0),,(3.7),(21.5),(21.5)
"EBT, Incl. Unusual Items",85.6,23.1,69.8,39.2,72.2,91.9
Earnings From Continuing Operations,85.6,23.1,69.8,39.2,72.2,91.9
Net Income to Company,85.6,23.1,69.8,39.2,72.2,91.9
Net Income,85.6,23.1,69.8,39.2,72.2,91.9
Pref. Dividends and Other Adj.,,2.1,2.3,2.1,2.1,2.1
NI to Common Incl Extra Items,85.6,20.9,67.5,37.1,70.1,89.8
NI to Common Excl. Extra Items,85.6,20.9,67.5,37.1,70.1,89.8
Revenue Per Share,$3.79,$3.60,$3.65,$3.67,$3.72,$3.73
Basic EPS,$0.79,$0.18,$0.55,$0.29,$0.52,$0.66
Basic EPS - Continuing Ops,$0.79,$0.18,$0.55,$0.29,$0.52,$0.66
Basic Weighted Average Shares Outst.,108.6,117.9,123.3,128.0,133.9,135.4
Diluted EPS,$0.78,$0.18,$0.55,$0.29,$0.52,$0.66
Diluted EPS - Continuing Ops,$0.78,$0.18,$0.55,$0.29,$0.52,$0.66
Diluted Weighted Average Shares Outst.,109.4,118.0,123.4,128.1,134.0,135.4
Normalized Basic EPS,$0.26,$0.18,$0.14,$0.11,$0.11,$0.12
Normalized Diluted EPS,$0.26,$0.18,$0.14,$0.11,$0.11,$0.12
Dividend Per Share,$1.20,$1.20,$1.20,$1.20,$1.20,$1.21
Payout Ratio,153.98%,616.35%,215.37%,396.47%,225.16%,179.46%
FFO,174.4,134.3,195.0,200.7,197.0,202.1
FFO Payout Ratio %,75.54%,106.00%,77.08%,77.39%,82.53%,81.61%
AFFO,143.9,105.0,157.4,162.5,161.3,
Funds Available for Distribution,137.8,147.2,150.7,163.5,178.6,18.5
FFO Per Share (Diluted),$1.59,$1.13,$1.57,$1.56,$1.46,$1.48
FFO Shares (Diluted),109.4,118.9,124.1,128.9,134.8,136.3
Adjusted FFO Per Share (Diluted),$1.32,$0.88,$1.27,$1.26,$1.20,
EBITDA,233.0,236.0,247.6,259.6,273.8,276.2
EBITA,102.0,89.7,80.4,106.7,110.0,109.6
EBIT,102.0,89.7,80.4,78.7,79.0,79.4
EBITDAR,238.9,237.5,249.1,268.9,283.5,
Normalized Net Income,27.9,21.2,17.6,14.6,14.6,15.6
Interest Capitalized,1.3,,,1.4,1.1,
Interest on Long-Term Debt,,,,4.5,4.8,
