Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,297.8,322.5,375.2,413.6,377.6,377.6
Total Interest Income,387.9,415.1,465.8,492.4,427.0,427.0
Interest On Deposits,14.5,15.9,25.9,37.3,25.6,25.6
Total Interest On Borrowings,28.6,23.0,26.8,21.3,13.5,13.5
Total Interest Expense,43.1,38.9,52.7,58.6,39.1,39.1
Net Interest Income,344.8,376.2,413.2,433.8,387.9,387.9
Service Charges On Deposits,73.6,72.9,72.4,72.5,62.0,62.0
Gain (Loss) on Sale of Invest. & Securities,20.8,14.1,19.8,6.0,4.9,4.9
Total Other Non Interest Income,66.9,63.4,72.9,76.4,83.7,83.7
Total Non Interest Income,161.3,150.4,165.0,154.8,150.6,150.6
Revenue Before Loan Losses,506.1,526.6,578.2,588.6,538.5,538.5
Provision For Loan Losses,19.9,11.2,6.1,18.8,45.4,45.4
Total Revenues,486.3,515.4,572.1,569.8,493.1,493.1
Salaries And Other Employee Benefits,127.6,131.8,137.5,144.9,129.3,129.3
Amort. of Goodwill & Intang. Assets,0.1,0.0,,,,
Occupancy Expense,24.7,25.3,25.9,29.3,29.7,29.7
Total Selling General & Admin Expenses,64.2,70.0,67.9,73.9,60.4,60.4
Total Other Non Interest Expense,54.1,56.5,60.0,53.9,50.3,50.3
Total Non Interest Expense,282.2,288.0,299.5,309.8,281.3,281.3
"EBT, Excl. Unusual Items",204.0,227.4,272.6,260.0,211.8,211.8
Other Unusual Items,(7.0),(5.8),,,,
"EBT, Incl. Unusual Items",197.0,221.6,272.6,260.0,211.8,211.8
Income Tax Expense,63.1,64.2,56.7,54.9,44.4,44.4
Earnings From Continuing Operations,133.9,157.4,215.9,205.1,167.3,167.3
Net Income to Company,133.9,157.4,215.9,205.1,167.3,167.3
Net Income,133.9,157.4,215.9,205.1,167.3,167.3
Net Income to Common Incl Extra Items,133.9,157.4,215.9,205.1,167.3,167.3
Net Income to Common Excl. Extra Items,133.9,157.4,215.9,205.1,167.3,167.3
Revenue Per Share,$7.37,$7.80,$8.65,$8.70,$7.74,$7.74
Basic EPS,$2.03,$2.38,$3.27,$3.13,$2.63,$2.63
Basic EPS - Continuing Ops,$2.03,$2.38,$3.27,$3.13,$2.63,$2.63
Basic Weighted Average Shares Outst.,66.0,66.0,66.1,65.5,63.7,63.7
Diluted EPS,$2.02,$2.36,$3.24,$3.12,$2.62,$2.62
Diluted EPS - Continuing Ops,$2.02,$2.36,$3.24,$3.12,$2.62,$2.62
Diluted Weighted Average Shares Outst.,66.3,66.8,66.6,65.7,63.9,63.9
Normalized Basic EPS,$1.93,$2.15,$2.58,$2.48,$2.08,$2.08
Normalized Diluted EPS,$1.92,$2.13,$2.56,$2.47,$2.07,$2.07
Dividend Per Share,$0.60,$0.66,$0.75,$1.05,$1.10,$1.10
Payout Ratio,29.54%,27.69%,22.97%,33.48%,41.79%,41.79%
Effective Tax Rate,32.0%,29.0%,20.8%,21.1%,21.0%,21.0%
Normalized Net Income,127.5,142.1,170.4,162.5,132.3,132.3
Interest on Long-Term Debt,4.6,5.4,7.0,6.4,3.8,3.8
Foreign Sales,5.5,,,,,
