Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.44%,0.64%,(4.72%),(16.44%),(10.05%)
Total Revenues,1.44%,0.64%,(4.72%),(16.44%),(10.05%)
Cost Of Revenues,6.64%,2.72%,(3.00%),(11.78%),(7.38%)
Gross Profit,(11.93%),(5.86%),(10.55%),(33.62%),(20.27%)
Selling General & Admin Expenses,(4.21%),3.93%,0.33%,(5.69%),(7.89%)
Other Operating Expense/(Income),(86.96%),"1,100.00%",(91.67%),566.67%,
Total Operating Expenses,(4.99%),5.33%,(1.01%),(4.99%),(7.01%)
Operating Income,(21.57%),(24.69%),(32.98%),,(90.36%)
Interest Expense,-9.95%,-4.18%,(5.92%),-4.71%,(0.61%)
Interest And Investment Income,(13.33%),23.08%,12.50%,(22.22%),(11.11%)
Net Interest Expenses,-9.80%,-5.28%,(5.57%),-3.73%,(1.29%)
Currency Exchange Gains (Loss),(46.15%),128.57%,37.50%,(59.09%),
Other Non Operating Income (Expenses),,,,,0.00%
"EBT, Excl. Unusual Items",(24.72%),(29.50%),(46.97%),,
"EBT, Incl. Unusual Items",(27.26%),15.15%,(82.49%),,(383.01%)
Income Tax Expense,,(40.94%),56.44%,(76.79%),
Earnings From Continuing Operations,(71.57%),93.97%,,(320.88%),-29.31%
Net Income to Company,(71.57%),93.97%,,(320.88%),-29.31%
Minority Interest,-5.00%,-21.05%,-6.67%,-71.43%,
Net Income,(72.63%),100.29%,,(303.22%),-28.31%
NI to Common Incl Extra Items,(72.63%),100.29%,,(303.22%),-28.31%
NI to Common Excl. Extra Items,(72.63%),100.29%,,(303.22%),-28.31%
Revenue Per Share,7.16%,5.72%,(3.09%),(16.79%),(10.34%)
Basic EPS,(71.11%),110.36%,,(302.93%),-28.54%
Basic EPS - Continuing Ops,(71.11%),110.36%,,(302.93%),-28.54%
Basic Weighted Average Shares Outst.,(5.32%),(4.82%),(1.69%),0.43%,0.32%
Diluted EPS,(71.10%),110.95%,,(302.93%),-28.59%
Diluted EPS - Continuing Ops,(71.10%),110.95%,,(302.93%),-28.59%
Diluted Weighted Average Shares Outst.,(4.89%),(5.53%),(2.51%),0.43%,0.32%
Normalized Basic EPS,(21.04%),(26.20%),(47.38%),,
Normalized Diluted EPS,(21.34%),(25.69%),(46.83%),,
Dividend Per Share,41.94%,31.82%,10.34%,(75.00%),(100.00%)
Payout Ratio,389.86%,(37.36%),,,-100.00%
EBITDA,(14.06%),(14.57%),(18.65%),(64.87%),(35.47%)
EBITA,(21.50%),(24.66%),(32.92%),,(89.98%)
EBIT,(21.57%),(24.69%),(32.98%),,(90.36%)
EBITDAR,(12.16%),(12.62%),(17.15%),(54.60%),
Effective Tax Rate,,(48.71%),793.55%,,
Normalized Net Income,(25.17%),(29.74%),(48.29%),,
Interest Capitalized,(11.54%),(39.13%),(21.43%),36.36%,
Interest on Long-Term Debt,,,,12.50%,
R&D Expense From Footnotes,4.64%,4.43%,1.42%,(9.30%),(9.30%)
Foreign Sales,3.14%,0.97%,(6.00%),(16.46%),
